"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:2000095","GO:2000095","regulation of Wnt signaling pathway, planar cell polarity pathway","12/8469","14/18986",0.857142857142857,1.92156267395375,3.09533576843311,0.00195341162250904,0.0142557092903077,0.009892243009179,"22943/51339/85407/54903/57664/84133/1601/22881/84870/4300/25/2719",12
"GO:0002418","GO:0002418","immune response to tumor cell","24/8469","34/18986",0.705882352941177,1.58246337855014,3.0503943640887,0.0019597262674634,0.0142557092903077,0.009892243009179,"11126/8751/5551/56253/3146/10666/7040/634/5817/5819/3329/84861/9390/3592/5562/81545/3593/100507436/3123/23376/196/1687/7532/29126",24
"GO:0007435","GO:0007435","salivary gland morphogenesis","24/8469","34/18986",0.705882352941177,1.58246337855014,3.0503943640887,0.0019597262674634,0.0142557092903077,0.009892243009179,"998/7042/8829/2263/5080/59277/7043/55727/2252/80004/284217/57045/7040/10913/7052/3911/1605/1956/10512/6469/2260/6591/4781/1896",24
"GO:1901889","GO:1901889","negative regulation of cell junction assembly","24/8469","34/18986",0.705882352941177,1.58246337855014,3.0503943640887,0.0019597262674634,0.0142557092903077,0.009892243009179,"22943/5728/6585/23603/7057/1636/6093/9270/9475/3553/6714/351/23122/7474/11170/6092/90102/347/5783/7097/56940/10395/3551/395",24
"GO:0044409","GO:0044409","symbiont entry into host","92/8469","164/18986",0.560975609756098,1.25760809149005,2.97319894358086,0.0019597691086263,0.0142557092903077,0.009892243009179,"1969/2060/325/50848/9213/1604/4179/4360/3688/8829/983/9023/3416/10410/117854/53840/85363/6609/219931/7405/4684/56649/867/920/3853/3678/53373/949/6541/3146/3356/3839/1948/2621/7301/290/5045/4261/11060/3965/3690/4864/3643/5817/5819/6510/7852/3694/1803/3685/83737/6714/1525/7113/1234/1605/2838/25945/3693/5359/185/5806/51193/9076/131578/3576/950/2993/3673/972/55770/9972/10107/7726/3123/8724/442247/222537/6993/1956/222256/858/857/1508/6575/11059/4061/3440/1514/2934/59272/11043",92
"GO:0044272","GO:0044272","sulfur compound biosynthetic process","101/8469","182/18986",0.554945054945055,1.24408865429057,2.96915996451348,0.00196021762885956,0.0142557092903077,0.009892243009179,"11332/6487/1491/9653/2730/2135/10560/4548/9200/9469/4143/9060/53354/83401/51703/6934/51363/8050/6506/51144/2132/38/1737/6484/50515/32/4522/113189/26035/22856/6483/79066/9955/31/64132/406991/83539/92126/81616/10678/9394/5163/4780/2181/93010/80025/92086/23181/91227/2687/1499/5162/10402/201562/166012/92370/9435/9957/7358/441024/58478/6622/5161/9061/79071/23657/4258/84068/84869/2180/4552/79993/635/1036/337876/3340/27430/79646/4594/2938/60481/2729/222537/29940/10090/55501/1738/55790/2137/284/2131/6482/6505/4507/11046/2681/5160/5165/56548/2182/90161",101
"GO:0070665","GO:0070665","positive regulation of leukocyte proliferation","93/8469","166/18986",0.560240963855422,1.25596114532519,2.97230730936849,0.00196238748199392,0.0142557092903077,0.009892243009179,"2048/149233/7412/10451/1435/79679/912/6375/7292/5788/406955/1604/4179/57829/5588/57678/5741/7189/23529/8772/6188/3606/160365/4254/3479/6541/3146/1880/8660/146433/3965/6352/6777/406991/596/970/6869/8440/3552/3553/57181/940/3485/598/4773/5594/7048/729230/58515/11148/4690/3592/6480/604/3280/683/952/5530/3558/59067/3600/5618/3572/4208/1437/3565/1436/972/3593/3133/3109/3113/100133941/4829/84433/3569/7784/2056/3952/6469/4067/3574/8767/407030/5747/3717/29126/80380/301/7099/1947/695/54440",93
"GO:0043409","GO:0043409","negative regulation of MAPK cascade","96/8469","172/18986",0.558139534883721,1.25125011327221,2.97033443514229,0.00196617247129159,0.0142670111295535,0.00990008551901088,"65018/2048/2633/26191/1942/55870/5997/5788/54900/406988/467/11221/64853/183/10771/51207/1847/27250/8661/6609/10114/5795/80824/55885/5801/1848/51347/5027/2308/10253/51339/161742/3480/1540/91862/5048/9611/4763/406991/5771/406922/4089/171392/23624/91662/9270/200734/3553/142679/2043/83737/5770/63977/4771/2192/859/5468/406929/1605/1849/5291/2122/9370/1739/407000/7345/5470/10252/1601/2150/57556/81848/153769/10318/10048/221496/11329/401265/154043/7430/5071/2852/5478/857/1846/4067/4609/8000/65268/2218/7099/153090/25/59272/407006/10251",96
"GO:0045685","GO:0045685","regulation of glial cell differentiation","49/8469","80/18986",0.6125,1.37311666076278,3.00099477262347,0.00198305861294638,0.0143732447597473,0.00997380257259436,"2475/7133/9682/1600/406955/9283/85414/11221/118738/983/22891/1959/93377/84504/745/23529/26011/23405/146433/4763/26022/9241/4099/7040/7852/2043/5270/4821/1499/1605/1814/3280/9948/170825/4825/7097/3572/3400/27242/7101/3066/9444/3569/5803/5764/6009/6469/90865/4204",49
"GO:0035987","GO:0035987","endodermal cell differentiation","34/8469","52/18986",0.653846153846154,1.46580742436215,3.01829943191226,0.0020145217531256,0.0145847728733075,0.0101205849921849,"1301/79577/3914/22943/4838/9646/4317/3678/8091/1284/5604/55897/4313/4324/3281/6928/2627/3909/3676/3685/1290/2335/4627/8320/1499/29072/1295/3693/9555/1303/3624/3912/1289/190",34
"GO:0060047","GO:0060047","heart contraction","136/8469","253/18986",0.537549407114625,1.20509068880367,2.94698528906267,0.00202692085249371,0.0146293700989211,0.0101515316525243,"388591/2475/998/6548/10269/1907/5142/51086/140/57413/3752/845/476/2702/9722/5999/55811/481/5997/7135/134/493/7042/183/6262/10659/29119/55328/153/10539/3784/8048/2132/10008/1813/775/10059/5318/6334/4193/490/488/4633/5025/1910/801/3320/70/7168/4205/79191/2775/7531/125111/10052/1636/81033/5608/3759/406922/2627/1829/4092/23327/79041/57731/808/30845/6546/2034/805/27302/7852/6328/6335/7341/1674/6508/23704/85366/6714/5770/1525/9992/3753/859/491/7068/23171/11280/2876/7134/776/6474/5290/2257/1739/10699/84525/287/817/8654/1909/100506013/5144/153396/4090/1839/6444/147/30820/1482/1832/1906/11149/9474/5350/2697/781/6717/10142/5294/857/3757/6781/444/2131/157378/6505/2934/59272/1756/186/8862/2258/1193",136
"GO:1901873","GO:1901873","regulation of post-translational protein modification","136/8469","253/18986",0.537549407114625,1.20509068880367,2.94698528906267,0.00202692085249371,0.0146293700989211,0.0101515316525243,"11315/65018/7805/25950/26191/405/10625/83593/7321/5728/8945/54838/10196/54765/7189/6188/330/329/84259/65125/120892/144165/7334/84101/1407/55743/23077/54602/10253/254170/57697/3091/5663/3320/9112/7337/11261/825/54778/8554/10363/23251/55215/91947/123879/9683/9709/64359/7314/5414/8877/4092/10892/10054/10055/165324/5581/2034/150684/339745/9111/64844/10010/8452/10920/8864/9759/57761/10616/83737/7335/754/23551/9978/10491/1499/406929/7375/11170/868/2932/80254/6478/54165/59343/7466/23142/25898/51138/4085/54726/55294/101929977/26272/57561/819/80762/153769/10318/5601/51256/378884/6659/2729/23376/9474/2534/7128/7957/23328/26271/5071/5478/3984/10980/857/22976/7336/8767/85453/284/27085/79139/84875/84131/8555/3309/25/1654/10075/54552/6872/55869/27018/331/51438",136
"GO:0032957","GO:0032957","inositol trisphosphate metabolic process","10/8469","11/18986",0.909090909090909,2.03802101782973,3.09020312727287,0.00203439677938121,0.0146293700989211,0.0101515316525243,"5724/3707/253430/5031/3705/5336/3973/23236/5028/2852",10
"GO:0060736","GO:0060736","prostate gland growth","10/8469","11/18986",0.909090909090909,2.03802101782973,3.09020312727287,0.00203439677938121,0.0146293700989211,0.0101515316525243,"5660/2263/7337/1588/6662/5618/2099/6469/5324/367",10
"GO:1903689","GO:1903689","regulation of wound healing, spreading of epidermal cells","10/8469","11/18986",0.909090909090909,2.03802101782973,3.09020312727287,0.00203439677938121,0.0146293700989211,0.0101515316525243,"2475/5728/401720/10979/23332/55612/23122/90102/6239/407006",10
"GO:2000271","GO:2000271","positive regulation of fibroblast apoptotic process","10/8469","11/18986",0.909090909090909,2.03802101782973,3.09020312727287,0.00203439677938121,0.0146293700989211,0.0101515316525243,"406955/56981/694/26471/10018/9262/637/8626/9263/6422",10
"GO:0019751","GO:0019751","polyol metabolic process","63/8469","107/18986",0.588785046728972,1.31995193023926,2.9782596688903,0.002040867078948,0.014659426829705,0.010172388453047,"5724/3633/8613/3707/56624/5592/253430/5092/9562/2805/5741/120227/5031/55331/5805/11163/171546/9517/3705/9677/6652/5336/8877/3613/8612/3973/5341/3631/2820/4036/1593/130367/116255/23236/55304/5105/8867/5745/51447/9807/256356/5028/165679/5860/27163/2712/27235/6622/8821/8611/23262/84105/11165/4142/2852/117/3952/340485/10558/64768/2710/4952/4204",63
"GO:0097192","GO:0097192","extrinsic apoptotic signaling pathway in absence of ligand","41/8469","65/18986",0.630769230769231,1.41407304467878,3.00079982214985,0.00205133581464052,0.0147016228596857,0.0102016688889825,"2537/2140/219699/9531/8772/5519/1280/2065/4254/10017/5607/597/6376/51741/4763/596/5518/27429/10018/3552/3553/3685/55437/598/2139/2932/5196/3558/1437/1495/8737/2309/2070/3624/3084/6591/23678/2138/3574/9314/8406",41
"GO:0099518","GO:0099518","vesicle cytoskeletal trafficking","41/8469","65/18986",0.630769230769231,1.41407304467878,3.00079982214985,0.00205133581464052,0.0147016228596857,0.0102016688889825,"23095/54874/23557/22920/3799/55088/118426/2647/3798/8499/10125/55930/4644/10239/5048/81565/9001/26115/6860/4645/6794/81/66008/4133/9371/22906/79443/3064/8546/1176/11127/23291/63915/84062/63971/1780/8976/23303/10947/55638/4204",41
"GO:0003151","GO:0003151","outflow tract morphogenesis","50/8469","82/18986",0.609756097560976,1.36696531683702,2.98834353378395,0.00205637493203429,0.0147048039832619,0.0102038763166747,"9249/998/26508/7049/2702/7042/8829/657/2263/55742/144165/6926/407975/652/6495/3091/4091/2303/9241/2627/4089/6664/4036/1386/659/8828/182/7122/5915/7048/1499/6092/6091/3280/3516/5308/1909/4886/25836/4208/1482/2296/1906/10370/7291/2006/10512/8321/2138/23414",50
"GO:0140238","GO:0140238","presynaptic endocytosis","50/8469","82/18986",0.609756097560976,1.36696531683702,2.98834353378395,0.00205637493203429,0.0147048039832619,0.0102038763166747,"11315/9829/84251/284697/8674/26052/824/161/9066/8301/120892/382/85439/801/6457/10239/164/163/6093/5289/5874/808/50618/805/11037/22848/8867/6453/4638/22871/1173/2580/6622/84162/115548/1176/29993/114781/51429/8871/5071/273/154664/5533/10947/6456/57502/4983/54413/22829",50
"GO:0070482","GO:0070482","response to oxygen levels","187/8469","358/18986",0.522346368715084,1.17100816583122,2.93123527123798,0.00205960046886009,0.0147114319204292,0.0102084755382057,"2023/407040/2475/65018/50809/3339/6548/4985/6513/205/23576/1179/7049/25950/7412/405/8751/4921/5743/134/4194/3776/7042/824/5664/54583/6262/56776/6387/7019/84890/5328/3778/355/9124/2263/847/5024/1374/329/2977/472/1410/1813/867/1027/3709/4891/4193/317/59341/10631/2308/283/84962/112399/3091/677/2353/7043/7057/663/6095/4088/9915/64506/1387/3163/29904/4313/4843/4763/9520/406991/83990/1636/57521/2627/10449/4089/5366/596/51129/7040/2068/64344/6868/9475/2355/5581/2034/57142/3099/3552/2071/84317/7852/9839/4929/1803/5163/1386/4780/2660/8837/2043/9777/6714/5770/5105/10587/4151/158/2033/5465/3708/859/5021/10533/5468/8994/22937/523/846/5291/5352/9370/132864/952/6649/5978/84709/1909/7097/2982/2983/7424/5562/3673/406937/3779/8614/80315/1906/6659/5467/2030/51167/6885/100133941/2309/3066/4602/10370/6648/7291/358/3624/51142/2792/2056/857/3952/28996/285/4017/6781/665/2185/6422/5327/5885/4609/10397/6505/7010/768/2277/5165/1536/4693/139341/538/5230/27035/3654/4204",187
"GO:0045862","GO:0045862","positive regulation of proteolysis","171/8469","325/18986",0.526153846153846,1.17954385678084,2.92968012145665,0.00208812484477929,0.0148985496171544,0.0103383192162458,"2023/7133/65018/7805/3932/84871/4898/79699/2152/4803/6281/6279/1942/3428/9447/356/64326/406988/27185/4838/64115/5728/355/8945/150/10418/29763/8772/6188/1075/834/414899/120892/144165/29843/4891/3458/4193/160418/8738/317/55743/3146/406948/25831/112399/81542/5706/5663/5700/5641/825/10017/302/51065/83464/4088/8554/54982/26263/1512/400410/55070/5045/56963/26471/9709/9798/22861/3965/6774/8313/4092/10892/147372/5366/4155/3249/57333/91662/28951/7498/9655/27429/9451/10018/3553/130399/10010/4780/3329/841/7341/2043/84236/1285/57761/6714/351/9992/23786/91445/4627/9978/859/7123/10550/6091/55081/2932/7018/8743/8975/64110/7466/5978/25898/6622/1950/152503/55294/57630/1611/1601/2149/153769/1452/26999/23291/5601/2822/2729/9994/23376/3066/84456/4217/64065/51429/5071/2852/10392/1364/3092/57154/857/10395/2185/1191/8754/9705/4067/444/8767/11236/10221/4609/5747/55848/90865/340485/23287/1612/10541/9966/22954/2934/153090/92552/1654/6872",171
"GO:0019058","GO:0019058","viral life cycle","170/8469","323/18986",0.526315789473684,1.17990690505932,2.92640072545817,0.00211095146327059,0.0150198080426744,0.0104224621927703,"1969/23633/2060/4774/5586/388646/103/3428/325/50848/9213/2494/64710/1604/4179/5629/9712/9397/4360/3688/8829/983/9023/3434/24138/3416/1488/10410/117854/53840/85363/6609/440026/55048/1642/5091/219931/7405/4684/56649/1656/867/920/55196/3678/8091/4938/4939/53373/79720/949/6541/3146/3356/3839/1948/2621/53349/3429/440275/7301/4734/51495/3669/290/5045/4261/9683/27183/11060/3965/6347/6352/3690/3838/9218/4864/5289/147339/596/9525/3643/5817/5819/6510/79677/5610/51652/7852/3694/1803/64135/3685/940/55054/128637/128866/83737/6714/57169/9217/1525/7113/104/6598/140564/55207/7155/25827/1234/4057/1605/25978/2838/25945/3693/5359/185/5806/51193/27074/9076/131578/3576/950/2993/3673/64848/972/10318/23367/9972/7913/10107/7726/3123/6732/1915/9474/8724/442247/222537/6993/5071/5478/1956/6733/222256/858/857/56829/1508/6575/11059/26986/4061/3456/3440/51510/23137/5125/1514/2934/89853/9189/59272/1654/407006/407007/11043",170
"GO:0006892","GO:0006892","post-Golgi vesicle-mediated transport","65/8469","111/18986",0.585585585585586,1.31277930427771,2.96572889662059,0.00211216050600109,0.0150198080426744,0.0104224621927703,"7805/23499/2060/6272/55204/27252/163882/10133/288/54536/8729/403/114815/6653/55297/23041/8773/4644/54832/10239/57020/23062/583/164/51479/9135/4905/3993/11031/10890/30845/9581/6711/150684/51542/23233/10791/54520/4430/2181/55614/90196/10564/9980/64145/2803/27032/2580/55763/64083/9522/1176/55770/63971/23033/57120/134957/261729/142685/60412/10434/312/50807/23230/6102",65
"GO:0030203","GO:0030203","glycosaminoglycan metabolic process","65/8469","111/18986",0.585585585585586,1.31277930427771,2.96572889662059,0.00211216050600109,0.0150198080426744,0.0104224621927703,"6487/9653/3698/9469/51363/960/2132/6484/2799/55576/50515/1910/113189/54982/26035/57214/22856/3038/6483/9955/64132/1213/83539/92126/7040/10678/3553/7130/11227/93010/5155/2720/10402/166012/92370/9435/10057/9957/7358/10855/4790/1950/2247/84068/1909/3074/337876/3340/3161/2296/2651/29940/10090/55501/2990/55790/54928/284/2131/3037/6482/23670/11046/56548/3423",65
"GO:0045137","GO:0045137","development of primary sexual characteristics","130/8469","241/18986",0.539419087136929,1.20928218070395,2.93409033700916,0.0021215216154747,0.0150696318968236,0.0104570356862991,"192670/431707/4438/7482/7812/4808/11085/8751/259266/56956/7042/51742/8644/2625/8031/84159/8879/2674/59338/81930/7490/472/867/2/4254/2254/675/22862/1602/283/7080/51804/8892/7337/1588/49855/26471/6299/4313/9289/2175/7314/6777/83990/1636/6662/2627/4089/596/3643/6382/8648/6716/4436/3973/2492/10018/3552/92/7130/4036/128637/8195/598/6714/7022/6874/8204/9510/3753/7474/7110/6092/25976/5806/8743/8893/9353/57728/5156/3791/174/2069/658/3622/7098/132625/6715/10409/10468/10184/22836/2241/3295/1495/6586/2296/23607/1081/2309/2697/10370/2099/4142/117/3624/7784/83943/3952/64478/203102/2515/6422/157506/23414/23639/1761/63951/4882/152006/2516/10549/7543/9468/190/367/56159/546/117154/10046",130
"GO:0032411","GO:0032411","positive regulation of transporter activity","51/8469","84/18986",0.607142857142857,1.36110689405057,2.97643891239941,0.00212731906902767,0.0150940599132783,0.0104739866404805,"11315/2048/6548/5174/1520/481/288/6786/5031/7225/84766/3458/9472/3306/801/11261/6347/9001/81671/81/808/30845/805/27347/7341/57158/3460/6769/729230/10063/483/9370/3064/57620/5311/287/1909/134145/1906/9465/6446/2631/10142/1080/9747/444/65268/7114/1756/65267/2258",51
"GO:0001776","GO:0001776","leukocyte homeostasis","66/8469","113/18986",0.584070796460177,1.30938341499503,2.95999659123551,0.00214522952336754,0.0151874656521596,0.0105388022346153,"5142/1435/9447/149041/3707/22884/9469/355/3988/159296/57678/4004/5896/55690/8772/83700/4254/5027/338442/121260/2322/3146/407975/1880/6655/3091/4522/23495/3965/4763/6777/5366/596/7040/5518/6868/6654/10018/10461/84524/30061/55619/729230/53833/5291/6498/6372/3558/23657/3575/202309/2149/4208/819/972/10758/7128/3569/4067/301/25/84636/695/1831/139818/54440",66
"GO:0120034","GO:0120034","positive regulation of plasma membrane bounded cell projection assembly","66/8469","113/18986",0.584070796460177,1.30938341499503,2.95999659123551,0.00214522952336754,0.0151874656521596,0.0105388022346153,"2475/998/10163/54874/163404/79574/26052/8829/51196/9148/2059/5027/8100/7043/3320/23191/55329/81565/1236/9001/23580/10801/2909/148170/10602/23433/55704/10097/140469/10787/2660/10152/10109/23613/2932/7401/64805/22871/5290/3064/202018/9662/2823/5295/100506658/2150/324/153241/1809/57451/9750/6624/5879/989/54443/5898/23242/26053/8976/6101/50807/158297/538/139818/10178/90167",66
"GO:0042180","GO:0042180","cellular ketone metabolic process","128/8469","237/18986",0.540084388185654,1.21077366797648,2.93006262036797,0.00215228126533744,0.0152205525946515,0.0105617617429005,"11315/9563/29914/23352/23038/84879/56267/2329/5743/493/85414/9926/5629/56997/2271/8564/1645/1646/8644/1109/340895/23590/5592/84883/10613/1586/27122/10196/1374/116519/337/254013/225/8630/9971/55198/32/160760/10464/1910/8660/9056/8816/10858/1588/6338/79001/83752/9611/6777/4836/406991/6662/79934/634/27120/7376/6716/5581/56910/27233/205251/3553/51141/130013/8942/2820/8647/10170/5163/1385/3667/54576/54575/54600/54577/54578/57761/80025/9946/5465/5468/8850/9390/22937/2693/9370/10891/5978/174/27235/6622/23657/6999/84869/6715/1601/5019/635/100302288/134429/972/4835/654/5467/2739/60481/653/1268/84816/57107/64577/7291/3624/154807/857/231/57016/51422/11160/3620/169355/1581/157506/2171/406987/3293/5165",128
"GO:0071347","GO:0071347","cellular response to interleukin-1","53/8469","88/18986",0.602272727272727,1.3501889243122,2.95468542704052,0.00226188045022536,0.015951661524846,0.0110690888114022,"2635/2633/2634/149041/8564/27063/7189/51135/730249/4792/3091/9252/6095/91807/4313/9100/6347/6352/406991/6662/10365/171392/7444/7850/3554/3553/10010/23236/5105/81030/3656/820/961/3556/3280/79155/3576/4790/54726/2244/81792/1906/5603/6885/9590/3569/6422/3551/9705/3037/153090/27316/3654",53
"GO:0003401","GO:0003401","axis elongation","21/8469","29/18986",0.724137931034483,1.62338915558161,3.01473308549792,0.00226563442595078,0.015951661524846,0.0110690888114022,"2263/10413/10253/652/6495/51804/85407/6928/6662/7040/7474/5523/374/10252/2246/5754/2099/6469/6422/157506/3371",21
"GO:0098901","GO:0098901","regulation of cardiac muscle cell action potential","21/8469","29/18986",0.724137931034483,1.62338915558161,3.01473308549792,0.00226563442595078,0.015951661524846,0.0110690888114022,"2702/9722/6262/29119/775/5318/488/801/1829/808/6508/1525/859/1739/287/817/153396/1832/10142/857/2258",21
"GO:1904036","GO:1904036","negative regulation of epithelial cell apoptotic process","21/8469","29/18986",0.724137931034483,1.62338915558161,3.01473308549792,0.00226563442595078,0.015951661524846,0.0110690888114022,"5563/23421/103/6934/10413/1027/5925/3480/26471/4864/596/4760/8837/5465/7110/7466/685/5562/831/1482/137814",21
"GO:0032232","GO:0032232","negative regulation of actin filament bundle assembly","25/8469","36/18986",0.694444444444444,1.55682161084216,3.00080763278926,0.00227562598509336,0.0159518141342798,0.0110691947092971,"10163/4070/1901/50848/4653/8500/7082/84952/10391/406991/23370/85415/50944/23332/23671/23122/406929/90102/5062/5295/5071/4233/10395/395/90167",25
"GO:0051968","GO:0051968","positive regulation of synaptic transmission, glutamatergic","25/8469","36/18986",0.694444444444444,1.55682161084216,3.00080763278926,0.00227562598509336,0.0159518141342798,0.0110691947092971,"7143/5743/8564/594857/2904/2903/6347/27091/27092/57616/2906/9378/22930/10369/5021/729230/22871/1812/84062/1956/2185/4920/10013/23096/54413",25
"GO:0070306","GO:0070306","lens fiber cell differentiation","25/8469","36/18986",0.694444444444444,1.55682161084216,3.00080763278926,0.00227562598509336,0.0159518141342798,0.0110691947092971,"1969/5629/7431/11145/81029/1027/10818/10253/161742/4088/4094/7040/200734/10152/128637/631/4771/7477/8419/6498/57110/2247/10252/23657/7111",25
"GO:1902882","GO:1902882","regulation of response to oxidative stress","25/8469","36/18986",0.694444444444444,1.55682161084216,3.00080763278926,0.00227562598509336,0.0159518141342798,0.0110691947092971,"65018/83667/240/219736/84883/143686/2530/10516/57707/4780/29761/9978/23657/79772/9555/27244/135112/5071/117/948/50640/55074/79109/10013/9016",25
"GO:0051402","GO:0051402","neuron apoptotic process","162/8469","307/18986",0.527687296416938,1.18298158103341,2.9005154467316,0.00229979851385145,0.0161036219788285,0.0111745363698483,"11315/23400/65018/998/2730/4803/55811/356/9928/7832/7042/142/54583/2625/8829/22943/219699/355/840/627/55626/23529/595/8772/4544/100506742/837/838/472/23621/4908/3845/7846/23017/2065/51643/79738/317/11113/3356/5925/84899/112399/58533/6495/51804/3091/5663/7043/8846/5641/7301/27023/8128/26471/6477/27324/4313/6376/16/22861/6416/7314/4763/6347/22901/6093/57724/596/4099/7040/23624/4436/51542/10617/27429/10018/4929/1386/8837/841/2043/1293/5621/598/8200/128434/4605/3745/351/104/1292/637/7068/1499/2876/2632/2932/5584/5290/8626/7466/10891/3791/6622/2247/256471/55294/23321/54463/3672/3572/4671/2149/5921/4208/100127206/5098/56098/2908/5459/80315/8737/7020/27242/23607/7021/2729/2898/2309/4602/4217/6648/5071/9723/8321/6733/5803/28996/673/7516/2020/2055/4747/2185/1191/1392/55074/284/5885/3786/6505/3717/4882/4915/25/4693/100528062/80823/186/331/4204",162
"GO:0051453","GO:0051453","regulation of intracellular pH","54/8469","90/18986",0.6,1.34509387176762,2.94475380680592,0.00232542833540677,0.0162481601294701,0.011274833484578,"25932/6548/23557/56833/8804/356/284525/252839/219931/282679/23682/54734/120892/9498/55647/7337/4948/11261/23312/54982/535/596/525/389015/6549/84317/57282/6556/6508/9777/57468/23315/9497/523/285195/55858/8671/150159/1182/51151/1657/54664/1811/1080/50617/6522/526/51606/245972/80231/10159/84679/3920/10479",54
"GO:0010463","GO:0010463","mesenchymal cell proliferation","30/8469","45/18986",0.666666666666667,1.49454874640847,2.980501470283,0.00233059546857086,0.0162481601294701,0.011274833484578,"56998/5396/6935/657/2263/8642/4041/2254/8660/394/652/6495/2252/6662/10736/6772/7048/1499/7474/6474/4487/3791/54798/23345/9678/6469/2260/4609/4781/2719",30
"GO:0048701","GO:0048701","embryonic cranial skeleton morphogenesis","30/8469","45/18986",0.666666666666667,1.49454874640847,2.980501470283,0.00233059546857086,0.0162481601294701,0.011274833484578,"6913/5396/4838/2263/7289/50515/652/6495/51804/4522/7043/4088/2303/4087/10736/7048/29072/57728/5156/25836/3340/7020/860/25902/7291/3198/2737/157506/4325/79977",30
"GO:2001239","GO:2001239","regulation of extrinsic apoptotic signaling pathway in absence of ligand","30/8469","45/18986",0.666666666666667,1.49454874640847,2.980501470283,0.00233059546857086,0.0162481601294701,0.011274833484578,"2537/2140/219699/5519/1280/5607/6376/51741/4763/596/5518/27429/3552/3553/55437/598/2139/5196/1437/1495/8737/2070/3624/3084/6591/23678/2138/3574/9314/8406",30
"GO:0010761","GO:0010761","fibroblast migration","36/8469","56/18986",0.642857142857143,1.44117200546531,2.96689436178771,0.00234131491471552,0.0162874081023688,0.0113020682210352,"8394/4921/3688/84159/8879/59/9124/79899/55198/23603/8874/2530/7057/8826/117584/3690/10672/7040/9270/5581/51057/9839/6385/2247/90355/2241/406937/9590/2768/5879/358/673/9530/5747/5339/7763",36
"GO:0048260","GO:0048260","positive regulation of receptor-mediated endocytosis","36/8469","56/18986",0.642857142857143,1.44117200546531,2.96689436178771,0.00234131491471552,0.0162874081023688,0.0113020682210352,"26119/84251/6401/84896/1813/116519/867/4908/636/23011/26585/302/5336/3643/8527/351/9779/7018/1173/1950/100506013/1601/3565/84062/3077/54806/23345/6424/3092/9863/5054/8976/1191/284/304/8862",36
"GO:0035710","GO:0035710","CD4-positive, alpha-beta T cell activation","74/8469","129/18986",0.573643410852713,1.2860070608631,2.92489809633353,0.00235144193182144,0.0163223734963744,0.0113263312140138,"2475/864/3716/149233/11126/6097/3570/6375/7292/149041/1604/3142/5588/2625/64115/159296/57089/338567/3606/4297/84766/969/3458/3146/1880/384/6095/79798/57546/865/3965/26022/6774/406991/57045/4092/10892/23476/602/9655/84695/8809/6775/940/83737/861/2033/7048/27086/64332/868/604/4976/51176/3558/59067/57630/5734/3572/80762/3593/9308/3123/4602/84433/3569/673/8767/29126/6461/301/1514/538/54440",74
"GO:0043200","GO:0043200","response to amino acid","74/8469","129/18986",0.573643410852713,1.2860070608631,2.92489809633353,0.00235144193182144,0.0163223734963744,0.0113263312140138,"2475/83667/1307/64121/2730/57463/3158/5743/824/6935/57559/22849/9148/6506/143686/4314/80310/1027/7846/3843/1282/6495/197131/64506/3480/4313/57707/6198/57521/2906/26291/53335/4780/1281/1290/1373/8452/23677/54675/598/3745/5105/84861/9978/2033/2693/5290/6750/5156/56034/153129/1036/2741/2890/80315/1906/23304/2729/58528/23376/27244/2534/1956/1278/154743/4067/158376/4915/445/2742/1536/10325/538/1288",74
"GO:0016051","GO:0016051","carbohydrate biosynthetic process","113/8469","207/18986",0.545893719806763,1.22379716191418,2.90521947443176,0.00236010137575522,0.0163647332663417,0.011355725271496,"2023/5724/83667/6487/5236/3953/34/81849/9653/178/467/142/338596/5592/406901/5507/10580/2805/6934/51363/5741/2132/1642/5091/5031/4837/6484/8445/3479/50515/1407/2308/8660/2530/145264/113189/6652/10776/3038/6483/2538/124872/1213/55808/5771/83539/6794/2527/3643/64377/7040/3973/57223/7360/5341/2641/3667/8864/140710/5105/10317/5155/2033/5465/8850/9852/5745/2632/10402/2932/166012/2992/5028/8706/9370/10891/55276/6622/4790/1950/114899/57486/2908/3340/406895/648791/378884/135152/10690/5167/7957/4142/2852/55501/117/2645/2887/4191/10165/57001/5506/3952/84912/231/51422/79660/55790/84750/2131/3037/2203/54187/5230",113
"GO:0002824","GO:0002824","positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","76/8469","133/18986",0.571428571428571,1.28104178263583,2.91864926242019,0.00238796358066784,0.0165400074851452,0.0114773505887875,"149233/912/6375/7292/163486/5788/1604/5588/2625/338322/7189/23529/51111/8772/3606/920/5027/22890/7158/406991/100141515/10892/10666/23476/7040/5817/5819/4436/10865/3554/8809/3553/55183/3329/940/7855/6556/149840/84861/2033/4292/9390/729230/64332/56941/3592/4976/7468/3558/5562/3565/81545/3593/3077/3135/3136/3133/3107/100507436/4277/3123/6885/8417/135250/154064/79465/3569/7532/7784/22976/8767/51571/3717/51010/695/54440",76
