"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0090257","GO:0090257","regulation of muscle system process","220/14761","254/18986",0.866141732283465,1.11405507276837,3.4204970791118,0.000215889073317106,0.00298421181259067,0.00210023722797294,"388591/2023/7133/57190/6548/5724/80149/1907/5142/51086/845/476/2702/4000/477/844/5999/55811/481/5743/5997/779/7139/7135/4660/4656/134/4608/493/142/183/6262/1131/783/5592/29119/6865/818/9446/150/10539/7140/3784/796/6833/4607/156/2017/143872/6588/775/3736/7132/113246/80763/5318/5756/3164/490/3479/32/59341/488/4633/4842/5025/2308/407975/10038/100126336/4625/5587/9472/6547/801/1113/84193/7528/3320/7168/390594/4088/10021/1136/1143/4205/18/487/4775/29098/93649/136/782/3728/8678/6442/406991/6198/6329/5578/786/3759/8877/6093/406922/1824/1829/4092/4089/9150/6915/1613/1264/5566/79041/2931/1760/54795/7138/9475/2281/30845/6546/805/51130/27302/6869/151/274/2660/7341/3488/53632/9759/2280/5020/85366/10398/100/1908/140628/406904/6647/5152/5465/29995/859/5021/5468/6331/6336/4634/1605/7134/27086/60675/9868/100507537/2693/1739/152/3815/10874/5530/6870/255743/287/817/8654/7222/2982/9464/3673/3572/5144/2149/140947/497189/4762/154/406935/406937/309/56923/147/1482/1832/1906/3720/221476/90523/2309/5350/816/9569/6717/10142/5294/9732/857/136319/1129/4846/2626/6781/80005/148/444/9312/114907/340481/8013/55151/389827/4851/59272/1756/554212/2258/1193",220
"GO:0048593","GO:0048593","camera-type eye morphogenesis","122/14761","136/18986",0.897058823529412,1.15382147710381,3.36496528834322,0.000221149091647149,0.00305033229858137,0.00214677169500488,"6497/9927/1969/2048/65979/1296/84879/2301/8412/2780/7482/204851/4853/23418/5629/7483/256297/6935/5146/5076/10083/5080/24147/1270/57010/4041/25987/120114/7070/5818/50937/113246/362/10220/10818/79738/121643/84678/51761/6656/57096/652/3091/123016/7528/84465/197021/585/64220/220/30812/23322/4763/3975/6774/4669/6909/6662/54549/5797/581/112724/6664/26160/4211/6670/10152/7855/128637/182/30813/655/3150/1826/9215/468/7068/1499/2779/7474/56999/1295/50939/25945/55764/6010/2047/344658/8842/3791/5308/55714/2195/348980/4124/2295/7020/6659/7422/7021/639/54806/10370/221935/7291/358/2737/7472/23554/51384/28996/6101/793/22882/6505/6096/4915/23424/286204/4851/357/4693",122
"GO:0060828","GO:0060828","regulation of canonical Wnt signaling pathway","238/14761","276/18986",0.86231884057971,1.10913796539844,3.41384135181149,0.000226964447411727,0.00312381174932269,0.00219848527555128,"261734/56998/10076/3065/284654/55182/79971/63923/259266/252839/59352/9580/89780/25805/219771/414194/22943/80114/442911/80351/3087/10023/6425/84445/8945/6934/2263/9679/3611/55031/27122/406/55366/4038/1500/54949/83786/100507050/7481/100422991/10413/65125/5800/65981/100287314/120892/144165/7480/55716/3489/5204/8549/55681/26524/2254/122011/2308/8796/2262/337867/57680/51339/5494/5663/440193/51527/406986/26585/9101/53944/4088/7090/79705/8312/51704/55737/85407/1540/267/1001/102723796/388336/54475/3487/3728/50964/1277/9241/54903/64750/8313/6662/1453/1000/4089/6794/10297/1455/79816/7089/166/1613/7040/2931/348/57664/54795/27120/80199/5495/9736/205147/9839/130574/79809/2487/8324/151195/3485/343637/55612/650/6714/6789/55959/23394/406904/351/63977/84133/83999/1454/9978/27303/407015/1499/8994/7474/2932/3836/8607/27031/5523/25937/6478/79718/3516/152573/4790/27123/1950/2247/79960/23240/6423/85409/9037/1501/90268/1601/2255/3670/84327/324/4163/1456/7320/1958/406937/1452/10146/1482/100113407/6659/5460/1432/23500/5754/7162/9096/22881/2309/84870/81847/6206/9113/5071/25928/256130/6424/2737/23072/3484/1956/8326/5218/8321/1749/857/407024/6469/8658/83595/57805/80139/25960/6422/6591/64321/169200/6788/51366/8323/115908/340419/8629/23189/4300/7415/8434/2776/7091/7088/65268/27130/153090/4851/441478/6907/10159/1654/55593/139886/139285/83957/1896/331/2719",238
"GO:0008543","GO:0008543","fibroblast growth factor receptor signaling pathway","83/14761","90/18986",0.922222222222222,1.18618732545973,3.3093009366593,0.000229268912370596,0.00313622609580705,0.00220722228025631,"54361/25778/2625/3688/143282/84287/2253/8036/2263/90993/23769/9158/9965/2249/2248/9702/8074/2251/10818/5781/2254/387914/9365/10253/5015/91612/23768/7057/2252/27020/8826/79801/9241/6909/2885/25865/26291/80199/6654/9378/2591/2817/23767/55614/55959/406904/1399/131405/1499/7474/57560/53834/2261/9982/693158/152831/2250/345193/2247/10252/64399/2255/81848/2246/3340/406938/8817/2264/10817/860/1490/64094/56975/26281/2260/23213/63978/2131/51552/8481/8823/8862/10251",83
"GO:0007405","GO:0007405","neuroblast proliferation","77/14761","83/18986",0.927710843373494,1.19324693938684,3.29788978577297,0.000229336533255891,0.00313622609580705,0.00220722228025631,"23028/9048/63950/85440/284467/9181/60484/63827/22920/259266/7832/5629/89780/27185/3688/11023/2263/5080/747/1813/50937/3736/6660/120892/29127/10818/64211/1638/2290/3091/8650/2009/176/145864/54820/6376/5048/7157/4763/652991/1463/404037/9253/7040/10890/63925/23654/1524/1499/407738/2624/51176/2247/64399/7424/23440/1462/1404/23305/1495/3400/7005/7422/7101/221955/2737/8326/6608/5764/6604/6469/7976/2260/4683/80709/4851/2258",77
"GO:0008088","GO:0008088","axo-dendritic transport","77/14761","83/18986",0.927710843373494,1.19324693938684,3.29788978577297,0.000229336533255891,0.00313622609580705,0.00220722228025631,"23095/57576/84871/23557/22920/3192/3799/26985/282991/50632/1740/3312/9638/118426/55605/2647/3798/23011/55860/3091/1778/4130/80208/26258/8120/10239/23162/7014/3281/6687/5048/10749/81565/2319/9001/4137/5874/81832/8943/388552/6683/3800/66008/4133/55054/64284/547/29058/6780/351/6647/55207/22906/66000/4976/55330/7345/84709/8546/1176/11127/23291/63915/84062/667/9474/27342/3315/4747/10947/27067/55638/320/23287/10013/51566/4204",77
"GO:0008154","GO:0008154","actin polymerization or depolymerization","172/14761","196/18986",0.877551020408163,1.12873000971949,3.38605713448719,0.000231627440697006,0.00316080089650498,0.00222451760462908,"2475/832/163782/829/10456/55243/6708/10092/25802/55740/88/22921/10006/6840/6387/253725/120/23075/9645/55761/6712/54961/2017/9873/5962/90952/2059/93661/5756/51474/3071/51019/54434/10094/9026/10810/81624/283/1073/382/6710/51466/64423/23191/342184/29767/29766/585/9051/79585/11151/146206/23406/84501/246/5216/8522/2314/85464/6356/1236/84687/23580/2885/10458/79822/56907/9050/256949/25959/64857/57731/7408/2909/91663/81553/375189/10602/130271/5581/6711/5341/119/9168/822/8440/274/7456/10787/10152/10109/7429/8195/11034/3055/343578/57580/84221/57553/11135/23616/57026/11078/80115/55845/50853/5580/11170/56203/3059/4690/5217/2693/5290/1739/118/9948/9353/57482/9037/253260/2150/5921/2241/1729/89848/26999/55604/199/23500/23607/64780/8936/93663/9113/51429/79778/5879/85477/23242/2006/10344/6369/55971/830/442721/8976/136319/2039/2185/9530/10565/9897/51571/23189/3717/57704/7111/54942/1955/2934/81873/6709/25/395/7114/7454/1730/11013/5063/10178/9087",172
"GO:0043405","GO:0043405","regulation of MAP kinase activity","111/14761","123/18986",0.902439024390244,1.16074163790212,3.34291548431957,0.000233304155244319,0.00317690764588009,0.0022358532593291,"26191/6283/2629/5997/11221/64853/183/27250/150/1815/6609/7251/10114/7189/9479/5795/5871/2950/6188/5058/50507/4908/120892/7786/11213/51347/2322/2321/8600/407048/10125/7057/4916/10595/146433/51763/146850/23533/8844/4763/51755/2064/80279/2081/11314/9146/8792/6317/3643/171392/4294/23624/348/23636/28951/3553/142679/2043/57761/650/5770/1908/4282/5155/152110/6997/4486/8692/1849/5580/7474/6091/11235/9175/9370/407000/10333/7345/5470/152559/8654/2247/2690/2246/5159/8817/1906/84062/11329/245928/6885/100133941/7164/4217/23328/4216/5154/5294/7984/2146/2260/8754/4067/10221/3301/6363/7099/153090/7186/9500/10178",111
"GO:0007224","GO:0007224","smoothened signaling pathway","132/14761","148/18986",0.891891891891892,1.1471756289858,3.35968991846977,0.000234763428447583,0.00318999138442576,0.00224506137071674,"57540/79363/3339/8643/6491/84455/5567/204851/23432/92344/5396/51377/6738/9283/55733/84976/26091/9231/9033/8945/51684/403/55717/2263/5080/26005/283219/79659/50937/7289/7480/7846/8445/5992/28981/79600/10959/79867/2254/55835/5925/22873/3169/5015/9786/283643/85455/146057/6095/374654/64927/22856/23059/1387/84662/23295/730094/23322/79583/2294/27077/83871/9241/54903/652991/5566/23770/4294/1954/80199/26160/200728/51057/2736/79809/27148/5270/80210/4735/4821/51098/11020/80274/7048/200845/200894/55081/55764/199221/7545/6474/57560/3280/132884/2121/57545/57728/4825/55212/27152/64399/2255/64839/79770/1495/3340/10399/51473/860/221322/5167/2737/154865/6608/79989/28996/6469/6422/137392/51366/2131/7415/2619/23552/5727/5082/139411/4693/139741/2719/7547/50814",132
"GO:0015833","GO:0015833","peptide transport","233/14761","270/18986",0.862962962962963,1.10996645314103,3.40161701790159,0.000237616584802914,0.00322191979393782,0.00226753203918749,"65220/11315/23435/63036/353500/6814/6566/2029/55585/387597/134/100381270/3814/5208/84976/1131/114131/240/6865/90550/818/2746/338557/150/6934/55088/22841/23410/9024/29850/406/3767/6833/2147/5007/51296/4041/51083/1374/55107/7351/4544/4316/1813/51092/9854/399979/3741/729025/51768/10411/5213/3458/9971/59341/5781/80024/23409/8655/84876/5715/23457/65985/121260/2308/8600/6564/8660/5587/3091/8111/1113/100507043/51762/6755/18/5579/6810/2775/283849/55512/8447/9501/7442/57555/6720/4843/91608/6352/6928/9572/1394/2695/252983/5578/5573/116/4087/2922/4160/90007/2767/10332/5566/2864/2865/2696/54795/7260/7447/2281/5581/5861/26056/84417/3553/3557/7849/3625/130399/2641/11069/4760/8609/26154/5798/3667/8864/23178/23236/6616/2691/3172/3745/2778/1908/7074/54097/2781/9463/8398/415116/3708/84522/5894/93/25924/131177/6565/286676/846/111/7200/27230/51714/64747/6514/2693/10815/152/952/80157/9575/5978/2044/4825/5530/133308/9255/3033/2244/2243/1363/3670/91942/9607/2151/2150/1393/8622/1946/6690/972/1906/6659/2822/3077/2550/3123/6891/84300/7021/51167/1268/117247/222546/7432/5071/3569/358/2692/2645/1956/6804/27445/6717/7425/1080/3952/11194/5799/640/6422/55636/1392/9699/56943/55638/169026/4856/114/389692/5991/3717/19/56262/57393/5127/6567/94121/2182/3358/139760",233
"GO:0001933","GO:0001933","negative regulation of protein phosphorylation","205/14761","236/18986",0.86864406779661,1.11727364481989,3.38848543122812,0.000242370438660354,0.00327251225195414,0.00230313814574207,"5590/11315/54206/407040/23435/2048/64793/80149/8613/1647/26191/103/2629/116496/5997/5788/84919/11221/64853/183/56288/22943/5728/3087/27250/22876/619552/1028/6609/10527/7251/10114/79899/9479/5795/4221/2950/4041/26973/7070/4908/4040/1027/9052/5800/11213/3458/23603/26524/5925/406948/10464/10253/5611/3843/58533/122809/22863/5583/6547/5663/801/51527/7453/161742/11261/4916/10519/7026/7249/7023/5347/9961/51763/409/388324/93649/4763/80725/84313/1845/124790/80279/22843/11314/79643/5771/4092/6317/23770/171392/22933/7040/634/199731/23624/348/54922/84335/23636/91662/11006/9270/28951/7498/6546/9655/805/200734/8440/3553/54431/142679/55022/26146/57761/140885/5621/9770/650/3642/51654/11122/11142/5770/64092/104/1399/9647/2192/9467/8850/406929/8692/1849/5580/54625/57493/4690/25937/1981/9370/5062/1609/57732/9353/407000/7345/5470/152559/5783/6622/6423/5144/100506658/84327/324/9555/6879/4869/10399/56940/5987/11329/1026/245928/401265/25998/64780/5570/5167/7128/9113/154043/5071/11116/5478/3486/51085/3315/7532/79706/857/6608/494551/2041/51422/2039/6422/5591/4067/5569/64798/10221/6456/203228/3301/7016/2776/10507/153090/138429/25/1756/286430",205
"GO:0097191","GO:0097191","extrinsic apoptotic signaling pathway","205/14761","236/18986",0.86864406779661,1.11727364481989,3.38848543122812,0.000242370438660354,0.00327251225195414,0.00230313814574207,"11315/7133/2537/2140/11124/2730/6272/204851/4803/4170/10962/3570/9181/4000/8682/9191/356/5788/29949/50486/467/7042/183/10771/8829/5979/219699/355/282991/85450/51703/6934/9531/55367/8567/6688/246330/2950/8772/2017/10413/5519/7132/4055/939/79370/51202/1280/23017/91/3856/3875/2065/10193/3458/4254/8738/3479/5027/80196/8600/10038/652/3958/81537/64112/3429/7057/2923/4088/5607/10116/5371/597/10519/51330/6810/1540/6376/51741/8742/5598/4763/117584/672/6198/4089/5366/596/2872/970/8740/7001/7040/162989/2931/581/5518/57448/27429/4118/10018/3552/3553/90/3655/3685/151112/8837/843/841/55437/64114/7857/6672/81618/666/10616/85508/57144/598/6714/6789/2139/351/637/3162/5894/51304/2876/8692/64332/2932/55179/6478/3592/6498/8743/5062/2261/3064/10333/5196/658/3558/6423/2244/2243/57630/3148/7098/7015/2255/5295/1437/1495/9812/8737/4049/4050/3303/2729/389400/653/55023/9994/2309/2070/7128/3624/3082/5054/857/835/4846/8795/8794/3084/6422/6591/9821/23678/2138/3574/6788/64798/2907/3717/90865/1612/7046/9314/9966/7099/7185/153090/1621/7186/8406/1654/407006/407007/367/186/959",205
"GO:0032271","GO:0032271","regulation of protein polymerization","181/14761","207/18986",0.8743961352657,1.12467211057209,3.37107246036947,0.000251304771974406,0.00337514467359043,0.00237536908853511,"2475/832/65018/3925/163782/84722/829/9659/58497/10456/55243/6708/29922/10092/23271/25802/221074/6840/253725/7417/120/55626/9793/402/6712/54961/2017/4926/9873/6188/5058/5962/90952/2288/1027/2059/93661/55605/5756/3071/89795/54434/10094/6249/9026/122060/8874/54930/23116/382/6710/51466/3320/23191/342184/55142/29767/29766/585/2242/11151/1003/51673/146206/23406/246/5216/2314/85464/8851/6356/1236/4137/23580/2885/10458/6904/79822/115106/220134/10382/256949/25959/93323/25999/64857/57731/7408/24139/91663/81553/375189/22924/10602/5581/6711/119/79998/1639/9168/822/8440/23332/274/10787/4133/10109/7429/8195/3055/343578/57580/1859/27124/4733/11135/11078/80115/859/23122/50853/5580/56203/3059/4690/5217/1739/118/9353/57606/57482/6622/253260/100506658/4131/5921/2241/89848/26999/55604/3303/23500/84630/93663/9113/51429/5879/85477/2006/10344/6369/10142/55971/4233/830/442721/136319/2039/2185/9530/10565/11075/51571/23189/54801/57704/7111/54942/55755/1955/2934/81873/6709/25/157922/7114/11013/5063/10178/4204/9087",181
"GO:0150115","GO:0150115","cell-substrate junction organization","94/14761","103/18986",0.912621359223301,1.1738384341314,3.30657784384577,0.000251753452378007,0.00337514467359043,0.00237536908853511,"55920/54361/6548/1307/23499/10420/8394/6281/4653/3915/88/8829/7414/5728/10580/8861/9748/1308/5795/2017/7070/144165/94/3678/23603/55901/8874/4323/84962/382/10979/87/26585/342184/7057/51762/4088/10391/79834/123720/1009/1845/3690/3691/6093/3909/10982/596/1613/9270/9475/11037/51057/9448/3987/57669/23332/3655/2335/7145/5786/6714/6385/9647/613/9922/23122/11170/2042/90102/347/22998/3791/3673/5295/1946/56940/7422/667/5796/5879/7205/10395/2039/2185/6422/5747/5339/7010/7094/25/7248/395/2824",94
"GO:0060485","GO:0060485","mesenchyme development","291/14761","341/18986",0.853372434017595,1.09763085375368,3.40042278032682,0.000251998035653193,0.00337514467359043,0.00237536908853511,"2475/10630/79363/998/54361/23028/65979/55223/26508/7049/10500/6275/8751/1942/64218/59349/51094/4194/7042/4139/89780/58/55746/183/2625/25805/8829/5979/22943/4838/9231/657/5728/340665/5076/2253/9221/27250/6934/2263/574448/101/8642/5080/7490/187/54949/442900/7481/10413/4684/23187/283149/4040/144165/94/2065/8091/4193/4254/3479/23603/6910/2254/28984/1910/10253/7080/3169/10979/652/6495/51804/3091/677/7043/145258/26585/70/161742/80031/8854/4088/8482/10509/30812/114990/2013/23420/408050/5595/84148/2294/2303/359845/406936/4222/80320/1277/55273/9241/406991/6909/1655/8313/6662/753/6093/1000/4087/4092/4089/596/6317/10501/199699/3249/399473/10683/7040/80199/10155/6201/9475/130497/10736/80204/57142/200734/5534/200558/72/10505/54910/84172/3553/57669/23332/90/2487/6772/57181/659/8828/2066/2335/80326/2043/3357/2637/6939/650/182/58495/81610/6615/55734/655/1908/3911/140628/11096/7074/23275/6899/5594/10521/78987/8320/7048/23122/1499/1605/6405/7869/7474/23272/54756/84541/6092/6091/2042/55211/90102/205717/56983/2932/54437/25937/3280/4487/202018/693158/3516/8929/5311/51176/5308/10252/1909/6423/9464/10016/9037/10409/202151/1601/2255/3670/2297/4208/83989/64839/324/57556/5515/7478/406937/6949/9421/1482/4488/3182/2295/2296/2651/1906/221662/6659/7148/4855/5754/7422/653/3066/23493/6943/10370/9444/55698/7291/3569/57057/693175/10512/3082/9723/10371/223117/7472/51384/6608/407024/60412/2146/4846/6469/2626/4017/3084/80139/2260/6422/6591/6386/157506/23462/23414/2131/3037/4609/5747/54796/152007/406987/10507/7046/80709/153090/286204/2022/10439/4851/407006/407007/55593/139285/1947/7547/2316/100289087",291
"GO:0002274","GO:0002274","myeloid leukocyte activation","214/14761","247/18986",0.866396761133603,1.1143830978174,3.38210401146553,0.000252081117808785,0.00337514467359043,0.00237536908853511,"5293/5320/1269/2268/5724/80149/1907/6814/1435/284467/914/4853/6283/6284/23208/2205/8832/6504/2213/5321/5788/3586/55509/7107/387695/6571/10077/117194/7189/10062/6688/10394/116071/9846/1075/4317/472/3606/867/57102/4055/338339/3764/120892/3458/3146/10202/1511/145581/5729/161145/5663/10538/1113/10125/7057/8773/102/6095/3603/64784/2242/1773/8399/6338/3566/27040/6810/3684/6376/5336/2294/7442/136/3965/399687/124912/6352/9572/4669/3430/4137/284021/11314/146722/201294/8877/23210/2922/10666/22904/148022/6813/84106/3949/30817/1050/7305/7040/5819/5971/728/11027/11006/2204/5581/8291/8673/9173/8807/406915/9111/3694/27347/3329/2335/3579/6556/22918/8530/671/3929/57580/351/3460/3689/613/4282/50487/5880/7048/11280/1524/729230/820/8692/54106/5580/7474/1776/27086/4345/8723/2624/5359/56670/79155/116449/3516/7096/10333/399/3815/26228/3576/6372/306/6622/55013/3600/7097/7098/133396/2150/2241/9867/85480/814/1437/3596/3565/406937/972/345611/26762/1794/3937/10814/3662/10537/199/401258/54209/84630/221395/1268/10758/5169/3459/3696/3569/27342/7462/55904/5294/9258/1191/8754/4067/81501/10397/403313/3717/90865/301/6850/8013/7099/6812/64109/11326/695/3598/6845",214
"GO:1903539","GO:1903539","protein localization to postsynaptic membrane","50/14761","52/18986",0.961538461538462,1.23675694267118,3.19545747809242,0.000253920932961695,0.00339268052391409,0.00238771052003756,"5590/22883/11004/57554/29899/5906/8674/389941/9211/7189/5913/6809/112936/23426/10082/102/8766/2903/10368/112755/55737/81831/1742/9912/2064/2905/4884/81832/4218/59284/165257/2066/10369/375323/80852/1605/9254/66000/2693/1739/10815/27065/375567/51201/23513/10439/56850/23096/8473/2239",50
"GO:0070371","GO:0070371","ERK1 and ERK2 cascade","273/14761","319/18986",0.855799373040752,1.10075244878746,3.39205997544659,0.000257143143938903,0.0034285752525187,0.00241297261604071,"5590/1969/5320/5322/2048/3061/3491/2633/5906/26191/4853/6278/6464/128239/4914/6504/5788/1116/25778/406988/467/55532/11221/8829/983/4838/338599/338557/2253/1847/8661/2263/23410/171389/57053/112464/6764/51074/960/2950/9965/2249/3636/5031/341152/408/50507/80310/1813/114609/8074/920/55885/7786/55801/5908/10818/5801/23390/1848/3479/59341/5781/3146/8600/3356/10253/1880/2621/57447/6815/10979/652/677/1139/161742/10125/388121/5604/8482/1445/1512/5151/10519/84231/5595/64127/4504/6376/65009/54550/246/409/388325/201163/3965/1411/4763/6356/2064/1236/1845/3690/5245/406991/5578/6662/116/5771/406922/64762/4089/8792/10347/5605/407010/399473/7040/284340/634/348/25865/728/26291/6237/51231/91662/9270/51277/11117/678/2492/9378/200734/3552/3553/8685/2641/3685/8837/2066/2335/2043/9290/3357/57007/140885/650/6754/128853/6714/81610/5770/351/7074/1399/5594/4282/7494/3976/5155/23779/2192/406884/5021/152110/406929/1230/2771/1849/54106/8820/846/7018/2047/5028/285315/7066/9370/1739/2261/5156/3791/255743/1950/2247/10252/55294/2244/2243/56034/9693/100506013/9464/1601/5734/2255/3156/2149/2150/8622/57556/81848/2246/406937/1436/5159/972/10318/8817/2264/2324/2651/1906/10048/3123/54209/7422/23607/5314/7162/2045/6098/1490/9590/4988/154043/7430/5154/10457/222166/10392/168667/387129/3624/10268/2887/1956/948/799/2056/673/9258/26281/148/2185/1846/3084/78986/389658/4067/4342/8767/7534/284/4609/8000/7010/6363/152007/6850/65268/195827/7099/153090/25/4851/59272/407006/27330/3358/1852/10251",273
"GO:1901654","GO:1901654","response to ketone","195/14761","224/18986",0.870535714285714,1.11970673202551,3.36862643459666,0.000259837781475062,0.00345730104249563,0.00243318933566427,"2782/11315/54206/842/978/5724/3208/4678/5563/5737/7049/3158/10628/8751/2629/632/2153/7292/5788/7832/7042/142/64754/1646/8644/114131/2572/8031/23411/54541/3988/119032/3767/5080/10062/8061/266743/5031/7351/7352/10413/2230/867/3312/6337/2/6667/552/2706/10631/730249/196541/2155/2621/5587/54331/5729/5732/55334/2353/7043/7337/7057/9101/1543/25942/11057/3480/7023/6340/6338/3684/6559/6898/5176/6720/31/1236/6155/10481/84687/6198/6909/1636/8313/23558/15/1828/1829/498/2235/6915/10270/10365/6528/2821/7040/2354/9475/8648/109/6716/5581/51542/6869/27347/3239/2660/8837/1385/1373/5020/551/4821/598/6714/5105/2778/1312/706/5021/2720/11280/27086/111/54464/2693/5290/9076/952/9353/2560/3490/1446/6696/1977/7350/7097/57630/6715/108/64083/167127/5734/5562/2690/1946/2908/23367/6586/1906/1026/55809/2309/51389/6446/196/358/3624/107/1956/5723/1364/2770/5244/2056/857/1080/4824/4747/6422/1392/10499/114907/114/3297/3717/4507/6363/768/687/2776/2203/9314/3371/5069/445/1536/4129/10013/50943/4478/367/5030/9131",195
"GO:0060412","GO:0060412","ventricular septum morphogenesis","42/14761","43/18986",0.976744186046512,1.256314959439,3.14509404455008,0.000262220510611982,0.00348176611600972,0.00245040743592197,"26508/7049/64783/5629/7042/54583/657/2263/187/7481/407975/60485/652/161882/2535/9241/4092/4089/6664/90/659/406904/7048/6092/6091/3280/53834/7468/9353/3516/171019/6586/1482/6659/23493/10370/8321/4846/23462/23414/7046/4851",42
"GO:0000086","GO:0000086","G2/M transition of mitotic cell cycle","126/14761","141/18986",0.893617021276596,1.14939453735908,3.32809747279619,0.000264845731436244,0.00349541289564008,0.00246001180599406,"60672/55920/25949/10657/63967/4998/8317/2029/65123/10763/5087/9928/51514/1063/84930/219771/983/219736/9024/6240/7465/55031/10083/595/51400/4361/472/1111/2305/7480/51347/55743/79621/27133/3306/5890/1112/801/29933/57099/84936/10776/8766/25942/90381/641/9088/5347/51451/79831/8883/27183/8720/9212/80169/23326/57551/91603/990/672/80174/80279/5889/8493/1018/284001/5932/9525/51343/1785/23476/29086/29997/84446/9577/57504/805/54465/64859/580/994/23236/6790/351/29980/11200/5988/993/11073/545/8929/84142/890/23194/6502/10111/995/51720/51149/135458/8870/1026/7164/9113/26271/3364/5243/5218/1021/60561/6604/54984/5569/4683/50484/5885/6873/9833/116224/8555/58493/51360/4303/7319/2273/79184",126
"GO:0007044","GO:0007044","cell-substrate junction assembly","88/14761","96/18986",0.916666666666667,1.17904161867985,3.28717985948396,0.000264886758497724,0.00349541289564008,0.00246001180599406,"55920/54361/6548/1307/23499/10420/8394/6281/4653/3915/88/8829/7414/5728/10580/8861/9748/1308/5795/2017/7070/94/3678/23603/55901/8874/4323/84962/10979/87/26585/342184/7057/4088/10391/79834/123720/1009/1845/3690/3691/6093/3909/596/1613/9270/9475/11037/51057/9448/3987/57669/23332/3655/2335/7145/5786/6714/6385/9647/613/23122/11170/2042/90102/347/22998/3791/3673/1946/56940/7422/667/5796/5879/7205/10395/2039/2185/6422/5747/5339/7010/7094/25/7248/395/2824",88
"GO:0015837","GO:0015837","amine transport","88/14761","96/18986",0.916666666666667,1.17904161867985,3.28717985948396,0.000264886758497724,0.00349541289564008,0.00246001180599406,"65018/5865/3737/140/9900/1141/23208/477/5999/5997/134/28982/8564/3688/6387/5592/6865/150/6571/1815/8501/156/6392/1813/81539/54407/552/6857/246213/5027/3356/5663/55640/1113/366/1136/51458/18/5579/343/8140/124935/6860/57153/2865/151/22930/8864/5020/551/3745/4923/1137/135/2917/5021/6529/2912/10550/1814/7200/5028/2693/152/6622/9607/6558/1812/84062/2550/6005/3351/1268/85413/6582/5071/6804/3952/26281/6570/8973/4986/1392/23446/6812/1861/59272/57393",88
"GO:1904888","GO:1904888","cranial skeletal system development","70/14761","75/18986",0.933333333333333,1.20047873901949,3.25155826519778,0.000267322459168963,0.00352029575860363,0.00247752393931989,"79363/6913/5396/3664/7042/4838/55165/2253/2263/2249/7289/50515/145173/4323/652/6495/51804/4522/7043/1112/4088/10265/2303/3975/7484/9241/4087/29985/2767/7040/1954/10736/51141/4036/1746/6899/1399/7048/1499/29072/8626/57728/5156/1909/25836/140947/497189/4762/3340/4488/7020/860/51715/25902/7291/3198/2737/3638/157506/4325/79977/2131/10584/57589/158326/5079/2304/7046/9968/7547",70
"GO:0051896","GO:0051896","regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","241/14761","280/18986",0.860714285714286,1.10707414325394,3.37382842564089,0.000269234165897524,0.00353819027052187,0.00249011779071761,"11315/407040/2475/23252/79594/65018/998/2046/79727/2268/83667/4919/10451/8394/117145/49860/10456/4914/9447/4921/6403/4653/23612/1116/7042/183/1646/8644/2625/3688/5979/23411/219736/219699/5728/55165/118788/6425/6934/22876/59338/101/112464/84280/5140/847/79899/55626/2147/5795/50507/4314/80310/3606/1813/867/10411/2065/10193/55801/114882/4922/1634/3479/10019/5025/2322/2321/8600/10253/8660/2621/5587/10979/145264/7337/10125/7057/7301/4734/4916/10519/3480/7249/197358/6376/55512/51763/409/708/23533/201163/1411/6352/1236/8678/5245/55273/406991/114897/23239/6794/7409/3643/558/7040/634/56917/29997/6237/5518/642273/9270/7498/2492/9378/57142/55704/10617/10461/2660/940/2066/2335/3488/5270/3667/151176/8904/6714/26051/5770/57091/351/7494/5008/113791/23551/5155/55615/5465/859/25827/1524/406929/5364/2876/1605/4486/8692/2912/5627/1814/3059/5291/205428/64805/5290/7066/1739/9711/2261/5156/3815/3791/10855/5783/55024/1950/2247/56034/10016/9037/253260/2149/2150/2241/4015/5515/1839/406937/1436/5159/406938/10399/2651/780/5863/221496/5467/54209/25862/7422/5314/406989/389400/7162/5154/7291/10268/1956/3092/9863/3082/9723/799/5649/5294/51384/3952/407021/407024/29062/9258/4824/2185/2137/9530/2260/85453/92140/6788/284/5747/3717/7010/57462/6363/8395/4915/10507/4920/7046/7295/4593/153090/2022/7410/56623/4693/4534",241
