"pathway","NES","padj","gene","gene_log2FC","gene_padj"
"GOBP_CELL_SUBSTRATE_ADHESION",-1.40541252474614,0.0465794184812716,"THY1",-1.39209380592993,3.76750299803932e-20
"GOBP_CELL_SUBSTRATE_ADHESION",-1.40541252474614,0.0465794184812716,"SFRP1",-1.35636149456363,1.27386241388775e-24
"GOBP_CELL_SUBSTRATE_ADHESION",-1.40541252474614,0.0465794184812716,"ACTN1",-1.33748767317466,7.78042920392032e-30
"GOBP_CELL_SUBSTRATE_ADHESION",-1.40541252474614,0.0465794184812716,"TYRO3",-1.3346447701548,7.90821478017891e-16
"GOBP_CELL_SUBSTRATE_ADHESION",-1.40541252474614,0.0465794184812716,"LAMA5",-1.29112079023563,8.0257157018892e-20
"GOBP_CELL_SUBSTRATE_ADHESION",-1.40541252474614,0.0465794184812716,"ACTN4",-1.28676224576944,1.67282502859439e-27
"GOBP_CELL_SUBSTRATE_ADHESION",-1.40541252474614,0.0465794184812716,"FERMT2",-1.28471017781155,1.28974619360147e-14
"GOBP_CELL_SUBSTRATE_ADHESION",-1.40541252474614,0.0465794184812716,"ITGA3",-1.27930839790344,6.1626807053987e-28
"GOBP_CELL_SUBSTRATE_ADHESION",-1.40541252474614,0.0465794184812716,"PKD1",-1.27443571186585,3.94939824445136e-25
"GOBP_CELL_SUBSTRATE_ADHESION",-1.40541252474614,0.0465794184812716,"BST1",-1.25966351450892,0.00638496892290881
"GOBP_CELL_SUBSTRATE_ADHESION",-1.40541252474614,0.0465794184812716,"ITGAM",-1.25066300333845,0.0114859456111523
"GOBP_CELL_SUBSTRATE_ADHESION",-1.40541252474614,0.0465794184812716,"CDH13",-1.24650493120436,5.3062762559146e-16
"GOBP_CELL_SUBSTRATE_ADHESION",-1.40541252474614,0.0465794184812716,"PHLDB2",-1.20322591151744,2.32142808152156e-15
"GOBP_CELL_SUBSTRATE_ADHESION",-1.40541252474614,0.0465794184812716,"FUT1",-1.19282710049759,0.0175039854626593
"GOBP_CELL_SUBSTRATE_ADHESION",-1.40541252474614,0.0465794184812716,"KANK1",-1.19096095045246,2.01911840593086e-22
"GOBP_CELL_SUBSTRATE_ADHESION",-1.40541252474614,0.0465794184812716,"HOXA7",-1.1888534728959,0.509981583242591
"GOBP_CELL_SUBSTRATE_ADHESION",-1.40541252474614,0.0465794184812716,"ADAMTS12",-1.14729841880974,1.64379288134228e-08
"GOBP_CELL_SUBSTRATE_ADHESION",-1.40541252474614,0.0465794184812716,"ITGA2",-1.14247579466725,5.40213269234652e-19
"GOBP_CELL_SUBSTRATE_ADHESION",-1.40541252474614,0.0465794184812716,"CX3CL1",-1.13714964669186,5.28035709726107e-16
"GOBP_CELL_SUBSTRATE_ADHESION",-1.40541252474614,0.0465794184812716,"EGFLAM",-1.12253583052472,0.304088719053589
"GOBP_CELL_SUBSTRATE_ADHESION",-1.40541252474614,0.0465794184812716,"ADAMTS9",-1.11843399450611,4.5309625300279e-07
"GOBP_CELL_SUBSTRATE_ADHESION",-1.40541252474614,0.0465794184812716,"STON1",-1.10724470934379,2.79679722637719e-11
"GOBP_CELL_SUBSTRATE_ADHESION",-1.40541252474614,0.0465794184812716,"CSF1",-1.10585592740607,2.70529539998132e-19
"GOBP_CELL_SUBSTRATE_ADHESION",-1.40541252474614,0.0465794184812716,"SGCE",-1.10240965939499,5.23384558460998e-14
"GOBP_CELL_SUBSTRATE_ADHESION",-1.40541252474614,0.0465794184812716,"DOCK5",-1.07875124929209,4.5900205949956e-14
"GOBP_CELL_SUBSTRATE_ADHESION",-1.40541252474614,0.0465794184812716,"ARHGAP6",-1.07010580890964,0.0065774861277945
"GOBP_CELL_SUBSTRATE_ADHESION",-1.40541252474614,0.0465794184812716,"UTRN",-1.04874394267944,4.30389709813013e-16
"GOBP_CELL_SUBSTRATE_ADHESION",-1.40541252474614,0.0465794184812716,"ADAM9",-1.04041676909362,6.8857652658336e-13
"GOBP_CELL_SUBSTRATE_ADHESION",-1.40541252474614,0.0465794184812716,"S100A10",-1.02370002357237,2.12066617413295e-08
"GOBP_CELL_SUBSTRATE_ADHESION",-1.40541252474614,0.0465794184812716,"NF2",-1.01685496864315,1.43618880544296e-15
"GOBP_CELL_SUBSTRATE_ADHESION",-1.40541252474614,0.0465794184812716,"HACD1",-1.01105807847156,0.00786547609938495
"GOBP_CELL_SUBSTRATE_ADHESION",-1.40541252474614,0.0465794184812716,"ONECUT1",-1.00623726642477,0.0152220629127876
"GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION",-1.57248813378146,0.0738489281080217,"THBS1",-5.16471413946792,0
"GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION",-1.57248813378146,0.0738489281080217,"ATOH8",-4.85107270898167,1.11712845159032e-39
"GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION",-1.57248813378146,0.0738489281080217,"ITGB3",-4.24773261828121,2.94707693785138e-230
"GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION",-1.57248813378146,0.0738489281080217,"EDN1",-3.80107746007738,2.55363384264774e-24
"GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION",-1.57248813378146,0.0738489281080217,"RHOJ",-3.58499891694571,1.37907982980205e-105
"GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION",-1.57248813378146,0.0738489281080217,"VEGFC",-3.23492483525408,2.2587244130984e-40
"GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION",-1.57248813378146,0.0738489281080217,"PRKD1",-2.96893802822791,6.61689032842727e-105
"GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION",-1.57248813378146,0.0738489281080217,"TMSB4X",-2.95816788923507,1.99218731277703e-12
"GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION",-1.57248813378146,0.0738489281080217,"ANXA3",-2.94939610155031,1.05670244283196e-17
"GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION",-1.57248813378146,0.0738489281080217,"ETS1",-2.52250066304808,1.98185565824567e-78
"GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION",-1.57248813378146,0.0738489281080217,"ANXA1",-2.46113953485952,5.01208646388006e-30
"GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION",-1.57248813378146,0.0738489281080217,"RIN2",-2.35208958768779,5.02842115684272e-61
"GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION",-1.57248813378146,0.0738489281080217,"AMOT",-2.34036490108262,2.13485616135174e-78
"GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION",-1.57248813378146,0.0738489281080217,"HDAC9",-2.34007634726241,4.25009202733988e-86
"GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION",-1.57248813378146,0.0738489281080217,"VEGFA",-2.21874261636616,4.64691965500033e-63
"GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION",-1.57248813378146,0.0738489281080217,"MET",-2.14837531257233,2.69595847002288e-70
"GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION",-1.57248813378146,0.0738489281080217,"ANGPT1",-2.08196143987336,4.62469190763532e-19
"GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION",-1.57248813378146,0.0738489281080217,"PLK2",-1.93707086403495,8.10065149199085e-39
"GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION",-1.57248813378146,0.0738489281080217,"GPI",-1.89969953867499,4.93257253935322e-54
"GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION",-1.57248813378146,0.0738489281080217,"MIR221",-1.7576843465765,1.31604223792563e-05
"GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION",-1.57248813378146,0.0738489281080217,"NRP1",-1.70287836120004,1.2636777817167e-49
"GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION",-1.57248813378146,0.0738489281080217,"MIR30A",-1.69114950990039,0.179167872806551
"GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION",-1.57248813378146,0.0738489281080217,"SRPX2",-1.63070386215372,1.6740868773151e-14
"GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION",-1.57248813378146,0.0738489281080217,"HSPB1",-1.60640320987021,6.40857374582644e-29
"GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION",-1.57248813378146,0.0738489281080217,"PIK3CD",-1.39715852457758,8.64460536088377e-19
"GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION",-1.57248813378146,0.0738489281080217,"HMOX1",-1.39156728134048,5.36708886161283e-14
"GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION",-1.57248813378146,0.0738489281080217,"PTGS2",-1.3815697091057,0.355071010267589
"GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION",-1.57248813378146,0.0738489281080217,"MIR10B",-1.36104179905856,0.0792639710997941
"GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION",-1.57248813378146,0.0738489281080217,"FOXP1",-1.27265872282597,3.32769299514742e-19
"GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION",-1.57248813378146,0.0738489281080217,"ADGRA2",-1.23749894920466,1.16471934281174e-07
"GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION",-1.57248813378146,0.0738489281080217,"FGF2",-1.20606297814764,4.31673327261947e-22
"GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION",-1.57248813378146,0.0738489281080217,"FUT1",-1.19282710049759,0.0175039854626593
"GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION",-1.57248813378146,0.0738489281080217,"MIR210",-1.19143003973176,0.24270705824582
"GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION",-1.57248813378146,0.0738489281080217,"HMGB1",-1.11691287853039,0.0146736624471418
"GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION",-1.57248813378146,0.0738489281080217,"SCARB1",-1.09817694481834,6.19854736426763e-12
"GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",-1.46344706415096,0.0816881108794846,"THBS1",-5.16471413946792,0
"GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",-1.46344706415096,0.0816881108794846,"RHOJ",-3.58499891694571,1.37907982980205e-105
"GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",-1.46344706415096,0.0816881108794846,"CYP1B1",-3.25290937184554,3.38736964347657e-27
"GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",-1.46344706415096,0.0816881108794846,"VEGFC",-3.23492483525408,2.2587244130984e-40
"GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",-1.46344706415096,0.0816881108794846,"PRKD1",-2.96893802822791,6.61689032842727e-105
"GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",-1.46344706415096,0.0816881108794846,"TMSB4X",-2.95816788923507,1.99218731277703e-12
"GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",-1.46344706415096,0.0816881108794846,"STARD13",-2.56581001892774,3.84776872973153e-62
"GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",-1.46344706415096,0.0816881108794846,"ETS1",-2.52250066304808,1.98185565824567e-78
"GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",-1.46344706415096,0.0816881108794846,"ANXA1",-2.46113953485952,5.01208646388006e-30
"GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",-1.46344706415096,0.0816881108794846,"MIR2355",-2.43760234033078,0.000206939381627399
"GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",-1.46344706415096,0.0816881108794846,"AMOT",-2.34036490108262,2.13485616135174e-78
"GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",-1.46344706415096,0.0816881108794846,"HDAC9",-2.34007634726241,4.25009202733988e-86
"GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",-1.46344706415096,0.0816881108794846,"VEGFA",-2.21874261636616,4.64691965500033e-63
"GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",-1.46344706415096,0.0816881108794846,"EMP2",-2.20170279455352,6.65006416677475e-40
"GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",-1.46344706415096,0.0816881108794846,"ANGPT1",-2.08196143987336,4.62469190763532e-19
"GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",-1.46344706415096,0.0816881108794846,"PLK2",-1.93707086403495,8.10065149199085e-39
"GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",-1.46344706415096,0.0816881108794846,"CDH5",-1.87336160635365,1.17875052113875e-08
"GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",-1.46344706415096,0.0816881108794846,"EPHA2",-1.83480597326664,1.0624278580918e-49
"GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",-1.46344706415096,0.0816881108794846,"SOX18",-1.78468459006581,0.0139213979313348
"GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",-1.46344706415096,0.0816881108794846,"MIR221",-1.7576843465765,1.31604223792563e-05
"GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",-1.46344706415096,0.0816881108794846,"CLEC14A",-1.72720199690359,0.00715833055222917
"GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",-1.46344706415096,0.0816881108794846,"NRP1",-1.70287836120004,1.2636777817167e-49
"GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",-1.46344706415096,0.0816881108794846,"MIR30A",-1.69114950990039,0.179167872806551
"GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",-1.46344706415096,0.0816881108794846,"SLIT2",-1.66905540272956,4.55501707309113e-44
"GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",-1.46344706415096,0.0816881108794846,"SRPX2",-1.63070386215372,1.6740868773151e-14
"GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",-1.46344706415096,0.0816881108794846,"EFNA1",-1.62768617892529,7.74066608402689e-15
"GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",-1.46344706415096,0.0816881108794846,"HSPB1",-1.60640320987021,6.40857374582644e-29
"GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",-1.46344706415096,0.0816881108794846,"SPRED1",-1.45208170178637,1.91622551915107e-31
"GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",-1.46344706415096,0.0816881108794846,"HMOX1",-1.39156728134048,5.36708886161283e-14
"GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",-1.46344706415096,0.0816881108794846,"PTGS2",-1.3815697091057,0.355071010267589
"GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",-1.46344706415096,0.0816881108794846,"MIR10B",-1.36104179905856,0.0792639710997941
"GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",-1.46344706415096,0.0816881108794846,"GPX1",-1.28779697089623,1.82317696958724e-06
"GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",-1.46344706415096,0.0816881108794846,"MEF2C",-1.23544331662129,1.6388371315221e-20
"GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",-1.46344706415096,0.0816881108794846,"FGF2",-1.20606297814764,4.31673327261947e-22
"GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",-1.46344706415096,0.0816881108794846,"TBXA2R",-1.20006094447352,1.4450042516171e-06
"GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",-1.46344706415096,0.0816881108794846,"MYH9",-1.19632172634076,3.0962997204878e-20
"GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",-1.46344706415096,0.0816881108794846,"MIR210",-1.19143003973176,0.24270705824582
"GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",-1.46344706415096,0.0816881108794846,"MIR505",-1.15643873266292,0.188366943157676
"GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",-1.46344706415096,0.0816881108794846,"HMGB1",-1.11691287853039,0.0146736624471418
"GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",-1.46344706415096,0.0816881108794846,"SCARB1",-1.09817694481834,6.19854736426763e-12
"GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",-1.46344706415096,0.0816881108794846,"MICALL1",-1.09182708934645,6.05957196267126e-15
"GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",-1.46344706415096,0.0816881108794846,"CARD10",-1.03698860941304,7.47125418825769e-08
"GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",-1.46344706415096,0.0816881108794846,"HDAC7",-1.00611334407494,2.18342596459228e-12
"GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",-1.46344706415096,0.0816881108794846,"MIR204",-0.917954577304384,0.0231440930678333
"GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",-1.46344706415096,0.0816881108794846,"ID1",-0.890936721211835,3.84506756524369e-07
"GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",-1.46344706415096,0.0816881108794846,"NR2E1",-0.884019086529413,0.000424647647668984
"GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",-1.46344706415096,0.0816881108794846,"HIF1A",-0.883556698264172,5.03923853191384e-11
"GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",-1.46344706415096,0.0816881108794846,"MIR135B",-0.883217338856285,0.384839998721652
"GOBP_DENDRITIC_CELL_CHEMOTAXIS",1.72973128240004,0.0816881108794846,"ARHGEF5",8.26990776029733,3.40892563534353e-114
"GOBP_DENDRITIC_CELL_CHEMOTAXIS",1.72973128240004,0.0816881108794846,"CCR7",4.31375801902438,2.3270663701464e-06
"GOBP_DENDRITIC_CELL_CHEMOTAXIS",1.72973128240004,0.0816881108794846,"GAS6",2.3820999885627,1.29804677482392e-45
"GOBP_DENDRITIC_CELL_CHEMOTAXIS",1.72973128240004,0.0816881108794846,"TRPM2",1.98841488060021,0.294808752535763
"GOBP_DENDRITIC_CELL_CHEMOTAXIS",1.72973128240004,0.0816881108794846,"SPI1",1.69154816507961,0.127530976142912
"GOBP_DENDRITIC_CELL_CHEMOTAXIS",1.72973128240004,0.0816881108794846,"CCR1",1.64885181141693,2.93396851930935e-05
"GOBP_DENDRITIC_CELL_CHEMOTAXIS",1.72973128240004,0.0816881108794846,"CCL5",1.39444639859678,1.56634423173263e-06
"GOBP_DENDRITIC_CELL_CHEMOTAXIS",1.72973128240004,0.0816881108794846,"IL12A",1.3643012640486,0.000125946757771048
"GOBP_DENDRITIC_CELL_CHEMOTAXIS",1.72973128240004,0.0816881108794846,"PIK3CG",1.11904311628526,0.252540303945917
"GOBP_DENDRITIC_CELL_MIGRATION",1.72939157134104,0.0816881108794846,"ARHGEF5",8.26990776029733,3.40892563534353e-114
"GOBP_DENDRITIC_CELL_MIGRATION",1.72939157134104,0.0816881108794846,"CCR7",4.31375801902438,2.3270663701464e-06
"GOBP_DENDRITIC_CELL_MIGRATION",1.72939157134104,0.0816881108794846,"GAS6",2.3820999885627,1.29804677482392e-45
"GOBP_DENDRITIC_CELL_MIGRATION",1.72939157134104,0.0816881108794846,"TRPM2",1.98841488060021,0.294808752535763
"GOBP_DENDRITIC_CELL_MIGRATION",1.72939157134104,0.0816881108794846,"SPI1",1.69154816507961,0.127530976142912
"GOBP_DENDRITIC_CELL_MIGRATION",1.72939157134104,0.0816881108794846,"CCR1",1.64885181141693,2.93396851930935e-05
"GOBP_DENDRITIC_CELL_MIGRATION",1.72939157134104,0.0816881108794846,"ALOX5",1.51063027205575,0.00735328663146946
"GOBP_DENDRITIC_CELL_MIGRATION",1.72939157134104,0.0816881108794846,"CCL5",1.39444639859678,1.56634423173263e-06
"GOBP_DENDRITIC_CELL_MIGRATION",1.72939157134104,0.0816881108794846,"IL12A",1.3643012640486,0.000125946757771048
"GOBP_DENDRITIC_CELL_MIGRATION",1.72939157134104,0.0816881108794846,"PIK3CG",1.11904311628526,0.252540303945917
"GOBP_DENDRITIC_CELL_MIGRATION",1.72939157134104,0.0816881108794846,"NLRP12",1.10589662426786,0.598634478062246
"GOBP_FOCAL_ADHESION_ASSEMBLY",-1.55070402538945,0.0816881108794846,"THBS1",-5.16471413946792,0
"GOBP_FOCAL_ADHESION_ASSEMBLY",-1.55070402538945,0.0816881108794846,"CDH11",-3.51266605280108,1.84652099612702e-194
"GOBP_FOCAL_ADHESION_ASSEMBLY",-1.55070402538945,0.0816881108794846,"AJUBA",-3.30499069168193,2.31864857416459e-125
"GOBP_FOCAL_ADHESION_ASSEMBLY",-1.55070402538945,0.0816881108794846,"EPHA3",-3.15926590086563,1.5599374742183e-148
"GOBP_FOCAL_ADHESION_ASSEMBLY",-1.55070402538945,0.0816881108794846,"LIMCH1",-3.1060039256628,3.32694622750626e-149
"GOBP_FOCAL_ADHESION_ASSEMBLY",-1.55070402538945,0.0816881108794846,"VEGFA",-2.21874261636616,4.64691965500033e-63
"GOBP_FOCAL_ADHESION_ASSEMBLY",-1.55070402538945,0.0816881108794846,"PTPRK",-2.19224173975252,1.78358748022065e-66
"GOBP_FOCAL_ADHESION_ASSEMBLY",-1.55070402538945,0.0816881108794846,"SDC4",-1.71931164630496,2.70043276572579e-33
"GOBP_FOCAL_ADHESION_ASSEMBLY",-1.55070402538945,0.0816881108794846,"NRP1",-1.70287836120004,1.2636777817167e-49
"GOBP_FOCAL_ADHESION_ASSEMBLY",-1.55070402538945,0.0816881108794846,"SORBS1",-1.59959498813294,6.93438770274479e-34
"GOBP_FOCAL_ADHESION_ASSEMBLY",-1.55070402538945,0.0816881108794846,"DUSP3",-1.56952449088774,4.35844206484197e-30
"GOBP_FOCAL_ADHESION_ASSEMBLY",-1.55070402538945,0.0816881108794846,"TRIP6",-1.56810853381815,3.90311528766236e-19
"GOBP_FOCAL_ADHESION_ASSEMBLY",-1.55070402538945,0.0816881108794846,"MMP14",-1.42341006552546,1.91381872159422e-25
"GOBP_FOCAL_ADHESION_ASSEMBLY",-1.55070402538945,0.0816881108794846,"THY1",-1.39209380592993,3.76750299803932e-20
"GOBP_FOCAL_ADHESION_ASSEMBLY",-1.55070402538945,0.0816881108794846,"SFRP1",-1.35636149456363,1.27386241388775e-24
"GOBP_FOCAL_ADHESION_ASSEMBLY",-1.55070402538945,0.0816881108794846,"ACTN1",-1.33748767317466,7.78042920392032e-30
"GOBP_FOCAL_ADHESION_ASSEMBLY",-1.55070402538945,0.0816881108794846,"FERMT2",-1.28471017781155,1.28974619360147e-14
"GOBP_FOCAL_ADHESION_ASSEMBLY",-1.55070402538945,0.0816881108794846,"PHLDB2",-1.20322591151744,2.32142808152156e-15
"GOBP_FOCAL_ADHESION_ASSEMBLY",-1.55070402538945,0.0816881108794846,"ITGA2",-1.14247579466725,5.40213269234652e-19
"GOBP_FOCAL_ADHESION_ASSEMBLY",-1.55070402538945,0.0816881108794846,"STON1",-1.10724470934379,2.79679722637719e-11
"GOBP_FOCAL_ADHESION_ASSEMBLY",-1.55070402538945,0.0816881108794846,"ARHGAP6",-1.07010580890964,0.0065774861277945
"GOBP_FOCAL_ADHESION_ASSEMBLY",-1.55070402538945,0.0816881108794846,"S100A10",-1.02370002357237,2.12066617413295e-08
"GOBP_FOCAL_ADHESION_ASSEMBLY",-1.55070402538945,0.0816881108794846,"COL16A1",-0.934785147353433,0.000128963178608847
"GOBP_FOCAL_ADHESION_ASSEMBLY",-1.55070402538945,0.0816881108794846,"SMAD3",-0.914075611738659,2.91147300653081e-14
"GOBP_FOCAL_ADHESION_ASSEMBLY",-1.55070402538945,0.0816881108794846,"LIMS1",-0.879220079871686,1.07684795485845e-09
"GOBP_POSITIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",-1.61777273766407,0.0816881108794846,"THBS1",-5.16471413946792,0
"GOBP_POSITIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",-1.61777273766407,0.0816881108794846,"RHOJ",-3.58499891694571,1.37907982980205e-105
"GOBP_POSITIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",-1.61777273766407,0.0816881108794846,"VEGFC",-3.23492483525408,2.2587244130984e-40
"GOBP_POSITIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",-1.61777273766407,0.0816881108794846,"PRKD1",-2.96893802822791,6.61689032842727e-105
"GOBP_POSITIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",-1.61777273766407,0.0816881108794846,"TMSB4X",-2.95816788923507,1.99218731277703e-12
"GOBP_POSITIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",-1.61777273766407,0.0816881108794846,"ETS1",-2.52250066304808,1.98185565824567e-78
"GOBP_POSITIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",-1.61777273766407,0.0816881108794846,"ANXA1",-2.46113953485952,5.01208646388006e-30
"GOBP_POSITIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",-1.61777273766407,0.0816881108794846,"AMOT",-2.34036490108262,2.13485616135174e-78
"GOBP_POSITIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",-1.61777273766407,0.0816881108794846,"HDAC9",-2.34007634726241,4.25009202733988e-86
"GOBP_POSITIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",-1.61777273766407,0.0816881108794846,"VEGFA",-2.21874261636616,4.64691965500033e-63
"GOBP_POSITIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",-1.61777273766407,0.0816881108794846,"ANGPT1",-2.08196143987336,4.62469190763532e-19
"GOBP_POSITIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",-1.61777273766407,0.0816881108794846,"PLK2",-1.93707086403495,8.10065149199085e-39
"GOBP_POSITIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",-1.61777273766407,0.0816881108794846,"MIR221",-1.7576843465765,1.31604223792563e-05
"GOBP_POSITIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",-1.61777273766407,0.0816881108794846,"NRP1",-1.70287836120004,1.2636777817167e-49
"GOBP_POSITIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",-1.61777273766407,0.0816881108794846,"MIR30A",-1.69114950990039,0.179167872806551
