"pathway","pval","padj","log2err","ES","NES","size","leadingEdge","source"
"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION",0.0778443113772455,0.304442816255426,0.132881872272143,-0.253562964683203,-1.15521487378439,284,"COL11A1;THBS1;EFEMP1;DDR2;ITGB3;COL21A1;A2M;VCAM1;COL8A1;ITGB4;DMD;P3H2;VCAN;COL5A2;NTN4;ITGB8;COL12A1;LOXL1;FBN1;ADAM19;CAPNS2;LOXL2;FN1;COL1A2;ADAMTS16;PLOD2;COL5A1;LTBP3;ELANE;CMA1;CRTAP;COL14A1;COL4A6;P4HA2;SNTB1;SNTA1;COL4A2;CTSL;HSPG2;COL4A1;ITGA4;SDC4;LTBP1;ACTA2;LOX;P4HA1;COL4A4;FBLN1;PXDN;ADAM12;MATN4;COL5A3;CD151;CAST;MMP14;COL27A1;TIMP2;ACTN1;LAMA5;DST;ITGA3;ITGAM;LOXL3;SSPN;BGN;FGF2;SERPINH1;ITGA2;ACTB;COLGALT2;ADAMTS9;LAMB2;SGCE;MMP19;BMP1;UTRN;ADAM9","Reactome"
"GOBP_LEUKOCYTE_CELL_CELL_ADHESION",0.0884562841530055,0.33023679417122,0.0497224553511444,0.296811732743452,1.18432227329256,359,"IGF2;PCK1;CXCL12;IDO1;NRARP;CCR7;DTX1;BMP7;PECAM1;CD80;IL36B;DAPL1;RAG1;ASS1;CLEC4M;LCK;NOD2;CD4;CD177;IL12RB1;IHH;WNT10B;ZBTB16;SELP;ACTL6B;TNFSF14;HHLA2;TNFSF9;RAC2;TNFRSF21;SHH;CD24;DUSP10;HLA-G;IL23R;SLC39A8;FCHO1;CARD11;GLMN;CTLA4;BMP4;SOCS1;IL2RG;SPN;CD300A;SELPLG;XCL1;SASH3;MDK;IFNB1;PODXL2;CD74;B2M;IL23A;ALOX5;LRG1;IL10;HLA-DMA;CCL5;LRRC32;CCL28;VAV1;IL12A;CD6;CD69;PDCD1;LAX1;NCKAP1L;SKAP1;JAK2;IFNL1;SOX4;DUSP22;CHST2;RUNX3;HLA-A;SELL;IL20RB;PELI1;FGL2;PPARA;ITGA5;HES1;RAG2;IGF1","GO:BP"
"GOBP_GRANULOCYTE_MIGRATION",0.0929474113330616,0.335810002235577,0.0532638345255108,0.357207229600961,1.25719974819287,105,"CCL26;CCR7;PECAM1;CXCL13;TRPV4;CCL24;CMKLR1;PREX1;CD177;MCU;LBP;VAV3;RAC2;JAML;RARRES2;SCG2;EDN2;CD300A;XCL1;MDK;MCOLN2;PRTN3;CD74;THBS4;IL23A;CCL5;CCL28;VAV1;C3AR1;NCKAP1L;ADGRE2","GO:BP"
"GOBP_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_MIGRATION",0.0928534167970788,0.335810002235577,0.0751440930078969,-0.47112437380334,-1.37088359973504,22,"IGFBP5;IGFBP3;TPM1;GSTP1;SLIT2;MIR218-1","GO:BP"
"GOBP_NEGATIVE_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS",0.101149425287356,0.354022988505747,0.0710949907592617,-0.473760669308895,-1.34935089659289,20,"THBS1;STARD13;MIR2355;MIR221;SPRED1;TBXA2R;CARD10","GO:BP"
"KEGG_ECM_RECEPTOR_INTERACTION",0.100595864002804,0.354022988505747,0.0840040435343081,-0.324081875265633,-1.23658316087674,78,"COL11A1;THBS1;ITGB3;ITGB4;COL5A2;ITGB8;HMMR;FN1;COL1A2;CD36;COL5A1;COL4A6;COL4A2;HSPG2;COL4A1;ITGA4;SDC4;SV2C;COL4A4;COL5A3","KEGG"
"GOBP_CELL_CELL_JUNCTION_ORGANIZATION",0.110754017305315,0.381675382713702,0.0460013775372782,0.315050178427957,1.19698248777496,200,"TBX5;GJB6;HOPX;GJD3;F2RL1;PECAM1;TRPV4;LIM2;FRMPD2;CDH3;CDHR3;WNT11;CDH1;CD177;CLDN23;ABCC8;GJB2;ACE2;ACE;NECTIN1;AFDN;CLDN4;CNTNAP2;MARVELD3;PRKCH;INAVA;BHLHA15;PRTN3;GJA5;AGT;CLDN15;CDH22;ACVRL1;ESAM;ILDR1;CAMSAP3;PKP3;CDH24;DSP;CLDN10;F2R;GRHL1;JUP;CLDN7;FZD5","GO:BP"
"GOBP_NEUTROPHIL_CHEMOTAXIS",0.113962592431492,0.3867821318887,0.0494126590359321,0.390305073513748,1.27069028349849,60,"CCR7;CXCL13;PREX1;MCU;LBP;VAV3;RAC2;JAML;EDN2;XCL1;MDK;CD74;THBS4;IL23A;CCL28;VAV1;C3AR1;NCKAP1L","GO:BP"
"GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY",0.116413373860182,0.389202921562401,0.050108280606711,0.424705101025953,1.2919923158728,42,"RGCC;HAPLN2;IHH;GAS6;PPARG;ELN;SMPD3;THSD4;HAS3;TNXB;TIE1;AGT","GO:BP"
"GOBP_LYMPHOCYTE_CHEMOTAXIS",0.120502481389578,0.396949350459787,0.0497224553511444,0.444513970612087,1.30313939700297,35,"CCL26;CXCL12;CXCL13;TNFSF14;GAS6;XCL1;CCL5;CXCL11;PIK3CG;TMEM102;ADAM8;OXSR1;PTK2B;ADAM10","GO:BP"
"GOBP_NEGATIVE_REGULATION_OF_CHEMOTAXIS",0.122295933083357,0.397018681314088,0.0686043435198679,-0.38270090554933,-1.26706783674433,39,"THBS1;CCL2;ELANE;GSTP1;WNT3;PTPRO;NRP1;SLIT2;DUSP3;TNFAIP6;DPP4","GO:BP"
"GOBP_NEGATIVE_CHEMOTAXIS",0.128805262352761,0.40491903783043,0.047594922428523,0.421857621488571,1.27630538447587,41,"APOA1;LGR6;SEMA6A;PLXNA4;FLRT2;SEMA3D;SEMA5A;SEMA6D;SEMA5B;EFNA5","GO:BP"
"GOBP_POSITIVE_REGULATION_OF_GRANULOCYTE_CHEMOTAXIS",0.130152547874067,0.40491903783043,0.0488744853554749,0.486064987566518,1.30805389799355,23,"CCR7;MCU;LBP;RAC2;XCL1;MDK;CD74;THBS4;IL23A;C3AR1;NCKAP1L","GO:BP"
"GOBP_POSITIVE_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING",0.127056154282473,0.40491903783043,0.0666556482309615,-0.386025795963642,-1.2634164733029,37,"DAB2;ITGB3;DOCK1;RAC3;MYADM;NRP1;HAS2;TRIOBP;FERMT2;DOCK5;S100A10","GO:BP"
"KEGG_FOCAL_ADHESION",0.134170854271357,0.411702347353204,0.087188756630299,-0.260156396319813,-1.13180688465926,189,"COL11A1;THBS1;PARVA;ITGB3;CAV1;ITGB4;COL5A2;VEGFC;ITGB8;DOCK1;FN1;BIRC3;COL1A2;VEGFA;MET;COL5A1;RAC3;COL4A6;ARHGAP5;COL4A2;COL4A1;PDGFC;ITGA4;EGFR;COL4A4;BIRC2;COL5A3;PIK3CD;PPP1R12A;ACTN1;LAMA5;ACTN4;ITGA3","KEGG"
"REACTOME_CELL_CELL_JUNCTION_ORGANIZATION",0.143595041322314,0.434666071029707,0.0692037251597512,-0.314414485734611,-1.19773969658772,76,"CDH11;CDH8;CDH9;ADAM19;AMOT;ZEB2;CDH5;CLDN18;PVR;NECTIN3;FOXF1;CLDN5;CDH2;CLDN16;CDH13;CDH6;ACTB;HOXC8;CLDN1;ANG;CLDN2;PARD6B;PRDM8;CDH4","Reactome"
"GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION",0.146919431279621,0.437867494371462,0.0905617673660515,-0.248920946930045,-1.11078713446578,238,"AMOTL2;THBS1;EDNRB;DDR2;ITGB3;EDN1;KITLG;ITGB4;TACR1;SEMA3C;ARID5B;SYDE1;DOCK1;FN1;ANLN;AMOT;MCC;VEGFA;ZEB2;MIR130A;ENG;GDNF;ARHGAP5;TGFBR2;PITX2;PFN2;MIR221;MIR222;ITGA4;SDC4;NRP1;ACTA2;HAS2;TWIST1;FAM114A1;SEMA3A;EDNRA;IL4;CDH2;KANK2;LAMA5;ITGA3;FGF2;KANK1;PTPRR;ITGA2;RET;SEMA4B","GO:BP"
"GOBP_CELL_CHEMOTAXIS",0.15051695119019,0.437867494371462,0.0381441068234305,0.299312027912948,1.15765847680903,239,"ARHGEF5;CCL26;CCL18;CXCL12;CCR4;F2RL1;CCR7;CXCL13;TRPV4;CCL24;CMKLR1;CXCL14;PREX1;MCU;SEMA5A;TNFSF14;MTUS1;KDR;GAS6;LBP;VAV3;RAC2;F7;JAML;FLT1;CHGA;TRPM2;RARRES2;SCG2;STAP1;EPHB1;EDN2;XCR1;PGF;XCL1;SPI1;MDK;CCR1;CD74;THBS4;IL23A;ALOX5;MMP28;IL10;GPSM3;CCL5;CCL28;VAV1;IL12A;FPR2;LYST;C3AR1;NCKAP1L;BIN2;ADGRE2;PDGFRB;KIT;DOCK4;CXCL11;ACKR4;PIK3CG","GO:BP"
"GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_MIGRATION",0.149180761099366,0.437867494371462,0.0404504773231687,0.328632875468849,1.1862230346254,127,"CXCL12;F2RL1;CCR7;CXCL13;TRPV4;CCL24;CMKLR1;ITGA2B;SELP;MCU;TNFSF14;GAS6;LBP;PLVAP;RAC2;F7;RARRES2;LYVE1;EDN2;SPN;PGF;XCL1;SPI1;MDK;CCR1;CD74;THBS4;IL23A;GPSM3;CCL5;IL12A;FPR2;C3AR1;NCKAP1L","GO:BP"
"GOBP_NEUTROPHIL_MIGRATION",0.168920822766977,0.476729964596073,0.0390962704702094,0.3554310446787,1.19660703294801,76,"CCR7;PECAM1;CXCL13;PREX1;CD177;MCU;LBP;VAV3;RAC2;JAML;EDN2;XCL1;MDK;MCOLN2;PRTN3;CD74;THBS4;IL23A;CCL28;VAV1;C3AR1;NCKAP1L","GO:BP"
"GOBP_T_CELL_MIGRATION",0.168492360910925,0.476729964596073,0.0396623861712408,0.370852067081645,1.21458164421504,62,"CCL26;CXCL12;CXCL13;TNFSF14;APOD;MYO1G;IL27RA;SPN;XCL1;CCL5;CD69;CXCL11;PIK3CG;S1PR1;TMEM102;ADAM8;OXSR1;CD200R1;ITGB7;ECM1;ADAM10;CORO1A","GO:BP"
"REACTOME_COLLAGEN_DEGRADATION",0.170260701641455,0.476729964596073,0.0610747871837814,-0.327068835407803,-1.18450817790721,59,"COL11A1;COL8A1;COL5A2;COL12A1;COL1A2;COL5A1;ELANE;COL14A1;COL4A6;COL4A2;CTSL;COL4A1;COL4A4;COL5A3;MMP14","Reactome"
"GOBP_ENDOTHELIAL_CELL_CHEMOTAXIS",0.182232957595276,0.481462825599448,0.0534740728047682,-0.402543630327341,-1.22749105665638,27,"THBS1;PRKD1;TMSB4X;VEGFA;MET;NRP1;HSPB1;FGF2;HMGB1","GO:BP"
"GOBP_EXTRACELLULAR_MATRIX_DISASSEMBLY",0.182697947214076,0.481462825599448,0.0382489817341206,0.371858204896879,1.19601942785627,56,"MMP13;LCP1;MMP1;CTSV;ADAMTS4;MMP10;SH3PXD2B;CTSS;CAPG;TIMP3;MMP11;CST3;HPN;FURIN;MMP12;MMP15;MMP9;TMPRSS6;FGFR4;ADAM8;MELTF","GO:BP"
"GOBP_NEGATIVE_REGULATION_OF_CELL_ADHESION",0.178180085755121,0.481462825599448,0.034403895723653,0.291570910189662,1.13451755542605,260,"APOA1;CXCL12;IDO1;RGCC;NRARP;DTX1;DAB1;TRPV4;CD80;DAPL1;SEMA6A;CEACAM1;ASS1;CDH1;IHH;SEMA5A;EPCAM;SPRY4;APOD;TNFRSF21;SHH;HLA-G;MAP2K5;GLMN;CTLA4;BMP4;SOCS1;SPN;CD300A;PODXL;XCL1;SPI1;MDK;IFNB1;CD74;PDE3B;EFNA5;IL10;ACVRL1;BMP2;LRRC32;CCL28;CD69;PDCD1;ADAMTS18;LAX1;MMP12;JAK2;IFNL1;IL1RN;DUSP22;RUNX3;FZD4;IL20RB;PELI1;FGL2;PPARA;JAG1;RAG2","GO:BP"
"GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_ADHESION_TO_VASCULAR_ENDOTHELIAL_CELL",0.177011494252874,0.481462825599448,0.052891019675301,-0.434116223213405,-1.23643677697651,20,"IL6;ETS1;RELA;ELANE;ITGA4;FUT4;SELE;ST3GAL4","GO:BP"
"GOBP_REGULATION_OF_T_CELL_MIGRATION",0.182479539254319,0.481462825599448,0.0390038894080939,0.396744970970961,1.2133868521639,43,"CXCL12;CXCL13;TNFSF14;APOD;IL27RA;SPN;XCL1;CCL5;CD69;TMEM102;ADAM8;OXSR1;CD200R1;ECM1;ADAM10;CORO1A","GO:BP"
"GOBP_REGULATION_OF_ENDOTHELIAL_CELL_CHEMOTAXIS",0.193061840120664,0.502858746360798,0.0500375312463182,-0.439195343112376,-1.21798744783457,18,"THBS1;PRKD1;TMSB4X;VEGFA;MET;HSPB1","GO:BP"
"CUSTOM_CORE_MIGRATION_EMT",0.195435092724679,0.503189204256645,0.0532220567988579,-0.35996834997099,-1.18546637034812,38,"THBS1;ITGB3;VIM;CDH11;FN1;ZEB2;TWIST1;MMP14;CDH2;LAMA5","Custom"
"GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_MIGRATION",0.204404466501241,0.520302278366794,0.0370359303299504,0.408682679379312,1.19809620300252,35,"CXCL12;CXCL13;TNFSF14;SPN;XCL1;CCL5;TMEM102;ADAM8;OXSR1;PTK2B;ADAM10;CORO1A","GO:BP"
"GOBP_FIBROBLAST_MIGRATION",0.215457413249211,0.522974740867465,0.0533057017908063,-0.321227881569784,-1.14820456226902,55,"THBS1;DDR2;ITGB3;ARID5B;ZEB2;SDC4;ACTA2;FAM114A1","GO:BP"
"GOBP_MESENCHYMAL_CELL_PROLIFERATION",0.211782708492731,0.522974740867465,0.0360041146230746,0.395833130905543,1.1861599843969,39,"FGF7;BMP7;WNT11;GPC3;IHH;KDR;DCHS1;SHH;BMP4","GO:BP"
"GOBP_POSITIVE_REGULATION_OF_T_CELL_MIGRATION",0.214139505589671,0.522974740867465,0.0363710691140797,0.418324692399885,1.19685452188566,31,"CXCL12;CXCL13;TNFSF14;SPN;XCL1;CCL5;TMEM102;ADAM8;OXSR1;ADAM10;CORO1A","GO:BP"
"GOBP_REGULATION_OF_CELL_CELL_ADHESION_MEDIATED_BY_CADHERIN",0.220860927152318,0.522974740867465,0.0367791390199934,0.469604841964932,1.20660342734496,19,"RGCC;SERPINF2;EPCAM;AFDN;PTPRU","GO:BP"
"GOBP_SYNAPTIC_MEMBRANE_ADHESION",0.221797323135755,0.522974740867465,0.0358837993522971,0.42958472626239,1.19223369906587,27,"ELFN1;SPARCL1;SLITRK5;MDGA1;PCDH8;EFNA5;LRRC4B;LRRC4;TENM4","GO:BP"
"HALLMARK_APICAL_JUNCTION",0.21262950172669,0.522974740867465,0.0680194272735311,-0.25076831577768,-1.08910720015951,186,"PARVA;TNFRSF11B;VCAM1;ITGB4;CDH11;CDH8;VCAN;FBN1;IRS1;GNAI1;NEXN;CLDN18;SPEG;CD34;SLIT2;AMIGO2;CNN2;EGFR;ARHGEF6;NECTIN3;YWHAH;TGFBI;THY1;CLDN5;ACTN1;PTPRC;TUBG1;ACTN4;ITGA3;PKD1;MYH9;CDH6;EPB41L2;ITGA2;CX3CL1;ACTB;SHC1;SGCE;SHROOM2;BMP1;ADAM9;TSPAN4;NF2;B4GALT1;NLGN3;COL16A1;DLG1;FSCN1;ATP1A3;LDLRAP1;CDH4;WNK4;VASP;FYB1;MMP2;LAMA3;RASA1;SDC3;NFASC","Hallmark"
"REACTOME_CELL_JUNCTION_ORGANIZATION",0.220037807183365,0.522974740867465,0.0580618893746958,-0.278366951672679,-1.11281234686573,103,"PARVA;ITGB4;CDH11;CDH8;CDH9;ADAM19;AMOT;ZEB2;CDH5;CLDN18;ARHGEF6;PVR;NECTIN3;CD151;FOXF1;CLDN5;ACTN1;CDH2;CLDN16;DST;FERMT2;CDH13;CDH6;ACTB;HOXC8;CLDN1;PXN;LIMS1;ANG;CLDN2;PARD6B;PRDM8;PLEC;CDH4;VASP;LAMA3","Reactome"
"GOBP_CEREBRAL_CORTEX_CELL_MIGRATION",0.229405630865485,0.524309232694715,0.0338208621100742,0.3695440395703,1.15784391152556,49,"DAB1;HTR6;MDGA1;SYNE2;DISC1;LRP8;LHX6;ARX;NKX2-1","GO:BP"
"GOBP_CEREBRAL_CORTEX_RADIALLY_ORIENTED_CELL_MIGRATION",0.241970352069178,0.524309232694715,0.0334745904199672,0.391392519859012,1.16204436244959,37,"DAB1;MDGA1;SYNE2;DISC1;LRP8;LHX6;POU3F2;CDK5R1;SUN1;DIXDC1;LAMB1","GO:BP"
"GOBP_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES",0.241064006650042,0.524309232694715,0.0581681707411765,-0.260338397515708,-1.08335631273016,137,"PCDH20;CLSTN2;PCDHB7;CDH11;CDH8;FAT3;DSG4;CDH9;HMCN1;PCDHB8;PCDHGC3;NEXN;DCHS2;FAT4;CDH5;FAT1;MYOT;PLXNB3;AMIGO2;DSG2;PVR;NECTIN3;PCDHB16;PLXNB2;KIRREL3;PALLD;CDH2;PCDHB9;CDHR1;PKD1;CDH13;CDH6;PTPRR","GO:BP"
"GOBP_HOST_MEDIATED_SUPPRESSION_OF_SYMBIONT_INVASION",0.243422733077905,0.524309232694715,0.044463890880197,-0.409583640151013,-1.16656381137287,20,"PTX3;LRRC15;IFITM2;TRIM5","GO:BP"
"GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION",0.23877430760165,0.524309232694715,0.0286261470897588,0.28065625712433,1.0994458736654,283,"IGF2;PCK1;MEGF10;CCR7;BMP7;CXCL13;CD80;IL36B;GP6;RAG1;LCK;NOD2;CD4;IL12RB1;IHH;WNT10B;ZBTB16;SELP;SERPINF2;ACTL6B;TNFSF14;HHLA2;TNFSF9;SHH;CD24;AFDN;DUSP10;HLA-G;IL23R;FCHO1;CARD11;SOCS1;IL2RG;SPN;PODXL;XCL1;SASH3;PTPRU;MDK;CD74;B2M;IL23A;ALOX5;FUT3;IL10;PKP3;HLA-DMA;CCL5;VAV1;IL12A;CD6;NCKAP1L;RNASE10;SKAP1;JAK2;SOX4;CHST2;RUNX3;SOX2;HLA-A","GO:BP"
"GOBP_REGULATION_OF_CHEMOTAXIS",0.228216818642351,0.524309232694715,0.0307770496452784,0.297938578411075,1.11828144412773,176,"CCL26;CXCL12;F2RL1;CCR7;CXCL13;TRPV4;CMKLR1;PLXNA4;SUCNR1;MCU;SEMA5A;TNFSF14;MTUS1;KDR;GAS6;LBP;RAC2;F7;RARRES2;SCG2;STAP1;ATOH7;EDN2;PGF;XCL1;SPI1;MDK;CCR1;CD74;THBS4;IL23A;STX3;MMP28;GPSM3;CCL5;IL12A;FPR2;C3AR1;NCKAP1L","GO:BP"
"GOBP_REGULATION_OF_EXTRACELLULAR_MATRIX_DISASSEMBLY",0.232458354366482,0.524309232694715,0.0453100651044091,-0.417751063636417,-1.17450865960013,19,"DDR2;IL6;FAP;DPP4;FSCN1;TGFB2;LRP1","GO:BP"
"GOBP_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING",0.24342928660826,0.524309232694715,0.0496877756011859,-0.314883463473594,-1.12274929231886,54,"DAB2;ITGB3;DOCK1;RAC3;MYADM;NRP1;HAS2;FBLN1;TRIOBP;ACTN4;FERMT2;KANK1;DOCK5;S100A10","GO:BP"
"HALLMARK_APICAL_SURFACE",0.225379939209726,0.524309232694715,0.034580808198191,0.383760388138379,1.16743470095701,42,"RHCG;MDGA1;IL2RB;MAL;SCUBE1;RTN4RL1;PCSK9;SLC2A4;AFAP1L2;IL2RG;LYPD3;EFNA5;ATP8B1;ATP6V0A4","Hallmark"
"GOBP_MYELOID_LEUKOCYTE_MIGRATION",0.249366767983789,0.525275571741282,0.0291412258267377,0.29456094881061,1.10560386297164,176,"ARHGEF5;CCL26;CXCL12;CCR7;PECAM1;CXCL13;TRPV4;CCL24;CMKLR1;PREX1;CD177;MCU;MTUS1;LBP;VAV3;RAC2;JAML;FLT1;CHGA;RARRES2;SCG2;STAP1;EDN2;CD300A;PGF;XCL1;SPI1;MDK;CCR1;MCOLN2;PRTN3;CD74;THBS4;IL23A;MMP28;CCL5;CCL28;VAV1;FPR2;C3AR1;NCKAP1L;ADGRE2","GO:BP"
"REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS",0.248436414176511,0.525275571741282,0.0520088039998597,-0.290329479092224,-1.10651085410145,77,"THBS1;ITGB3;VCAM1;COL8A1;COL5A2;ITGB8;FBN1;FN1;COL1A2;COL5A1;COL4A6;COL4A2;HSPG2;COL4A1;ITGA4;COL4A4;COL5A3","Reactome"
"REACTOME_INTEGRIN_SIGNALING",0.250912884715702,0.525275571741282,0.0442332865829381,-0.397188012508007,-1.15574265021124,22,"ITGB3;FN1;RAPGEF4","Reactome"
"GOBP_LEUKOCYTE_MIGRATION",0.255306808954878,0.529525233387894,0.0271612837153758,0.2751310650042,1.08637575151604,312,"ARHGEF5;CCL26;CXCL12;F2RL1;CCR7;PECAM1;CXCL13;TRPV4;CCL24;CMKLR1;PREX1;ITGA2B;LCK;CD177;SELP;GCSAM;MCU;TNFSF14;MTUS1;GAS6;LBP;PLVAP;APOD;VAV3;RAC2;F7;JAML;FLT1;CHGA;SMPD3;TRPM2;RARRES2;SCG2;LYVE1;STAP1;MYO1G;IL27RA;ITGA6;EDN2;SPN;CD300A;SELPLG;PGF;XCL1;SPI1;MDK;CCR1;MCOLN2;PODXL2;PRTN3;CD74;THBS4;IL23A;ALOX5;MMP28;IL10;GPSM3;CCL5;CCL28;VAV1;IL12A;CD69;FPR2;LYST;C3AR1;NCKAP1L","GO:BP"
"GOBP_REGULATION_OF_INTEGRIN_ACTIVATION",0.25907949790795,0.532420252581475,0.0337173767448511,0.46957714038125,1.17416991454486,17,"CXCL13;PLEK;SELP;RASIP1;SKAP1;FERMT1","GO:BP"
"GOBP_FOREBRAIN_CELL_MIGRATION",0.26232827187274,0.534195753631762,0.0306525980581054,0.345449923737186,1.12748904379079,61,"CXCL12;DAB1;HTR6;MDGA1;SYNE2;DISC1;LRP8;LHX6;CNTN2;ARX;NKX2-1;FOXB1","GO:BP"
"GOBP_CALCIUM_DEPENDENT_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES",0.267971946230275,0.536695182350293,0.0454188345799311,-0.331361806716725,-1.11491202199467,42,"CDH11;CDH8;AJUBA;CDH9;NLGN1;PCDHGC3;CDH5;PCDHB16;CDH2;PCDHB9;CDH13;CDH6;PCDHB10;PCDHB11;PCDHB2;PCDHB14;CDH4","GO:BP"
"GOBP_REGULATION_OF_NEURON_MIGRATION",0.268347591175146,0.536695182350293,0.0309237078172155,0.363646326040129,1.13090423370583,47,"KIF26A;ERBB4;SEMA6A;FLRT2;CAMK2A;CAMK2B;TNN","GO:BP"
"GOBP_LYMPHOCYTE_MIGRATION",0.271017699115044,0.537238624794424,0.0292244316056432,0.322191162025263,1.11262683248563,90,"CCL26;CXCL12;CCR7;CXCL13;GCSAM;TNFSF14;GAS6;APOD;MYO1G;IL27RA;SPN;XCL1;CCL5;CD69;CXCL11;PIK3CG;S1PR1;TMEM102;ADAM8;OXSR1;CD200R1;PTK2B;ITGB7;ECM1;ADAM10;CORO1A","GO:BP"
"GOBP_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES",0.285403576607057,0.559169321143425,0.0259470481488096,0.27954970137105,1.0780024905191,232,"ELFN1;HMCN2;APOA1;SPARCL1;MYPN;DAB1;PECAM1;CNTN6;CDH3;CEACAM1;CDHR3;SLITRK5;CDH1;MDGA1;CD177;CRB1;CLDN23;CDHR4;SELP;PTPRM;MPZ;PCDHA2;DCHS1;NECTIN1;JAML;PCDHAC2;CELSR1;ADGRL3;MPZL2;CLDN4;MAP2K5;PCDHGA3;CDH16;CNTN2;PCDH8;CLDN15;FAT2;CDH22;EFNA5;IL10;ESAM;BMP2;CDH24;PCDHGA4;CD6;PSG11;DSCAML1;CLDN10;LRRC4B;IL1RN;LRRC4;CLDN7;TENM4;ACVR1;IGSF11;SELL;ITGA5;PCDHB5;DSC2;PTPRG;CDH20;SCARF1","GO:BP"
"GOBP_COLLAGEN_METABOLIC_PROCESS",0.287073535408455,0.559169321143425,0.0278855433998514,0.312293350410001,1.09667659656183,103,"ADAMTS14;NPPC;RGCC;MMP13;MMP1;MMP17;IHH;MMP10;SERPINF2;CYGB;CTSS;MMP23B;SMPD3;BMP4;PRTN3;TNXB;MMP11;MMP28;CST3;MYB;FURIN;MMP12;MMP15;F2R;MMP9","GO:BP"
"GOBP_EPITHELIAL_CELL_CELL_ADHESION",0.296620144610728,0.567888140109428,0.0311788775098507,0.463889426523596,1.14318879638174,16,"IHH;THBS4;CAMSAP3;PKP3;DSP;KIT;ITGB5;JUP","GO:BP"
"GOBP_REGULATION_OF_LYMPHOCYTE_CHEMOTAXIS",0.294322709163347,0.567888140109428,0.0310826254028964,0.448506667568908,1.13768403829526,18,"CXCL13;TNFSF14;XCL1;CCL5;TMEM102;OXSR1;PTK2B;ADAM10","GO:BP"
"GOBP_POSITIVE_REGULATION_OF_NEUTROPHIL_MIGRATION",0.301486871243277,0.570452388484657,0.0297349782893663,0.400202182462512,1.1221332841368,28,"CCR7;MCU;LBP;RAC2;XCL1;MDK;CD74;THBS4;IL23A;C3AR1;NCKAP1L","GO:BP"
"GOBP_REGULATION_OF_LYMPHOCYTE_MIGRATION",0.304732868757259,0.570452388484657,0.0279948214942274,0.339132313360013,1.09915937823273,58,"CXCL12;CXCL13;GCSAM;TNFSF14;APOD;IL27RA;SPN;XCL1;CCL5;CD69;TMEM102;ADAM8;OXSR1;CD200R1;PTK2B;ECM1;ADAM10;CORO1A","GO:BP"
"GOBP_REGULATION_OF_NEUTROPHIL_CHEMOTAXIS",0.305599493831066,0.570452388484657,0.0294867004158672,0.398731854633024,1.11801060847844,28,"CCR7;MCU;LBP;RAC2;XCL1;MDK;CD74;THBS4;IL23A;C3AR1;NCKAP1L","GO:BP"
"GOBP_COLLAGEN_ACTIVATED_SIGNALING_PATHWAY",0.312068965517241,0.572979084228378,0.0378850326355364,-0.418898317621396,-1.10456349747858,15,"DDR2;COL4A6;COL4A2;COL4A1","GO:BP"
"GOBP_REGULATION_OF_EXTRACELLULAR_MATRIX_ASSEMBLY",0.310913065411132,0.572979084228378,0.0302960517152991,0.457816900195818,1.12822392831895,16,"RGCC;PPARG;TIE1;AGT","GO:BP"
"GOBP_POSITIVE_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION",0.321273920938679,0.577671080311843,0.0264010094290955,0.317626890462064,1.08081472038791,81,"CXCL12;CCR7;CXCL13;TRPV4;CMKLR1;TNFSF14;GAS6;RARRES2;SPN;XCL1;SPI1;MDK;CCR1;CCL5;IL12A;FPR2;C3AR1","GO:BP"
"GOBP_REGULATION_OF_LEUKOCYTE_MIGRATION",0.322361093924019,0.577671080311843,0.0243108390832413,0.280534342259451,1.06498503227496,195,"CXCL12;F2RL1;CCR7;CXCL13;TRPV4;CCL24;CMKLR1;ITGA2B;SELP;GCSAM;MCU;TNFSF14;MTUS1;GAS6;LBP;PLVAP;APOD;RAC2;F7;SMPD3;RARRES2;LYVE1;STAP1;IL27RA;EDN2;SPN;CD300A;PGF;XCL1;SPI1;MDK;CCR1;CD74;THBS4;IL23A;MMP28;GPSM3;CCL5;CCL28;IL12A;CD69;FPR2;C3AR1;NCKAP1L","GO:BP"
