"pathway","pval","padj","log2err","ES","NES","size","leadingEdge","source"
"GOBP_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION",0.00266460187215978,0.0816881108794846,0.431707695803346,-0.364021398391684,-1.47510600797318,114,"CCN1;DAB2;ITGB3;ABI3BP;COL8A1;NDNF;DOCK1;FN1;CDK6;RIN2;CCDC80;CD36;VEGFA;EMP2;RAC3;MYADM;SDC4;NRP1;HAS2;PLEKHA2;FBLN1;TRIOBP;FOXF1;THY1;SFRP1;FERMT2;ITGA3;CDH13;FUT1;CX3CL1;EGFLAM;CSF1;DOCK5;UTRN;S100A10;HACD1;EDIL3;COL16A1;SMAD3","GO:BP"
"GOBP_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS",0.00504900504900505,0.0816881108794846,0.354819512103747,-0.476225996883628,-1.63879039690851,46,"THBS1;RHOJ;STARD13;ANXA1;MIR2355;HDAC9;VEGFA;PLK2;MIR221;NRP1;SRPX2;SPRED1;HMOX1;PTGS2;MIR10B;FGF2;TBXA2R;CARD10;HDAC7","GO:BP"
"GOBP_SMOOTH_MUSCLE_CELL_MIGRATION",0.00481694137427913,0.0816881108794846,0.407017918923954,-0.432011117622647,-1.60650950822026,68,"IGFBP5;PARVA;DDR2;ITGB3;IGFBP3;TACR1;SORL1;TPM1;DOCK7;GSTP1;FAT1;MIR221;NRP1;SLIT2;MIR218-1;HAS2","GO:BP"
"REACTOME_COLLAGEN_CHAIN_TRIMERIZATION",0.00300194393362595,0.0816881108794846,0.431707695803346,-0.505565230195637,-1.69631549792425,41,"COL11A1;COL21A1;COL8A1;COL5A2;COL12A1;COL1A2;COL5A1;COL14A1;COL4A6;COL4A2;COL4A1;COL4A4;COL5A3;COL27A1","Reactome"
"REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES",0.00551424643200904,0.082346080051335,0.407017918923954,-0.459892737377624,-1.65529151111128,57,"COL11A1;COL8A1;ITGB4;COL5A2;COL12A1;LOXL1;LOXL2;COL1A2;COL5A1;COL14A1;COL4A6;COL4A2;CTSL;COL4A1;LOX;COL4A4;PXDN;COL5A3;CD151;COL27A1;DST;LOXL3","Reactome"
"GOBP_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS",0.00764119601328904,0.105067880934312,0.303779434551183,-0.413673514825741,-1.52993588626821,66,"THBS1;RHOJ;STARD13;ANXA1;MIR2355;HDAC9;VEGFA;PLK2;CDH5;MIR221;CLEC14A;NRP1;SLIT2;SRPX2;SPRED1;HMOX1;PTGS2;MIR10B;FGF2;TBXA2R;MICALL1;CARD10;HDAC7","GO:BP"
"GOBP_INTEGRIN_MEDIATED_SIGNALING_PATHWAY",0.0105427567356501,0.105067880934312,0.279865652661932,-0.34692040427215,-1.40580849063082,114,"CCN2;CCN1;DAB2;ITGB3;ITGB4;SLC2A10;ITGB8;PRKD1;DIAPH3;DOCK1;FN1;ANGPTL3;ITGBL1;EMP2;CD40LG;ITGA4;NRP1;FBLN1;THY1;ADAM11;LAMA5;DST;FERMT2;ITGA3;BST1;ITGAM;LOXL3;MYH9;ITGA2;LAMB2","GO:BP"
"GOBP_MUSCLE_CELL_MIGRATION",0.00910683012259194,0.105067880934312,0.285313392143872,-0.390717377289654,-1.50764699176385,82,"IGFBP5;PARVA;DDR2;ITGB3;IGFBP3;TACR1;SORL1;ANXA1;TPM1;DOCK7;GSTP1;FAT1;MIR221;NET1;NRP1;SLIT2;MIR218-1;HAS2","GO:BP"
"GOBP_NEGATIVE_REGULATION_OF_CELL_CELL_ADHESION",0.0112572729572477,0.105067880934312,0.152675855527469,0.375206312732338,1.40792286806851,175,"APOA1;CXCL12;IDO1;RGCC;NRARP;DTX1;TRPV4;CD80;DAPL1;CEACAM1;ASS1;CDH1;IHH;EPCAM;TNFRSF21;SHH;HLA-G;MAP2K5;GLMN;CTLA4;BMP4;SOCS1;SPN;CD300A;PODXL;XCL1;SPI1;MDK;IFNB1;CD74;IL10;BMP2;LRRC32;CCL28;CD69;PDCD1;ADAMTS18;LAX1;JAK2;IFNL1;IL1RN;DUSP22;RUNX3;IL20RB;PELI1;FGL2;PPARA;JAG1;RAG2","GO:BP"
"GOBP_POSITIVE_REGULATION_OF_FIBROBLAST_MIGRATION",0.0108374384236453,0.105067880934312,0.218259775284787,-0.648748911201412,-1.71064035399088,15,"THBS1;DDR2;ITGB3;ACTA2","GO:BP"
"GOBP_REGULATION_OF_CELL_SUBSTRATE_ADHESION",0.0103145951521403,0.105067880934312,0.326351610990907,-0.307587983411202,-1.34494801319654,196,"CCN1;THBS1;DAB2;ITGB3;ABI3BP;COL8A1;EPHA3;LIMCH1;NDNF;DOCK1;FN1;CDK6;RIN2;CCDC80;CD36;VEGFA;EMP2;RAC3;PTPRO;MYADM;SDC4;NRP1;HAS2;PLEKHA2;DUSP3;FBLN1;TRIOBP;FOXF1;MMP14;THY1;SFRP1;ACTN4;FERMT2;ITGA3;BST1;CDH13;PHLDB2;FUT1;KANK1;HOXA7;CX3CL1;EGFLAM;CSF1;DOCK5;ARHGAP6;UTRN;S100A10;NF2;HACD1;ONECUT1;EDIL3;PIK3R1;COL16A1","GO:BP"
"GOBP_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_MIGRATION",0.00978260869565217,0.105067880934312,0.241698386096655,-0.533451803007696,-1.63540693325802,28,"IGFBP5;DDR2;TPM1;DOCK7;FAT1;MIR221;MIR218-1;MEF2C;DOCK5;MIR135B;PRKG1","GO:BP"
"REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES",0.0110749185667752,0.105067880934312,0.248832632022043,-0.408297335942094,-1.49819664593348,63,"COL11A1;COL21A1;COL8A1;P3H2;COL5A2;COL12A1;COL1A2;PLOD2;COL5A1;CRTAP;COL14A1;COL4A6;P4HA2;COL4A2;COL4A1;P4HA1;COL4A4;COL5A3;COL27A1;SERPINH1;COLGALT2;BMP1;PLOD3;COL10A1;COL16A1;COL4A5","Reactome"
"REACTOME_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION",0.00805152979066022,0.105067880934312,0.265216893779997,-0.548478331228976,-1.67249509278264,27,"CDH11;CDH8;ADAM19;AMOT;ZEB2;FOXF1","Reactome"
"GOBP_CELL_MATRIX_ADHESION",0.0138580379859318,0.114970389216619,0.380730400722792,-0.301886054061789,-1.33570860575142,217,"CCN2;THBS1;ITGB3;VCAM1;ITGB4;CDH11;AJUBA;EPHA3;ITGB8;LIMCH1;FN1;CDK6;RIN2;CD36;VEGFA;ANGPTL3;ITGBL1;EMP2;PTPRK;ITGA4;SDC4;NRP1;CD34;SORBS1;PLEKHA2;DUSP3;TRIP6;COL5A3;MMP14;HOXD3;THY1;SFRP1;ACTN1;FERMT2;ITGA3;PKD1;BST1;ITGAM;CDH13;PHLDB2;FUT1;HOXA7;ADAMTS12;ITGA2;CX3CL1;ADAMTS9;STON1;CSF1;SGCE;ARHGAP6;UTRN;ADAM9;S100A10;NF2;ONECUT1;CD44;PIK3R1;COL16A1","GO:BP"
"GOBP_ENDOTHELIAL_CELL_MIGRATION",0.0134345794392523,0.114970389216619,0.303779434551183,-0.288178394203105,-1.28286669958886,233,"THBS1;ATOH8;ITGB3;EDN1;RHOJ;CYP1B1;VEGFC;PRKD1;TMSB4X;ANXA3;STARD13;ETS1;LOXL2;FN1;ANXA1;MIR2355;RIN2;AMOT;HDAC9;VEGFA;EMP2;ZEB2;MET;ANGPT1;FSTL1;PLK2;GPI;CDH5;FAP;EPHA2;SOX18;MIR221;CLEC14A;NRP1;MIR30A;SLIT2;SRPX2;EFNA1;STAT1;HSPB1;SPRED1;STC1;PIK3CD;HMOX1;PTGS2;MIR10B;GPX1;FOXP1;CDH13;ADGRA2;MEF2C;DPP4;FGF2;TBXA2R;MYH9;FUT1;MIR210;MIR505;ADAMTS9;HMGB1;SCARB1;MICALL1","GO:BP"
"REACTOME_COLLAGEN_FORMATION",0.0135424091233072,0.114970389216619,0.235141995561108,-0.377919590394488,-1.46489529742264,85,"COL11A1;COL21A1;COL8A1;ITGB4;P3H2;COL5A2;COL12A1;LOXL1;LOXL2;COL1A2;PLOD2;COL5A1;CRTAP;COL14A1;COL4A6;P4HA2;COL4A2;CTSL;COL4A1;LOX;P4HA1;COL4A4;PXDN;COL5A3;CD151;COL27A1;DST;LOXL3;SERPINH1;COLGALT2;BMP1;PLOD3;COL10A1;COL16A1;COL4A5","Reactome"
"GOBP_POSITIVE_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_MIGRATION",0.0148994288552272,0.119195430841818,0.186472629239996,-0.615404551106687,-1.68064233390598,17,"IGFBP5;DDR2;DOCK7;FAT1;MIR221","GO:BP"
"GOBP_COLLAGEN_CATABOLIC_PROCESS",0.0160073880252424,0.123643273022562,0.141072897117004,0.521071164308525,1.55381799510428,38,"ADAMTS14;MMP13;MMP1;MMP17;MMP10;CTSS;MMP23B;PRTN3;MMP11;MMP28;CST3;FURIN;MMP12;MMP15;MMP9;TMPRSS6","GO:BP"
"GOBP_POSITIVE_REGULATION_OF_CELL_MATRIX_ADHESION",0.0175007675775253,0.130672397912189,0.191387828756382,-0.421757237970727,-1.48406592709256,51,"ITGB3;CDK6;RIN2;CD36;VEGFA;EMP2;SDC4;NRP1;PLEKHA2;THY1;SFRP1;FERMT2;CDH13;FUT1;CX3CL1;CSF1;UTRN;S100A10;COL16A1;SMAD3;LIMS1","GO:BP"
"GOBP_REGULATION_OF_FIBROBLAST_MIGRATION",0.0187481972887222,0.135470844924961,0.179054499269993,-0.453436440627161,-1.50126305319768,39,"THBS1;DDR2;ITGB3;ZEB2;SDC4;ACTA2","GO:BP"
"GOBP_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION",0.0204178537511871,0.136317689530686,0.220823464091113,-0.303449274210202,-1.30652680488072,176,"THBS1;ATOH8;ITGB3;EDN1;RHOJ;VEGFC;PRKD1;TMSB4X;ANXA3;STARD13;ETS1;ANXA1;MIR2355;RIN2;AMOT;HDAC9;VEGFA;EMP2;MET;ANGPT1;PLK2;GPI;EPHA2;MIR221;NRP1;MIR30A;SLIT2;SRPX2;EFNA1;HSPB1;SPRED1;STC1;PIK3CD;HMOX1;PTGS2;MIR10B;FOXP1;ADGRA2;MEF2C;FGF2;TBXA2R;FUT1;MIR210;MIR505;ADAMTS9;HMGB1;SCARB1","GO:BP"
"GOBP_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING",0.0212996389891697,0.136317689530686,0.18806904097585,-0.358648536142868,-1.40503530147211,90,"PARVA;DAB2;ITGB3;NTN4;DOCK1;FN1;RAC3;AXL;MYADM;ITGA4;NRP1;HAS2;EFNA1;KIF14;FBLN1;TRIOBP;TYRO3;LAMA5;ACTN4;FERMT2;KANK1;DOCK5;S100A10;PIK3R1;SRGAP2;PXN;LIMS1","GO:BP"
"GOBP_T_CELL_CHEMOTAXIS",0.0210765239948119,0.136317689530686,0.125952931638622,0.597748841562994,1.59159115369353,22,"CCL26;CXCL12;CXCL13;TNFSF14;XCL1;CCL5;CXCL11;PIK3CG;TMEM102;OXSR1;ADAM10","GO:BP"
"REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS",0.0196078431372549,0.136317689530686,0.16324176812788,-0.595701523131491,-1.65201427840377,18,"PARVA;ARHGEF6;ACTN1;FERMT2;ACTB;PXN;LIMS1;VASP","Reactome"
"REACTOME_TURBULENT_OSCILLATORY_DISTURBED_FLOW_SHEAR_STRESS_ACTIVATES_SIGNALING_BY_PIEZO1_AND_INTEGRINS_IN_ENDOTHELIAL_CELLS",0.0241782124422711,0.150442210751909,0.152675855527469,-0.485354676769528,-1.51740739834288,30,"ITGB3;CAPNS2;FN1;RELA;PDE4D;STAT1;IKBKE;GNAQ;NFKBIA;VCL;CAPN2;IKBKB;NFKB1;CAPNS1","Reactome"
"GOBP_LEUKOCYTE_CHEMOTAXIS",0.0277004806476094,0.167700207163906,0.0965275765869161,0.355605182617673,1.33437165533049,175,"ARHGEF5;CCL26;CXCL12;F2RL1;CCR7;CXCL13;TRPV4;CCL24;CMKLR1;PREX1;MCU;TNFSF14;MTUS1;GAS6;LBP;VAV3;RAC2;F7;JAML;FLT1;CHGA;TRPM2;RARRES2;SCG2;STAP1;EDN2;PGF;XCL1;SPI1;MDK;CCR1;CD74;THBS4;IL23A;ALOX5;MMP28;IL10;GPSM3;CCL5;CCL28;VAV1;IL12A;FPR2;LYST;C3AR1;NCKAP1L;ADGRE2","GO:BP"
"GOBP_REGULATION_OF_CELL_MATRIX_ADHESION",0.0296153846153846,0.174574898785425,0.164313492356652,-0.327831736692817,-1.32370168030837,111,"THBS1;ITGB3;EPHA3;LIMCH1;CDK6;RIN2;CD36;VEGFA;EMP2;SDC4;NRP1;PLEKHA2;DUSP3;MMP14;THY1;SFRP1;FERMT2;BST1;CDH13;PHLDB2;FUT1;HOXA7;CX3CL1;CSF1;ARHGAP6;UTRN;S100A10;NF2;ONECUT1;PIK3R1;COL16A1;SMAD3;LIMS1","GO:BP"
"GOBP_TROPHOBLAST_CELL_MIGRATION",0.0305164319248826,0.17527386541471,0.132881872272143,-0.532328535909985,-1.54897623669665,22,"ITGB3;ITGB4;SYDE1;VEGFA","GO:BP"
"GOBP_NON_MOTILE_CILIUM_ASSEMBLY",0.0367278797996661,0.200659635978664,0.137111915255226,-0.372068151866864,-1.38042365419961,67,"MKS1;KCNF1;CENPJ;DYNC2H1;TMEM107;IFT172;POC1A;CEP290;RP1;TBC1D32;CEP350;CEP126;SEPTIN9;CLCN4;EXOC5;CEP135;ARL13B;IFT122;TMEM17;SEPTIN7;CEP131;IFT140;VANGL2","GO:BP"
"GOBP_SUBSTRATE_DEPENDENT_CELL_MIGRATION",0.0359459459459459,0.200659635978664,0.124499976253388,-0.473653052911805,-1.47035132303732,29,"VEGFC;FN1;NRP1;SLIT2;FBLN1;PTPRC;SHTN1;ITGA2;STON1","GO:BP"
"KEGG_CELL_ADHESION_MOLECULES_CAMS",0.0384459732901659,0.205045190880885,0.0843074724832269,0.379645595763681,1.34706243116863,112,"CD40;PECAM1;CD80;CDH3;CDH1;CD8A;CD22;CD8B;CD4;CLDN23;SELP;ICAM2;PTPRM;MPZ;NECTIN1;HLA-G;SIGLEC1;CLDN4;CTLA4;CNTNAP2;HLA-B;ITGA6;SPN;SELPLG;NRXN2;CNTN2;CLDN15;ESAM;HLA-DMA;CD6;HLA-C;NEO1;PDCD1;CLDN10","KEGG"
"GOBP_POSITIVE_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS",0.0394492983849616,0.205503321819335,0.117506481856722,-0.498771825102618,-1.49147296057294,25,"RHOJ;ANXA1;HDAC9;VEGFA;PLK2;NRP1;SRPX2;HMOX1;PTGS2;MIR10B;FGF2","GO:BP"
"GOBP_POSITIVE_REGULATION_OF_FOCAL_ADHESION_ASSEMBLY",0.0423266683978187,0.208170851707424,0.112250868978221,-0.498158572023938,-1.48394838374591,24,"VEGFA;SDC4;NRP1;THY1;SFRP1;FERMT2;S100A10;COL16A1;SMAD3;LIMS1;PTPRJ","GO:BP"
"GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS",0.0427493713327745,0.208170851707424,0.0812702847276304,0.403967811420902,1.37202169221697,80,"CXCL12;F2RL1;CCR7;CXCL13;TRPV4;CMKLR1;MCU;TNFSF14;GAS6;LBP;RAC2;F7;RARRES2;EDN2;PGF;XCL1;SPI1;MDK;CCR1;CD74;THBS4;IL23A;GPSM3;CCL5;IL12A;FPR2;C3AR1;NCKAP1L","GO:BP"
"GOBP_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_MIGRATION",0.0422059651097355,0.208170851707424,0.117106883409404,-0.444103195902406,-1.43265048518512,35,"IGFBP5;DDR2;ITGB3;DOCK7;FAT1;MIR221;NRP1;HAS2;CCN4;ITGA2;DOCK5","GO:BP"
"GOBP_COLLAGEN_FIBRIL_ORGANIZATION",0.0448504983388704,0.213755566551212,0.123558344666082,-0.367231590449475,-1.3581744266047,66,"COL11A1;DDR2;CYP1B1;COL5A2;COL12A1;LOXL1;LOXL2;COL1A2;PLOD2;COL5A1;CRTAP;COL14A1;LOX;P4HA1;PXDN;COL5A3;ANTXR2;LOXL3;SERPINH1;ADAMTS12;COLGALT2;BMP1","GO:BP"
"GOBP_REGULATION_OF_TROPHOBLAST_CELL_MIGRATION",0.0463054187192118,0.216091954022989,0.104367053045525,-0.570910495603127,-1.50539371308854,15,"ITGB3;SYDE1;VEGFA","GO:BP"
"GOBP_PROTEIN_LOCALIZATION_TO_CELL_JUNCTION",0.0510684047843032,0.233455564728243,0.0726386507219513,0.369730690059916,1.31620297987094,114,"NPTX1;CPLX1;HEPACAM;PECAM1;TMEM108;ERBB4;CACNG7;SHANK1;PCLO;GHSR;BSN;NETO2;OLFM1;NECTIN1;RAPSN;ABCB1;MARVELD3;NRXN2;MAPT;STX3;ILDR1;LGI1;DSP;GPHN;CACNA2D2","GO:BP"
"REACTOME_MET_PROMOTES_CELL_MOTILITY",0.0610885929357267,0.273676896352056,0.0983849253696529,-0.408598751220397,-1.36234419525053,40,"COL11A1;COL5A2;FN1;TNS3;COL1A2;MET;COL5A1;DOCK7;COL5A3;COL27A1;LAMA5;ITGA3;ITGA2;LAMB2","Reactome"
"GOBP_GRANULOCYTE_CHEMOTAXIS",0.067919276270007,0.298312115381991,0.063728697179177,0.381201777177972,1.30768116339371,86,"CCL26;CCR7;CXCL13;TRPV4;CCL24;CMKLR1;PREX1;MCU;LBP;VAV3;RAC2;JAML;RARRES2;SCG2;EDN2;XCL1;MDK;CD74;THBS4;IL23A;CCL5;CCL28;VAV1;C3AR1;NCKAP1L;ADGRE2","GO:BP"
"GOBP_KERATINOCYTE_MIGRATION",0.0707171314741036,0.299168233454417,0.0684357744975362,0.561468861635779,1.4242244498733,18,"KRT16;FGF7;LRG1;EPPK1;MMP9;FERMT1","GO:BP"
"GOBP_REGULATION_OF_HETEROTYPIC_CELL_CELL_ADHESION",0.072120913422047,0.299168233454417,0.067367922428938,0.544160029577348,1.41829443092511,20,"APOA1;BMP7;LCK;MAP2K5;IL10;SKAP1;IL1RN","GO:BP"
"GOBP_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS",0.0712828186641273,0.299168233454417,0.061381954012731,0.366528848208308,1.28813427275293,104,"CXCL12;F2RL1;CCR7;CXCL13;TRPV4;CMKLR1;MCU;TNFSF14;MTUS1;GAS6;LBP;RAC2;F7;RARRES2;STAP1;EDN2;PGF;XCL1;SPI1;MDK;CCR1;CD74;THBS4;IL23A;MMP28;GPSM3;CCL5;IL12A;FPR2;C3AR1;NCKAP1L","GO:BP"
"GOBP_CELL_CELL_JUNCTION_ASSEMBLY",0.0801880632101345,0.304442816255426,0.0564312611344041,0.341710158663919,1.25082768206215,143,"TBX5;GJB6;HOPX;GJD3;PECAM1;TRPV4;LIM2;FRMPD2;CDH3;CDHR3;WNT11;CDH1;CLDN23;GJB2;ACE2;ACE;AFDN;CLDN4;CNTNAP2;MARVELD3;PRKCH;GJA5;AGT;CLDN15;CDH22;ACVRL1;ESAM;ILDR1;PKP3;CDH24","GO:BP"
"GOBP_CILIUM_OR_FLAGELLUM_DEPENDENT_CELL_MOTILITY",0.0765122345050304,0.304442816255426,0.0563335007829073,0.326812729005922,1.23865951722952,192,"CFAP61;CFAP47;PRSS55;ROPN1L;DNAH3;TTLL8;SLC22A14;DRC1;CFAP52;GARIN2;SLC9B1;DNAI3;CFAP46;IRGC;PLTP;DRC7;NEURL1;SPMIP8;ARMC2;TAC3;DNAI1;TTLL6;ROPN1B;TEX101;MEIG1;RSPH4A;RNASE10;DNAH8;DNAH7;CATSPERD;EFCAB9;DNAH10;DNAH14;CFAP206;TTLL1;CFAP57;BBOF1;PGAM4;UBE2B;CATSPER2;CCDC146;PIERCE1;PACRG;SPEF2;TEKT5;CCNYL1;CFAP210;CATSPER1;DNAH11;DDX4;TEKT1;GAPDHS;DNAH9;SLC9B2;DNAH6;CFAP65;PRDM14;TTLL9;DNAH17;PIERCE2;TPGS1;CFAP161;CFAP44;LRRC46;TTLL3;INTS13;POC1B;IQUB;CELF3;GAS2L2;ARMC3;PLA2G3;DNAH2;RIBC1;LDHC;EFHB;ADCY3;TEKT2;KIF9;SAXO4;EFHC2;CIMAP1A","GO:BP"
"GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION",0.079051906779661,0.304442816255426,0.0572815437800962,0.350238042231321,1.26269317095285,126,"CXCL12;IDO1;NRARP;DTX1;CD80;DAPL1;ASS1;IHH;TNFRSF21;SHH;HLA-G;GLMN;CTLA4;BMP4;SOCS1;SPN;CD300A;XCL1;MDK;IFNB1;CD74;IL10;LRRC32;CCL28;CD69;PDCD1;LAX1;IFNL1;DUSP22;RUNX3;IL20RB;PELI1;FGL2;PPARA;RAG2;FOXP3;ZC3H8","GO:BP"
"GOBP_POSITIVE_REGULATION_OF_CHEMOTAXIS",0.0755597014925373,0.304442816255426,0.058872381059619,0.353960325738739,1.26939533195934,121,"CCL26;CXCL12;F2RL1;CCR7;CXCL13;TRPV4;CMKLR1;SUCNR1;MCU;SEMA5A;TNFSF14;KDR;GAS6;LBP;RAC2;F7;RARRES2;SCG2;EDN2;PGF;XCL1;SPI1;MDK;CCR1;CD74;THBS4;IL23A;STX3;GPSM3;CCL5;IL12A;FPR2;C3AR1;NCKAP1L","GO:BP"
