## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/Eva_submission/SRF_Eva_Cut_and_Tag/results/04_filtered/TES-2_with_rg.bam] OUTPUT=/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/Eva_submission/SRF_Eva_Cut_and_Tag/results/04_filtered/TES-2_dedup.bam METRICS_FILE=/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/Eva_submission/SRF_Eva_Cut_and_Tag/results/04_filtered/TES-2_dedup_metrics.txt REMOVE_DUPLICATES=false ASSUME_SORTED=true CREATE_INDEX=true    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false FLOW_MODE=false FLOW_DUP_STRATEGY=FLOW_QUALITY_SUM_STRATEGY FLOW_USE_END_IN_UNPAIRED_READS=false FLOW_USE_UNPAIRED_CLIPPED_END=false FLOW_UNPAIRED_END_UNCERTAINTY=0 FLOW_UNPAIRED_START_UNCERTAINTY=0 FLOW_SKIP_FIRST_N_FLOWS=0 FLOW_Q_IS_KNOWN_END=false FLOW_EFFECTIVE_QUALITY_THRESHOLD=15 ADD_PG_TAG_TO_READS=true DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Mar 03 15:05:25 CET 2026

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
lib1	0	30298192	0	69685782	0	25500115	369945	0.841638	4807590

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.000147	1467189	0	1499601
2.0	1.001979	617699	301649	616304
3.0	1.001983	408178	27632	405243
4.0	1.001983	308688	3075	306175
5.0	1.001983	248865	494	246073
6.0	1.001983	207352	108	204959
7.0	1.001983	177222	57	175564
8.0	1.001983	154691	32	152662
9.0	1.001983	135851	27	134392
10.0	1.001983	120949	9	119716
11.0	1.001983	107639	7	106469
12.0	1.001983	97073	7	95663
13.0	1.001983	86701	3	85949
14.0	1.001983	78748	0	77768
15.0	1.001983	70773	4	70378
16.0	1.001983	63919	5	63139
17.0	1.001983	57149	0	56485
18.0	1.001983	51594	2	50886
19.0	1.001983	45951	1	45486
20.0	1.001983	40572	1	39896
21.0	1.001983	35691	0	35161
22.0	1.001983	31022	1	30434
23.0	1.001983	26949	1	26344
24.0	1.001983	22696	0	22272
25.0	1.001983	19891	0	19515
26.0	1.001983	16796	0	16293
27.0	1.001983	14238	0	13958
28.0	1.001983	11921	0	11504
29.0	1.001983	9828	0	9567
30.0	1.001983	8097	0	7778
31.0	1.001983	6860	0	6667
32.0	1.001983	5768	0	5552
33.0	1.001983	4732	0	4505
34.0	1.001983	3930	0	3821
35.0	1.001983	3327	0	3208
36.0	1.001983	2836	0	2724
37.0	1.001983	2380	0	2286
38.0	1.001983	1976	0	1916
39.0	1.001983	1719	0	1643
40.0	1.001983	1479	0	1450
41.0	1.001983	1221	0	1161
42.0	1.001983	1050	0	1031
43.0	1.001983	1033	0	977
44.0	1.001983	843	0	818
45.0	1.001983	779	0	746
46.0	1.001983	715	0	684
47.0	1.001983	632	0	627
48.0	1.001983	580	0	573
49.0	1.001983	530	0	513
50.0	1.001983	497	0	480
51.0	1.001983	413	0	404
52.0	1.001983	432	0	441
53.0	1.001983	421	0	383
54.0	1.001983	371	0	377
55.0	1.001983	336	0	357
56.0	1.001983	346	0	339
57.0	1.001983	319	0	282
58.0	1.001983	285	0	299
59.0	1.001983	283	0	267
60.0	1.001983	276	0	266
61.0	1.001983	237	0	231
62.0	1.001983	231	0	242
63.0	1.001983	224	0	218
64.0	1.001983	212	0	200
65.0	1.001983	195	0	190
66.0	1.001983	193	0	173
67.0	1.001983	173	0	182
68.0	1.001983	173	0	172
69.0	1.001983	153	0	154
70.0	1.001983	174	0	154
71.0	1.001983	150	0	159
72.0	1.001983	154	0	152
73.0	1.001983	129	0	140
74.0	1.001983	154	0	135
75.0	1.001983	129	0	139
76.0	1.001983	130	0	124
77.0	1.001983	124	0	109
78.0	1.001983	117	0	120
79.0	1.001983	93	0	91
80.0	1.001983	90	0	99
81.0	1.001983	98	0	87
82.0	1.001983	91	0	92
83.0	1.001983	92	0	95
84.0	1.001983	88	0	79
85.0	1.001983	80	0	92
86.0	1.001983	98	0	95
87.0	1.001983	87	0	99
88.0	1.001983	93	0	90
89.0	1.001983	106	0	87
90.0	1.001983	74	0	77
91.0	1.001983	73	0	56
92.0	1.001983	57	0	59
93.0	1.001983	61	0	69
94.0	1.001983	65	0	50
95.0	1.001983	61	0	66
96.0	1.001983	58	0	71
97.0	1.001983	65	0	49
98.0	1.001983	61	0	68
99.0	1.001983	56	0	56
100.0	1.001983	49	0	49
101.0	0	71	0	67
102.0	0	51	0	44
103.0	0	50	0	51
104.0	0	44	0	53
105.0	0	43	0	41
106.0	0	46	0	41
107.0	0	40	0	45
108.0	0	43	0	38
109.0	0	41	0	51
110.0	0	56	0	44
111.0	0	43	0	39
112.0	0	44	0	43
113.0	0	37	0	38
114.0	0	36	0	31
115.0	0	33	0	41
116.0	0	37	0	31
117.0	0	33	0	42
118.0	0	35	0	25
119.0	0	29	0	34
120.0	0	29	0	28
121.0	0	35	0	35
122.0	0	29	0	19
123.0	0	36	0	43
124.0	0	30	0	24
125.0	0	27	0	29
126.0	0	17	0	21
127.0	0	29	0	27
128.0	0	33	0	23
129.0	0	24	0	31
130.0	0	32	0	32
131.0	0	23	0	20
132.0	0	21	0	22
133.0	0	25	0	26
134.0	0	15	0	13
135.0	0	25	0	27
136.0	0	26	0	20
137.0	0	24	0	24
138.0	0	16	0	25
139.0	0	29	0	25
140.0	0	20	0	22
141.0	0	22	0	26
142.0	0	27	0	23
143.0	0	22	0	20
144.0	0	20	0	18
145.0	0	18	0	17
146.0	0	18	0	24
147.0	0	17	0	15
148.0	0	17	0	17
149.0	0	21	0	21
150.0	0	21	0	9
151.0	0	9	0	9
152.0	0	14	0	16
153.0	0	14	0	13
154.0	0	15	0	18
155.0	0	17	0	14
156.0	0	19	0	15
157.0	0	13	0	18
158.0	0	13	0	18
159.0	0	22	0	16
160.0	0	7	0	11
161.0	0	18	0	16
162.0	0	17	0	18
163.0	0	16	0	15
164.0	0	16	0	11
165.0	0	13	0	19
166.0	0	16	0	18
167.0	0	15	0	12
168.0	0	11	0	18
169.0	0	16	0	13
170.0	0	14	0	10
171.0	0	11	0	16
172.0	0	21	0	15
173.0	0	16	0	9
174.0	0	13	0	9
175.0	0	7	0	11
176.0	0	6	0	5
177.0	0	7	0	8
178.0	0	6	0	11
179.0	0	17	0	12
180.0	0	7	0	8
181.0	0	11	0	14
182.0	0	9	0	8
183.0	0	6	0	9
184.0	0	15	0	15
185.0	0	13	0	11
186.0	0	3	0	7
187.0	0	14	0	12
188.0	0	10	0	13
189.0	0	15	0	11
190.0	0	13	0	7
191.0	0	7	0	9
192.0	0	7	0	10
193.0	0	9	0	2
194.0	0	7	0	7
195.0	0	3	0	6
196.0	0	9	0	11
197.0	0	5	0	5
198.0	0	8	0	7
199.0	0	11	0	6
200.0	0	6	0	9
201.0	0	7	0	12
202.0	0	7	0	12
203.0	0	14	0	12
204.0	0	9	0	5
205.0	0	9	0	3
206.0	0	8	0	10
207.0	0	8	0	9
208.0	0	6	0	7
209.0	0	7	0	7
210.0	0	4	0	7
211.0	0	8	0	7
212.0	0	7	0	4
213.0	0	6	0	7
214.0	0	9	0	10
215.0	0	7	0	3
216.0	0	8	0	2
217.0	0	2	0	10
218.0	0	6	0	9
219.0	0	9	0	7
220.0	0	6	0	2
221.0	0	11	0	7
222.0	0	1	0	7
223.0	0	6	0	7
224.0	0	8	0	8
225.0	0	4	0	7
226.0	0	10	0	7
227.0	0	6	0	3
228.0	0	4	0	7
229.0	0	7	0	10
230.0	0	5	0	4
231.0	0	3	0	1
232.0	0	5	0	4
233.0	0	4	0	4
234.0	0	3	0	6
235.0	0	9	0	3
236.0	0	3	0	5
237.0	0	10	0	5
238.0	0	5	0	6
239.0	0	3	0	8
240.0	0	3	0	3
241.0	0	3	0	3
242.0	0	6	0	5
243.0	0	7	0	6
244.0	0	4	0	2
245.0	0	3	0	3
246.0	0	5	0	6
247.0	0	6	0	9
248.0	0	4	0	5
249.0	0	7	0	4
250.0	0	2	0	4
251.0	0	4	0	6
252.0	0	5	0	4
253.0	0	3	0	6
254.0	0	6	0	3
255.0	0	5	0	4
256.0	0	6	0	7
257.0	0	2	0	2
258.0	0	3	0	2
259.0	0	10	0	5
260.0	0	2	0	3
261.0	0	3	0	3
262.0	0	4	0	4
263.0	0	4	0	6
264.0	0	4	0	3
265.0	0	2	0	3
266.0	0	4	0	5
267.0	0	3	0	1
268.0	0	5	0	3
269.0	0	4	0	7
270.0	0	2	0	6
271.0	0	5	0	2
272.0	0	5	0	3
273.0	0	3	0	4
274.0	0	2	0	2
275.0	0	2	0	3
276.0	0	0	0	5
277.0	0	8	0	5
278.0	0	6	0	0
279.0	0	3	0	8
280.0	0	6	0	3
281.0	0	7	0	2
282.0	0	0	0	4
283.0	0	4	0	1
284.0	0	3	0	4
285.0	0	3	0	6
286.0	0	1	0	2
287.0	0	2	0	0
288.0	0	2	0	4
289.0	0	7	0	6
290.0	0	1	0	6
291.0	0	8	0	4
292.0	0	4	0	0
293.0	0	2	0	2
294.0	0	2	0	4
295.0	0	3	0	6
296.0	0	7	0	4
297.0	0	2	0	4
298.0	0	4	0	3
299.0	0	3	0	3
300.0	0	5	0	3
301.0	0	2	0	0
302.0	0	2	0	3
303.0	0	3	0	1
304.0	0	1	0	3
305.0	0	2	0	4
306.0	0	3	0	0
307.0	0	2	0	1
308.0	0	2	0	3
309.0	0	2	0	3
310.0	0	2	0	1
311.0	0	2	0	2
312.0	0	2	0	2
313.0	0	3	0	1
314.0	0	1	0	3
315.0	0	3	0	4
316.0	0	1	0	4
317.0	0	4	0	2
318.0	0	4	0	3
319.0	0	0	0	1
320.0	0	2	0	5
321.0	0	3	0	2
322.0	0	4	0	4
323.0	0	3	0	3
324.0	0	5	0	2
325.0	0	3	0	1
326.0	0	5	0	4
327.0	0	1	0	2
328.0	0	1	0	1
329.0	0	2	0	2
330.0	0	1	0	3
331.0	0	1	0	2
332.0	0	2	0	5
333.0	0	3	0	2
334.0	0	3	0	2
335.0	0	1	0	2
336.0	0	1	0	0
337.0	0	2	0	0
338.0	0	3	0	4
