## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/Eva_submission/SRF_Eva_Cut_and_Tag/results/04_filtered/IggMs_with_rg.bam] OUTPUT=/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/Eva_submission/SRF_Eva_Cut_and_Tag/results/04_filtered/IggMs_dedup.bam METRICS_FILE=/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/Eva_submission/SRF_Eva_Cut_and_Tag/results/04_filtered/IggMs_dedup_metrics.txt REMOVE_DUPLICATES=false ASSUME_SORTED=true CREATE_INDEX=true    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false FLOW_MODE=false FLOW_DUP_STRATEGY=FLOW_QUALITY_SUM_STRATEGY FLOW_USE_END_IN_UNPAIRED_READS=false FLOW_USE_UNPAIRED_CLIPPED_END=false FLOW_UNPAIRED_END_UNCERTAINTY=0 FLOW_UNPAIRED_START_UNCERTAINTY=0 FLOW_SKIP_FIRST_N_FLOWS=0 FLOW_Q_IS_KNOWN_END=false FLOW_EFFECTIVE_QUALITY_THRESHOLD=15 ADD_PG_TAG_TO_READS=true DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Mar 03 15:05:25 CET 2026

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
lib1	0	12574537	0	117453388	0	9823167	225086	0.781195	2784369

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.000931	842856	0	888839
2.0	1.011873	491315	159126	480300
3.0	1.011992	353648	20182	343570
4.0	1.011994	267203	4146	260737
5.0	1.011994	204538	1285	200479
6.0	1.011994	154846	536	151843
7.0	1.011994	115057	260	112557
8.0	1.011994	83389	148	81557
9.0	1.011994	58388	83	56786
10.0	1.011994	40086	53	38788
11.0	1.011994	27291	44	26410
12.0	1.011994	18855	25	18154
13.0	1.011994	13008	17	12448
14.0	1.011994	9204	10	8851
15.0	1.011994	6935	5	6714
16.0	1.011994	5359	3	5159
17.0	1.011994	4449	4	4344
18.0	1.011994	3572	1	3508
19.0	1.011994	3212	7	3095
20.0	1.011994	2754	3	2690
21.0	1.011994	2431	1	2390
22.0	1.011994	2283	0	2250
23.0	1.011994	2017	0	1943
24.0	1.011994	1786	1	1743
25.0	1.011994	1616	0	1593
26.0	1.011994	1603	1	1533
27.0	1.011994	1382	0	1332
28.0	1.011994	1303	0	1327
29.0	1.011994	1272	0	1217
30.0	1.011994	1089	0	1118
31.0	1.011994	1105	1	1051
32.0	1.011994	988	1	957
33.0	1.011994	868	0	849
34.0	1.011994	848	0	844
35.0	1.011994	789	0	765
36.0	1.011994	783	0	812
37.0	1.011994	782	0	768
38.0	1.011994	722	0	693
39.0	1.011994	637	0	626
40.0	1.011994	671	0	650
41.0	1.011994	592	0	578
42.0	1.011994	547	0	552
43.0	1.011994	538	0	516
44.0	1.011994	552	0	561
45.0	1.011994	496	1	460
46.0	1.011994	427	0	407
47.0	1.011994	429	0	444
48.0	1.011994	465	0	443
49.0	1.011994	360	0	402
50.0	1.011994	395	0	356
51.0	1.011994	423	0	397
52.0	1.011994	351	0	380
53.0	1.011994	392	0	347
54.0	1.011994	333	0	325
55.0	1.011994	308	0	313
56.0	1.011994	330	0	337
57.0	1.011994	285	0	293
58.0	1.011994	316	0	283
59.0	1.011994	258	0	275
60.0	1.011994	246	0	222
61.0	1.011994	258	0	265
62.0	1.011994	264	0	231
63.0	1.011994	243	0	260
64.0	1.011994	227	0	231
65.0	1.011994	234	0	225
66.0	1.011994	220	0	227
67.0	1.011994	229	0	208
68.0	1.011994	192	0	191
69.0	1.011994	206	0	203
70.0	1.011994	204	0	194
71.0	1.011994	168	0	183
72.0	1.011994	170	0	174
73.0	1.011994	176	0	184
74.0	1.011994	200	0	169
75.0	1.011994	178	0	191
76.0	1.011994	166	0	144
77.0	1.011994	163	0	167
78.0	1.011994	154	0	154
79.0	1.011994	139	0	135
80.0	1.011994	156	0	143
81.0	1.011994	135	0	144
82.0	1.011994	135	0	138
83.0	1.011994	135	0	142
84.0	1.011994	138	0	130
85.0	1.011994	138	0	132
86.0	1.011994	131	0	113
87.0	1.011994	122	0	106
88.0	1.011994	99	0	112
89.0	1.011994	111	0	118
90.0	1.011994	136	0	118
91.0	1.011994	95	0	106
92.0	1.011994	95	0	86
93.0	1.011994	115	0	113
94.0	1.011994	98	0	89
95.0	1.011994	85	0	114
96.0	1.011994	103	0	107
97.0	1.011994	117	0	105
98.0	1.011994	89	0	95
99.0	1.011994	85	0	87
100.0	1.011994	98	0	87
101.0	0	96	0	98
102.0	0	99	0	94
103.0	0	102	0	88
104.0	0	77	0	76
105.0	0	78	0	73
106.0	0	73	0	65
107.0	0	63	0	55
108.0	0	68	0	79
109.0	0	61	0	77
110.0	0	75	0	59
111.0	0	59	0	51
112.0	0	63	0	63
113.0	0	62	0	62
114.0	0	59	0	70
115.0	0	66	0	65
116.0	0	67	0	56
117.0	0	58	0	63
118.0	0	62	0	51
119.0	0	54	0	47
120.0	0	68	0	69
121.0	0	45	0	50
122.0	0	52	0	58
123.0	0	53	0	58
124.0	0	64	0	51
125.0	0	44	0	52
126.0	0	54	0	62
127.0	0	69	0	50
128.0	0	43	0	43
129.0	0	61	0	48
130.0	0	37	0	47
131.0	0	46	0	46
132.0	0	43	0	55
133.0	0	54	0	48
134.0	0	49	0	44
135.0	0	42	0	46
136.0	0	48	0	51
137.0	0	47	0	34
138.0	0	35	0	40
139.0	0	35	0	32
140.0	0	36	0	40
141.0	0	43	0	39
142.0	0	36	0	40
143.0	0	35	0	38
144.0	0	52	0	40
145.0	0	34	0	36
146.0	0	39	0	37
147.0	0	36	0	36
148.0	0	33	0	36
149.0	0	32	0	29
150.0	0	38	0	40
151.0	0	33	0	35
152.0	0	29	0	31
153.0	0	40	0	33
154.0	0	39	0	45
155.0	0	40	0	33
156.0	0	27	0	24
157.0	0	27	0	34
158.0	0	29	0	33
159.0	0	35	0	32
160.0	0	32	0	26
161.0	0	32	0	25
162.0	0	28	0	26
163.0	0	27	0	32
164.0	0	21	0	26
165.0	0	30	0	27
166.0	0	28	0	30
167.0	0	30	0	21
168.0	0	30	0	29
169.0	0	31	0	36
170.0	0	24	0	29
171.0	0	27	0	27
172.0	0	26	0	24
173.0	0	21	0	32
174.0	0	37	0	24
175.0	0	27	0	33
176.0	0	25	0	17
177.0	0	29	0	23
178.0	0	23	0	32
179.0	0	22	0	15
180.0	0	26	0	25
181.0	0	24	0	25
182.0	0	24	0	18
183.0	0	15	0	19
184.0	0	22	0	23
185.0	0	23	0	19
186.0	0	16	0	12
187.0	0	20	0	19
188.0	0	20	0	21
189.0	0	16	0	17
190.0	0	17	0	16
191.0	0	20	0	20
192.0	0	18	0	18
193.0	0	12	0	16
194.0	0	18	0	12
195.0	0	18	0	20
196.0	0	16	0	15
197.0	0	18	0	21
198.0	0	24	0	22
199.0	0	13	0	19
200.0	0	19	0	25
201.0	0	24	0	16
202.0	0	15	0	20
203.0	0	23	0	25
204.0	0	16	0	15
205.0	0	17	0	15
206.0	0	18	0	19
207.0	0	27	0	21
208.0	0	21	0	18
209.0	0	12	0	12
210.0	0	14	0	17
211.0	0	15	0	15
212.0	0	13	0	11
213.0	0	12	0	14
214.0	0	13	0	11
215.0	0	16	0	16
216.0	0	11	0	15
217.0	0	21	0	22
218.0	0	16	0	18
219.0	0	15	0	17
220.0	0	20	0	14
221.0	0	11	0	10
222.0	0	14	0	9
223.0	0	15	0	13
224.0	0	16	0	13
225.0	0	13	0	11
226.0	0	11	0	17
227.0	0	10	0	14
228.0	0	17	0	15
229.0	0	17	0	13
230.0	0	12	0	15
231.0	0	17	0	14
232.0	0	15	0	9
233.0	0	14	0	10
234.0	0	4	0	10
235.0	0	9	0	13
236.0	0	9	0	16
237.0	0	15	0	18
238.0	0	17	0	7
239.0	0	15	0	19
240.0	0	14	0	12
241.0	0	10	0	8
242.0	0	11	0	12
243.0	0	7	0	6
244.0	0	12	0	8
245.0	0	10	0	10
246.0	0	7	0	13
247.0	0	11	0	8
248.0	0	7	0	11
249.0	0	13	0	6
250.0	0	11	0	8
251.0	0	7	0	9
252.0	0	11	0	8
253.0	0	10	0	10
254.0	0	8	0	9
255.0	0	9	0	8
256.0	0	13	0	22
257.0	0	11	0	16
258.0	0	15	0	12
259.0	0	3	0	8
260.0	0	13	0	4
261.0	0	10	0	2
262.0	0	9	0	13
263.0	0	7	0	12
264.0	0	13	0	6
265.0	0	6	0	8
266.0	0	7	0	7
267.0	0	13	0	12
268.0	0	5	0	8
269.0	0	10	0	12
270.0	0	6	0	9
271.0	0	7	0	7
272.0	0	14	0	12
273.0	0	13	0	4
274.0	0	5	0	8
275.0	0	7	0	6
276.0	0	10	0	9
277.0	0	6	0	11
278.0	0	8	0	4
279.0	0	10	0	8
280.0	0	7	0	6
281.0	0	5	0	9
282.0	0	11	0	9
283.0	0	7	0	9
284.0	0	5	0	7
285.0	0	7	0	4
286.0	0	5	0	5
287.0	0	9	0	7
288.0	0	7	0	5
289.0	0	6	0	5
290.0	0	5	0	6
