"Group","N","Mean_diff","Median_diff","Pct_hypermethylated","Pct_hypomethylated"
"TES_bound",15319,-1.54897168505964,-0.428478333333333,45.4076636856192,54.0113584437626
"TEAD1_only",15451,-0.242345177618339,0.367815714285714,53.6923176493431,45.5245615170539
"Unbound",15315,-0.932545155633288,0,49.6571988246817,49.5984329089128
