"Analysis_Type","Collection","Direction","Term_ID","Term_Name","Enrichment_Score","pvalue","FDR","Gene_Count"
"GO_ORA","GO:BP","DOWN","GO:1902850","microtubule cytoskeleton organization involved in mitosis",1.47709627329193,4.82087317026558e-06,0.000323172107258801,66
"GO_ORA","GO:BP","DOWN","GO:0051052","regulation of DNA metabolic process",1.28185692388027,4.98307863090157e-06,0.00032828630544778,160
"GO_ORA","GO:BP","DOWN","GO:0007051","spindle organization",1.42683887749677,5.16200833724158e-06,0.000332819840558511,79
"GO_ORA","GO:BP","DOWN","GO:0051306","mitotic sister chromatid separation",1.68462219598583,5.22609666992703e-06,0.000332819840558511,36
"GO_ORA","GO:BP","DOWN","GO:0000226","microtubule cytoskeleton organization",1.23538961038961,5.3890763803281e-06,0.000337572860407093,216
"GO_ORA","GO:BP","DOWN","GO:0051783","regulation of nuclear division",1.48061676151564,5.88797624506313e-06,0.000362875276223755,64
"GO_ORA","GO:BP","DOWN","GO:0034502","protein localization to chromosome",1.51714513556619,6.67048883048594e-06,0.0004045760142801,56
"GO_ORA","GO:BP","DOWN","GO:0090068","positive regulation of cell cycle process",1.36356469137926,7.43309906714409e-06,0.000439904152382367,100
"GO_ORA","GO:BP","DOWN","GO:1902099","regulation of metaphase/anaphase transition of cell cycle",1.57855339105339,7.48321801917663e-06,0.000439904152382367,46
"GO_ORA","GO:BP","DOWN","GO:0045931","positive regulation of mitotic cell cycle",1.52308308130226,8.01285125212072e-06,0.000463901914596463,54
"GO_ORA","GO:BP","DOWN","GO:0045597","positive regulation of cell differentiation",1.20571058071058,8.65349703305183e-06,0.000491823602605999,260
"GO_ORA","GO:BP","DOWN","GO:0007098","centrosome cycle",1.48842121733688,8.75256328604615e-06,0.000491823602605999,60
"GO_ORA","GO:BP","DOWN","GO:0051784","negative regulation of nuclear division",1.67591613812544,8.89582761759364e-06,0.000492629355482302,35
"GO_ORA","GO:BP","DOWN","GO:0008608","attachment of spindle microtubules to kinetochore",1.7250936000936,9.39099868362749e-06,0.000512621431903275,31
"GO_ORA","GO:BP","DOWN","GO:0040029","epigenetic regulation of gene expression",1.36785562921927,1.02655760537997e-05,0.000552469104155565,95
"GO_ORA","GO:BP","DOWN","GO:0000082","G1/S transition of mitotic cell cycle",1.39479472140762,1.06783750926011e-05,0.000566703239563481,84
"GO_ORA","GO:BP","DOWN","GO:0006260","DNA replication",1.35459387104124,1.14401548496044e-05,0.00059881416155824,100
"GO_ORA","GO:BP","DOWN","GO:0006974","DNA damage response",1.19770888153241,1.31984998950486e-05,0.000673023363603809,267
"GO_ORA","GO:BP","DOWN","GO:0043484","regulation of RNA splicing",1.46732099318306,1.32101693269343e-05,0.000673023363603809,62
"GO_ORA","GO:BP","DOWN","GO:0010639","negative regulation of organelle organization",1.29676313270063,1.57504430312858e-05,0.000791885155174062,131
"GO_ORA","GO:BP","DOWN","GO:0006310","DNA recombination",1.3244917850181,1.95566538936733e-05,0.000970480569159728,110
"GO_ORA","GO:BP","DOWN","GO:0140694","non-membrane-bounded organelle assembly",1.28686417748918,2.05489783784419e-05,0.00100665035781031,135
"GO_ORA","GO:BP","DOWN","GO:0045930","negative regulation of mitotic cell cycle",1.36256207028266,2.20241421124007e-05,0.00106525830603617,90
"GO_ORA","GO:BP","DOWN","GO:0031023","microtubule organizing center organization",1.4506468909878,2.36354811725113e-05,0.00112890521916074,62
"GO_ORA","GO:BP","DOWN","GO:0007163","establishment or maintenance of cell polarity",1.3674159809656,2.44937670038149e-05,0.00115545645515072,87
"GO_ORA","GO:BP","DOWN","GO:1901991","negative regulation of mitotic cell cycle phase transition",1.39716682127396,2.54191459619874e-05,0.0011710776678174,76
"GO_ORA","GO:BP","DOWN","GO:0030010","establishment of cell polarity",1.42069805194805,2.54378716549316e-05,0.0011710776678174,69
"GO_ORA","GO:BP","DOWN","GO:0009725","response to hormone",1.19156204106315,2.7754027045103e-05,0.00126249521520957,261
"GO_ORA","GO:BP","DOWN","GO:0006302","double-strand break repair",1.3330593018093,2.86224429637488e-05,0.00128668071775119,101
"GO_ORA","GO:BP","DOWN","GO:0006091","generation of precursor metabolites and energy",1.2783257421883,4.30666526783991e-05,0.00191348775058248,131
"GO_ORA","GO:BP","DOWN","GO:0051310","metaphase chromosome alignment",1.51892165211837,5.13813388239391e-05,0.0022566758612329,45
"GO_ORA","GO:BP","DOWN","GO:0050000","chromosome localization",1.47898756173404,5.46355277278943e-05,0.00237233212502699,51
"GO_ORA","GO:BP","DOWN","GO:0031589","cell-substrate adhesion",1.28046186814844,5.74802187447585e-05,0.00246780832694823,125
"GO_ORA","GO:BP","DOWN","GO:0006261","DNA-templated DNA replication",1.40877762588289,6.54050872362096e-05,0.00277684756336188,65
"GO_ORA","GO:BP","DOWN","GO:0051303","establishment of chromosome localization",1.48367869875223,6.68268360594274e-05,0.00280603140423044,49
"GO_ORA","GO:BP","DOWN","GO:0048285","organelle fission",1.24515553616344,7.29258811147918e-05,0.00302884380373792,153
"GO_ORA","GO:BP","DOWN","GO:0001649","osteoblast differentiation",1.33680219034697,8.68479457409545e-05,0.00350531354820094,87
"GO_ORA","GO:BP","DOWN","GO:0051315","attachment of mitotic spindle microtubules to kinetochore",1.93786605551311,8.715001314742e-05,0.00350531354820094,16
"GO_ORA","GO:BP","DOWN","GO:0051988","regulation of attachment of spindle microtubules to kinetochore",1.93786605551311,8.715001314742e-05,0.00350531354820094,16
"GO_ORA","GO:BP","DOWN","GO:1901989","positive regulation of cell cycle phase transition",1.475092072107,0.00010059406142581,0.00400390836596152,48
"GO_ORA","GO:BP","DOWN","GO:0031570","DNA integrity checkpoint signaling",1.43346895720313,0.000114034625270375,0.00449208561835554,55
"GO_ORA","GO:BP","DOWN","GO:0071168","protein localization to chromatin",1.62551264524949,0.000117475738415591,0.00458041815734261,30
"GO_ORA","GO:BP","DOWN","GO:0030522","intracellular receptor signaling pathway",1.26324058389276,0.000121003615449798,0.00467031498227291,127
"GO_ORA","GO:BP","DOWN","GO:0046394","carboxylic acid biosynthetic process",1.30902210372409,0.000126175040384838,0.00482121470102065,96
"GO_ORA","GO:BP","DOWN","GO:0051129","negative regulation of cellular component organization",1.18626667325906,0.000135818595907985,0.0050875260173298,227
"GO_ORA","GO:BP","DOWN","GO:0055086","nucleobase-containing small molecule metabolic process",1.21039237652656,0.000135873871072643,0.0050875260173298,184
"GO_ORA","GO:BP","DOWN","GO:0032200","telomere organization",1.3795183982684,0.000138029019463321,0.0050875260173298,67
"GO_ORA","GO:BP","DOWN","GO:0035195","miRNA-mediated post-transcriptional gene silencing",1.53414396061455,0.000138470405099775,0.0050875260173298,38
"GO_ORA","GO:BP","DOWN","GO:0044843","cell cycle G1/S phase transition",1.32255822036844,0.00014033041227,0.00510676086756992,88
"GO_ORA","GO:BP","DOWN","GO:2000045","regulation of G1/S transition of mitotic cell cycle",1.40385182998819,0.000144622475697553,0.00521330274858109,60
"GO_ORA","GO:BP","DOWN","GO:0006577","amino-acid betaine metabolic process",2.05898268398268,0.000170676136038906,0.00602116154355273,12
"GO_ORA","GO:BP","DOWN","GO:0010608","post-transcriptional regulation of gene expression",1.22323325505982,0.000171678479211648,0.00602116154355273,161
"GO_ORA","GO:BP","DOWN","GO:0000725","recombinational repair",1.37973066452448,0.000171796297917685,0.00602116154355273,65
"GO_ORA","GO:BP","DOWN","GO:0042770","signal transduction in response to DNA damage",1.36605581918082,0.000174274069401626,0.00602116154355273,69
"GO_ORA","GO:BP","DOWN","GO:0007052","mitotic spindle organization",1.43846735456324,0.000174912254756924,0.00602116154355273,51
"GO_ORA","GO:BP","DOWN","GO:0016053","organic acid biosynthetic process",1.30041011619959,0.000180574863811447,0.00616058980860482,96
"GO_ORA","GO:BP","DOWN","GO:0071396","cellular response to lipid",1.20956738530996,0.000182943243580496,0.00618615718860924,178
"GO_ORA","GO:BP","DOWN","GO:0033993","response to lipid",1.16812041894823,0.000200823868242512,0.00673121552835014,257
"GO_ORA","GO:BP","DOWN","GO:0048863","stem cell differentiation",1.31297446514838,0.00020436521455095,0.00679034992054874,88
"GO_ORA","GO:BP","DOWN","GO:0006753","nucleoside phosphate metabolic process",1.20793650793651,0.000218745589736693,0.00720550354577311,176
"GO_ORA","GO:BP","DOWN","GO:0000380","alternative mRNA splicing, via spliceosome",1.66046990643765,0.000241589140479467,0.00788995573495695,25
"GO_ORA","GO:BP","DOWN","GO:0000077","DNA damage checkpoint signaling",1.42984908609909,0.000255578398088284,0.00827608907279636,50
"GO_ORA","GO:BP","DOWN","GO:0071459","protein localization to chromosome, centromeric region",1.69130720470006,0.000259844844214453,0.00832070216276453,23
"GO_ORA","GO:BP","DOWN","GO:0019752","carboxylic acid metabolic process",1.17165919398062,0.000261311307590952,0.00832070216276453,239
"GO_ORA","GO:BP","DOWN","GO:0072089","stem cell proliferation",1.44436098727143,0.000268117995175522,0.00846688405817437,47
"GO_ORA","GO:BP","DOWN","GO:0072091","regulation of stem cell proliferation",1.50464119214119,0.0002742559203096,0.00858972381987789,38
"GO_ORA","GO:BP","DOWN","GO:0045596","negative regulation of cell differentiation",1.19139947589502,0.000290837259745612,0.00903499574562747,195
"GO_ORA","GO:BP","DOWN","GO:0051054","positive regulation of DNA metabolic process",1.2938202000702,0.000294387733611778,0.00907154051791813,93
"GO_ORA","GO:BP","DOWN","GO:0002262","myeloid cell homeostasis",1.35892857142857,0.00030121109201095,0.00920754748631366,66
"GO_ORA","GO:BP","DOWN","GO:0002064","epithelial cell development",1.32243603280189,0.000304279539629912,0.0092275248860199,79
"GO_ORA","GO:BP","DOWN","GO:0046599","regulation of centriole replication",1.92171717171717,0.000329531305021714,0.00983715984563175,14
"GO_ORA","GO:BP","DOWN","GO:0150146","cell junction disassembly",1.92171717171717,0.000329531305021714,0.00983715984563175,14
"GO_ORA","GO:BP","DOWN","GO:0043436","oxoacid metabolic process",1.16691758670681,0.000334593828644576,0.00991085759265451,242
"GO_ORA","GO:BP","DOWN","GO:0051298","centrosome duplication",1.55679178545032,0.000370186821601926,0.010797735334793,31
"GO_ORA","GO:BP","DOWN","GO:2000736","regulation of stem cell differentiation",1.55679178545032,0.000370186821601926,0.010797735334793,31
"GO_ORA","GO:BP","DOWN","GO:0010212","response to ionizing radiation",1.39905233655234,0.00039809991639029,0.0114959752253652,53
"GO_ORA","GO:BP","DOWN","GO:0001525","angiogenesis",1.19934008191584,0.000404372939313279,0.0114959752253652,173
"GO_ORA","GO:BP","DOWN","GO:0006082","organic acid metabolic process",1.16419114374722,0.000404569057288497,0.0114959752253652,242
"GO_ORA","GO:BP","DOWN","GO:1901976","regulation of cell cycle checkpoint",1.64718614718615,0.000406159455276331,0.0114959752253652,24
"GO_ORA","GO:BP","DOWN","GO:0007160","cell-matrix adhesion",1.30454628069132,0.000416884778723388,0.0117127844176927,83
"GO_ORA","GO:BP","DOWN","GO:0030097","hemopoiesis",1.15733667204255,0.000430740619301239,0.0120137414372916,258
"GO_ORA","GO:BP","DOWN","GO:0090329","regulation of DNA-templated DNA replication",1.67768959435626,0.000444699073401711,0.0123131780049444,22
"GO_ORA","GO:BP","DOWN","GO:0032870","cellular response to hormone stimulus",1.18935024602726,0.00045025705640873,0.0123773806494789,186
"GO_ORA","GO:BP","DOWN","GO:0000724","double-strand break repair via homologous recombination",1.35805240858432,0.000466948019939287,0.0127445211457114,62
"GO_ORA","GO:BP","DOWN","GO:0001501","skeletal system development",1.19531545076847,0.000506957463768329,0.0136667659143057,173
"GO_ORA","GO:BP","DOWN","GO:0035194","regulatory ncRNA-mediated post-transcriptional gene silencing",1.45548775936707,0.000507891658909046,0.0136667659143057,41
"GO_ORA","GO:BP","DOWN","GO:0043542","endothelial cell migration",1.30294997970779,0.000515131689210746,0.0137646524242548,81
"GO_ORA","GO:BP","DOWN","GO:0030099","myeloid cell differentiation",1.22967021404521,0.000549027321387869,0.0145684881333185,129
"GO_ORA","GO:BP","DOWN","GO:0043009","chordate embryonic development",1.17413062144467,0.000573161964374999,0.0149202023275881,207
"GO_ORA","GO:BP","DOWN","GO:0048871","multicellular organismal-level homeostasis",1.15938043654165,0.000577381234046319,0.0149202023275881,241
"GO_ORA","GO:BP","DOWN","GO:0000910","cytokinesis",1.35757100042814,0.000581631758656647,0.0149202023275881,60
"GO_ORA","GO:BP","DOWN","GO:0002520","immune system development",1.35757100042814,0.000581631758656647,0.0149202023275881,60
"GO_ORA","GO:BP","DOWN","GO:0072521","purine-containing compound metabolic process",1.20698984923123,0.000581805685804434,0.0149202023275881,153
"GO_ORA","GO:BP","DOWN","GO:0048545","response to steroid hormone",1.25693710359408,0.000592129618336283,0.0150837229091979,105
"GO_ORA","GO:BP","DOWN","GO:0009792","embryo development ending in birth or egg hatching",1.17101171514918,0.000617886813172496,0.0156356161158324,211
"GO_ORA","GO:BP","DOWN","GO:0001944","vasculature development",1.16096854952277,0.000623135479351619,0.0156646938368863,234
"GO_ORA","GO:BP","DOWN","GO:0016051","carbohydrate biosynthetic process",1.33833874458874,0.000630027751238998,0.0157344391950297,65
"GO_ORA","GO:BP","DOWN","GO:0034101","erythrocyte homeostasis",1.38134281330484,0.000642383840176579,0.0158432275073633,53
"GO_ORA","GO:BP","DOWN","GO:0060284","regulation of cell development",1.15971339718356,0.000642676377536982,0.0158432275073633,236
"GO_ORA","GO:BP","DOWN","GO:0000086","G2/M transition of mitotic cell cycle",1.36467456961643,0.000650342153486303,0.0159294333141382,57
"GO_ORA","GO:BP","DOWN","GO:0014070","response to organic cyclic compound",1.15140479038505,0.000703840365582727,0.0171300068861234,255
"GO_ORA","GO:BP","DOWN","GO:0098727","maintenance of cell number",1.34375712007291,0.000712528518892086,0.0172317023556181,62
"GO_ORA","GO:BP","DOWN","GO:0045667","regulation of osteoblast differentiation",1.37265512265512,0.000723870168095152,0.0173958868598835,54
"GO_ORA","GO:BP","DOWN","GO:0048598","embryonic morphogenesis",1.17923553719008,0.000734219693019712,0.0174907157255337,189
"GO_ORA","GO:BP","DOWN","GO:0048568","embryonic organ development",1.20871453108295,0.000736971066176412,0.0174907157255337,145
"GO_ORA","GO:BP","DOWN","GO:0010824","regulation of centrosome duplication",1.66302447552448,0.000755492639926211,0.0177088854068499,21
"GO_ORA","GO:BP","DOWN","GO:0030261","chromosome condensation",1.66302447552448,0.000755492639926211,0.0177088854068499,21
"GO_ORA","GO:BP","DOWN","GO:0008284","positive regulation of cell population proliferation",1.1482788045288,0.000760067313054329,0.0177088854068499,261
"GO_ORA","GO:BP","DOWN","GO:0043534","blood vessel endothelial cell migration",1.40249545140849,0.000770484286730438,0.0178427940084943,47
"GO_ORA","GO:BP","DOWN","GO:0006397","mRNA processing",1.23329927263937,0.000796083464376435,0.0183245591356148,118
"GO_ORA","GO:BP","DOWN","GO:0051984","positive regulation of chromosome segregation",1.70089873894222,0.000814992251680941,0.0186474747784546,19
"GO_ORA","GO:BP","DOWN","GO:1903046","meiotic cell cycle process",1.32085681613984,0.000820969940021116,0.0186724366057434,68
"GO_ORA","GO:BP","DOWN","GO:0007507","heart development",1.17398135490241,0.000827868831630199,0.0187179312290104,195
"GO_ORA","GO:BP","DOWN","GO:0016071","mRNA metabolic process",1.17746104558031,0.000864564204891371,0.0194326195898184,187
"GO_ORA","GO:BP","DOWN","GO:0006412","translation",1.19361315013489,0.000887360654375077,0.0198283728863129,160
"GO_ORA","GO:BP","DOWN","GO:0001568","blood vessel development",1.15882442515608,0.000927216676477916,0.0205985100098827,224
"GO_ORA","GO:BP","DOWN","GO:0150115","cell-substrate junction organization",1.40385182998819,0.000960945645309839,0.0212244155307254,45
"GO_ORA","GO:BP","DOWN","GO:0051170","import into nucleus",1.36407602813853,0.00101138847661169,0.0222101643684238,53
"GO_ORA","GO:BP","DOWN","GO:0051321","meiotic cell cycle",1.27043612415953,0.00105940694451805,0.0230039394476829,87
"GO_ORA","GO:BP","DOWN","GO:0030335","positive regulation of cell migration",1.17941726558231,0.00105957539274176,0.0230039394476829,177
"GO_ORA","GO:BP","DOWN","GO:0015980","energy derivation by oxidation of organic compounds",1.27906500065591,0.00109149912384084,0.0235631389803285,82
"GO_ORA","GO:BP","DOWN","GO:0051653","spindle localization",1.54423701298701,0.00110498380126466,0.0237202318071598,27
"GO_ORA","GO:BP","DOWN","GO:0061028","establishment of endothelial barrier",1.61777210884354,0.00112249791375499,0.0239189328967253,22
"GO_ORA","GO:BP","DOWN","GO:2000147","positive regulation of cell motility",1.17656153370439,0.001126759648854,0.0239189328967253,180
"GO_ORA","GO:BP","DOWN","GO:0141193","nuclear receptor-mediated signaling pathway",1.32363172541744,0.00116337685992106,0.0245598022769028,63
"GO_ORA","GO:BP","DOWN","GO:0001885","endothelial cell development",1.50657269559709,0.00117029904244371,0.0245701881091421,30
"GO_ORA","GO:BP","DOWN","GO:0009141","nucleoside triphosphate metabolic process",1.28480519480519,0.001186268625527,0.0247693707832212,78
"GO_ORA","GO:BP","DOWN","GO:0048144","fibroblast proliferation",1.40533738748024,0.001199044455548,0.024900065066586,43
"GO_ORA","GO:BP","DOWN","GO:0061644","protein localization to CENP-A containing chromatin",1.9005994005994,0.0012257323031191,0.0253166899591598,12
"GO_ORA","GO:BP","DOWN","GO:0007224","smoothened signaling pathway",1.36374177770282,0.00126208260680858,0.0259273336882578,51
"GO_ORA","GO:BP","DOWN","GO:0007099","centriole replication",1.64718614718615,0.00127338653147805,0.0260196628723069,20
"GO_ORA","GO:BP","DOWN","GO:0001503","ossification",1.20107323232323,0.00129128047848899,0.0262449503746642,140
"GO_ORA","GO:BP","DOWN","GO:0007017","microtubule-based process",1.13819539673577,0.00133579360440989,0.0269760096700314,267
"GO_ORA","GO:BP","DOWN","GO:1902115","regulation of organelle assembly",1.27688848619081,0.00134136907587897,0.0269760096700314,80
"GO_ORA","GO:BP","DOWN","GO:0019318","hexose metabolic process",1.28686417748918,0.0013706825536439,0.0271324996271841,75
"GO_ORA","GO:BP","DOWN","GO:0043069","negative regulation of programmed cell death",1.14653328110405,0.00137324950053519,0.0271324996271841,240
"GO_ORA","GO:BP","DOWN","GO:0006913","nucleocytoplasmic transport",1.25447951606892,0.00137755363120937,0.0271324996271841,92
"GO_ORA","GO:BP","DOWN","GO:0051169","nuclear transport",1.25447951606892,0.00137755363120937,0.0271324996271841,92
"GO_ORA","GO:BP","DOWN","GO:0021955","central nervous system neuron axonogenesis",1.68462219598583,0.00140381256705511,0.027507906172254,18
"GO_ORA","GO:BP","DOWN","GO:0060021","roof of mouth development",1.45844606782107,0.00143377075976818,0.0278405832536655,34
"GO_ORA","GO:BP","DOWN","GO:0044839","cell cycle G2/M phase transition",1.32208361813625,0.00144514687038817,0.0278405832536655,61
"GO_ORA","GO:BP","DOWN","GO:0060322","head development",1.14885265700483,0.0014558949101424,0.0278405832536655,231
"GO_ORA","GO:BP","DOWN","GO:0040017","positive regulation of locomotion",1.17016717754295,0.00145634225461852,0.0278405832536655,183
"GO_ORA","GO:BP","DOWN","GO:0009142","nucleoside triphosphate biosynthetic process",1.48438286519682,0.0014572206110734,0.0278405832536655,31
"GO_ORA","GO:BP","DOWN","GO:0000122","negative regulation of transcription by RNA polymerase II",1.13854762821924,0.00147395128614338,0.0280201265708324,261
"GO_ORA","GO:BP","DOWN","GO:0008380","RNA splicing",1.22252096861472,0.00150831820511752,0.0285315012223899,114
"GO_ORA","GO:BP","DOWN","GO:0035239","tube morphogenesis",1.13673002344877,0.00153494578159201,0.0288921606802125,265
"GO_ORA","GO:BP","DOWN","GO:0062197","cellular response to chemical stress",1.23784078025149,0.00155505997352737,0.0288974755950711,101
"GO_ORA","GO:BP","DOWN","GO:0010389","regulation of G2/M transition of mitotic cell cycle",1.38289881760031,0.00155991408711178,0.0288974755950711,45
