"Analysis_Type","Collection","Direction","Term_ID","Term_Name","Enrichment_Score","pvalue","FDR","Gene_Count"
"GO_ORA","GO:BP","DOWN","GO:0010595","positive regulation of endothelial cell migration",1.38289881760031,0.00155991408711178,0.0288974755950711,45
"GO_ORA","GO:BP","DOWN","GO:0044093","positive regulation of molecular function",1.13584375335408,0.00156547894649331,0.0288974755950711,267
"GO_ORA","GO:BP","DOWN","GO:0032886","regulation of microtubule-based process",1.26589305755972,0.00159059753873938,0.0292199851499188,83
"GO_ORA","GO:BP","DOWN","GO:0051093","negative regulation of developmental process",1.13891666901428,0.00162607132721139,0.0297287278659146,255
"GO_ORA","GO:BP","DOWN","GO:0071897","DNA biosynthetic process",1.32689995189995,0.00164949408050132,0.0300133509384451,58
"GO_ORA","GO:BP","DOWN","GO:0048872","homeostasis of number of cells",1.232995444478,0.00168741215065211,0.0305577755393723,103
"GO_ORA","GO:BP","DOWN","GO:0051493","regulation of cytoskeleton organization",1.17362012987013,0.00172546510523202,0.0309694067947786,171
"GO_ORA","GO:BP","DOWN","GO:0043536","positive regulation of blood vessel endothelial cell migration",1.52952999381571,0.00173445741084807,0.0309694067947786,26
"GO_ORA","GO:BP","DOWN","GO:0051293","establishment of spindle localization",1.52952999381571,0.00173445741084807,0.0309694067947786,26
"GO_ORA","GO:BP","DOWN","GO:0007409","axonogenesis",1.19204260651629,0.00175236562647159,0.031105100349857,143
"GO_ORA","GO:BP","DOWN","GO:0006275","regulation of DNA replication",1.37265512265512,0.00175833790407456,0.031105100349857,46
"GO_ORA","GO:BP","DOWN","GO:0007405","neuroblast proliferation",1.46416546416546,0.00177719512596069,0.0312938069718036,32
"GO_ORA","GO:BP","DOWN","GO:0022904","respiratory electron transport chain",1.49276244588745,0.00179342514365203,0.0313264163913528,29
"GO_ORA","GO:BP","DOWN","GO:0019827","stem cell population maintenance",1.32043454733672,0.00179544378243001,0.0313264163913528,59
"GO_ORA","GO:BP","DOWN","GO:0048514","blood vessel morphogenesis",1.15965691396726,0.00181263368105537,0.0313380033284425,196
"GO_ORA","GO:BP","DOWN","GO:1902806","regulation of cell cycle G1/S phase transition",1.3047018987613,0.00183044956550964,0.0313380033284425,64
"GO_ORA","GO:BP","DOWN","GO:0046365","monosaccharide catabolic process",1.60143097643098,0.00184327012276197,0.0313380033284425,21
"GO_ORA","GO:BP","DOWN","GO:1900087","positive regulation of G1/S transition of mitotic cell cycle",1.60143097643098,0.00184327012276197,0.0313380033284425,21
"GO_ORA","GO:BP","DOWN","GO:0045765","regulation of angiogenesis",1.24622636135794,0.00184396702038861,0.0313380033284425,92
"GO_ORA","GO:BP","DOWN","GO:0034599","cellular response to oxidative stress",1.26706626706627,0.00184531631169548,0.0313380033284425,80
"GO_ORA","GO:BP","DOWN","GO:0006606","protein import into nucleus",1.34625790875791,0.00194030278514558,0.032660788824848,51
"GO_ORA","GO:BP","DOWN","GO:0043547","positive regulation of GTPase activity",1.34625790875791,0.00194030278514558,0.032660788824848,51
"GO_ORA","GO:BP","DOWN","GO:0051225","spindle assembly",1.36298853728431,0.00196829554545371,0.0329866704986009,47
"GO_ORA","GO:BP","DOWN","GO:1901293","nucleoside phosphate biosynthetic process",1.2495894909688,0.00204678234065524,0.0340952257544783,88
"GO_ORA","GO:BP","DOWN","GO:0005996","monosaccharide metabolic process",1.25997447825806,0.00205228838219105,0.0340952257544783,82
"GO_ORA","GO:BP","DOWN","GO:0043066","negative regulation of apoptotic process",1.14278464756934,0.00206329771515557,0.0341297366416711,232
"GO_ORA","GO:BP","DOWN","GO:0009199","ribonucleoside triphosphate metabolic process",1.28234886458571,0.00208038490236169,0.0342509149993728,71
"GO_ORA","GO:BP","DOWN","GO:0007080","mitotic metaphase chromosome alignment",1.54423701298701,0.00209751471194506,0.0342509149993728,24
"GO_ORA","GO:BP","DOWN","GO:0010634","positive regulation of epithelial cell migration",1.54423701298701,0.00209751471194506,0.0342509149993728,24
"GO_ORA","GO:BP","DOWN","GO:0000381","regulation of alternative mRNA splicing, via spliceosome",1.63002795815296,0.0021280452570523,0.0342930374373954,19
"GO_ORA","GO:BP","DOWN","GO:0019320","hexose catabolic process",1.63002795815296,0.0021280452570523,0.0342930374373954,19
"GO_ORA","GO:BP","DOWN","GO:0046889","positive regulation of lipid biosynthetic process",1.44566869300912,0.00212910771159472,0.0342930374373954,33
"GO_ORA","GO:BP","DOWN","GO:0071456","cellular response to hypoxia",1.33833874458874,0.00213599332357992,0.0342930374373954,52
"GO_ORA","GO:BP","DOWN","GO:0030218","erythrocyte differentiation",1.35385162782423,0.0021893980234183,0.0347128841450466,48
"GO_ORA","GO:BP","DOWN","GO:0048706","embryonic skeletal system development",1.35385162782423,0.0021893980234183,0.0347128841450466,48
"GO_ORA","GO:BP","DOWN","GO:0051053","negative regulation of DNA metabolic process",1.35385162782423,0.0021893980234183,0.0347128841450466,48
"GO_ORA","GO:BP","DOWN","GO:0030199","collagen fibril organization",1.47070191713049,0.00220175564105168,0.0347645627534476,30
"GO_ORA","GO:BP","DOWN","GO:0061351","neural precursor cell proliferation",1.31867430322487,0.00223103677446868,0.0350819297869669,57
"GO_ORA","GO:BP","DOWN","GO:0030031","cell projection assembly",1.16609051681867,0.00225688157316236,0.0353428822716971,175
"GO_ORA","GO:BP","DOWN","GO:0001667","ameboidal-type cell migration",1.25329380764163,0.00226822306520982,0.0353755090299104,84
"GO_ORA","GO:BP","DOWN","GO:0048704","embryonic skeletal system morphogenesis",1.41078443161777,0.00233705884583483,0.0363009140367156,37
"GO_ORA","GO:BP","DOWN","GO:0006270","DNA replication initiation",1.66679550608122,0.0023974550335735,0.0370882666604381,17
"GO_ORA","GO:BP","DOWN","GO:0030879","mammary gland development",1.34520202020202,0.00242122938834339,0.037305019862846,49
"GO_ORA","GO:BP","DOWN","GO:0016441","post-transcriptional gene silencing",1.3839063941523,0.00243935109558649,0.0374332888479347,41
"GO_ORA","GO:BP","DOWN","GO:0000018","regulation of DNA recombination",1.36256207028266,0.00246019829393779,0.0374661320620316,45
"GO_ORA","GO:BP","DOWN","GO:0034097","response to cytokine",1.13334353877117,0.00250931515846193,0.0374661320620316,251
"GO_ORA","GO:BP","DOWN","GO:2000278","regulation of DNA biosynthetic process",1.42868186235533,0.00251158901083005,0.0374661320620316,34
"GO_ORA","GO:BP","DOWN","GO:0007566","embryo implantation",1.561986863711,0.00251993282174794,0.0374661320620316,22
"GO_ORA","GO:BP","DOWN","GO:0031297","replication fork processing",1.561986863711,0.00251993282174794,0.0374661320620316,22
"GO_ORA","GO:BP","DOWN","GO:0035384","thioester biosynthetic process",1.561986863711,0.00251993282174794,0.0374661320620316,22
"GO_ORA","GO:BP","DOWN","GO:0071616","acyl-CoA biosynthetic process",1.561986863711,0.00251993282174794,0.0374661320620316,22
"GO_ORA","GO:BP","DOWN","GO:1902116","negative regulation of organelle assembly",1.561986863711,0.00251993282174794,0.0374661320620316,22
"GO_ORA","GO:BP","DOWN","GO:0048562","embryonic organ morphogenesis",1.23538961038961,0.00254808972834331,0.0375922199304458,93
"GO_ORA","GO:BP","DOWN","GO:1901342","regulation of vasculature development",1.23538961038961,0.00254808972834331,0.0375922199304458,93
"GO_ORA","GO:BP","DOWN","GO:0031111","negative regulation of microtubule polymerization or depolymerization",1.7158189033189,0.00259861530957631,0.038190176411992,15
"GO_ORA","GO:BP","DOWN","GO:0008589","regulation of smoothened signaling pathway",1.4506468909878,0.00265032643551064,0.0386940673150384,31
"GO_ORA","GO:BP","DOWN","GO:0071560","cellular response to transforming growth factor beta stimulus",1.23276670251193,0.00265315519413583,0.0386940673150384,94
"GO_ORA","GO:BP","DOWN","GO:0010811","positive regulation of cell-substrate adhesion",1.3370017428459,0.00266335320566013,0.0386951056095508,50
"GO_ORA","GO:BP","DOWN","GO:0042752","regulation of circadian rhythm",1.39716682127396,0.00268471705515034,0.0388577468508602,38
"GO_ORA","GO:BP","DOWN","GO:0009205","purine ribonucleoside triphosphate metabolic process",1.27547599892733,0.00272039094539975,0.0392254980409179,70
"GO_ORA","GO:BP","DOWN","GO:0000377","RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",1.26195712889261,0.00276900520828983,0.0396273956479089,76
"GO_ORA","GO:BP","DOWN","GO:0000398","mRNA splicing, via spliceosome",1.26195712889261,0.00276900520828983,0.0396273956479089,76
"GO_ORA","GO:BP","DOWN","GO:0044283","small molecule biosynthetic process",1.16652261276835,0.00283263522064371,0.0403867472542682,166
"GO_ORA","GO:BP","DOWN","GO:0048732","gland development",1.17886851710381,0.00287745347703163,0.0408732385898055,146
"GO_ORA","GO:CC","UP","GO:0005770","late endosome",1.35878399036976,2.12843766535208e-06,0.00102613100076974,107
"GO_ORA","GO:CC","UP","GO:0031902","late endosome membrane",1.41719900303986,3.9835858582501e-05,0.00960253854251865,62
"GO_ORA","GO:MF","UP","GO:0004930","G protein-coupled receptor activity",1.31535874439462,2.04987029838273e-05,0.0154927039393558,108
"GSEA","GO_BP","DOWN","GOBP_MITOTIC_NUCLEAR_DIVISION","GOBP_MITOTIC_NUCLEAR_DIVISION",-1.74947580570224,1.5882124397949e-09,6.27026271231027e-06,276
"GSEA","GO_BP","DOWN","GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION","GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION",-1.77270536707063,5.23203379225814e-09,6.88535647061172e-06,192
"GSEA","GO_BP","DOWN","GOBP_PROTEIN_DNA_COMPLEX_ORGANIZATION","GOBP_PROTEIN_DNA_COMPLEX_ORGANIZATION",-1.75803016991022,4.75517511596655e-09,6.88535647061172e-06,225
"GSEA","GO_BP","DOWN","GOBP_NUCLEOSOME_ORGANIZATION","GOBP_NUCLEOSOME_ORGANIZATION",-1.79539549739433,1.40885711262247e-08,1.39054197015838e-05,116
"GSEA","GO_BP","DOWN","GOBP_SISTER_CHROMATID_SEGREGATION","GOBP_SISTER_CHROMATID_SEGREGATION",-1.69157697927498,2.60711545983956e-07,0.000171548197257443,232
"GSEA","GO_BP","DOWN","GOBP_CHROMOSOME_SEGREGATION","GOBP_CHROMOSOME_SEGREGATION",-1.59863542230448,2.55355218255017e-07,0.000171548197257443,417
"GSEA","GO_BP","DOWN","GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE","GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE",-1.6259980075973,3.89791574340893e-07,0.000219842447928264,312
"GSEA","GO_BP","DOWN","GOBP_MITOTIC_CELL_CYCLE_PHASE_TRANSITION","GOBP_MITOTIC_CELL_CYCLE_PHASE_TRANSITION",-1.59373715796999,7.26684808394061e-07,0.000319273628722263,415
"GSEA","GO_BP","DOWN","GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE","GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE",-1.56660297262663,7.27827421099384e-07,0.000319273628722263,477
"GSEA","GO_BP","DOWN","GOBP_NUCLEAR_CHROMOSOME_SEGREGATION","GOBP_NUCLEAR_CHROMOSOME_SEGREGATION",-1.63498615134625,1.004351179406e-06,0.000396517845629488,310
"GSEA","GO_BP","DOWN","GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION_INVOLVED_IN_MITOSIS","GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION_INVOLVED_IN_MITOSIS",-1.68654343420041,1.67768500404664e-06,0.000602136399634193,167
"GSEA","GO_BP","DOWN","GOBP_SPINDLE_ORGANIZATION","GOBP_SPINDLE_ORGANIZATION",-1.66902278322685,1.92306865087028e-06,0.000632689586136321,204
"GSEA","GO_BP","DOWN","GOBP_MITOTIC_SPINDLE_ORGANIZATION","GOBP_MITOTIC_SPINDLE_ORGANIZATION",-1.70806969713135,2.80807354116888e-06,0.000852790333887289,136
"GSEA","GO_BP","DOWN","GOBP_OSTEOBLAST_DIFFERENTIATION","GOBP_OSTEOBLAST_DIFFERENTIATION",-1.63997031027416,3.76422092465751e-06,0.00106151030075342,228
"GSEA","GO_BP","DOWN","GOBP_CHROMOSOME_SEPARATION","GOBP_CHROMOSOME_SEPARATION",-1.73280250958627,4.46466436832827e-06,0.00110384155908119,81
"GSEA","GO_BP","DOWN","GOBP_SKELETAL_SYSTEM_DEVELOPMENT","GOBP_SKELETAL_SYSTEM_DEVELOPMENT",-1.53089238950116,4.47352202261882e-06,0.00110384155908119,487
"GSEA","GO_BP","DOWN","GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_PROCESS","GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_PROCESS",-1.62278624863831,5.38212078493167e-06,0.00124991840346531,244
"GSEA","GO_BP","DOWN","GOBP_REGULATION_OF_MITOTIC_NUCLEAR_DIVISION","GOBP_REGULATION_OF_MITOTIC_NUCLEAR_DIVISION",-1.69867641728883,5.77111875826738e-06,0.00126579871431331,116
"GSEA","GO_BP","DOWN","GOBP_ORGANELLE_FISSION","GOBP_ORGANELLE_FISSION",-1.51197996967365,6.49173768462397e-06,0.00134891475678397,473
"GSEA","GO_BP","DOWN","GOBP_OSSIFICATION","GOBP_OSSIFICATION",-1.55459704458761,7.0812885016126e-06,0.00139784635021833,398
"GSEA","GO_BP","DOWN","GOBP_POSITIVE_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION","GOBP_POSITIVE_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION",-1.70536451457919,8.67677554682347e-06,0.00155799041055937,89
"GSEA","GO_BP","DOWN","GOBP_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION","GOBP_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION",-1.61502106495278,8.68181079845644e-06,0.00155799041055937,282
"GSEA","GO_BP","DOWN","GOBP_POSITIVE_REGULATION_OF_MITOTIC_CELL_CYCLE","GOBP_POSITIVE_REGULATION_OF_MITOTIC_CELL_CYCLE",-1.69552875354227,9.31059890078109e-06,0.0015674133005419,121
"GSEA","GO_BP","DOWN","GOBP_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION","GOBP_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION",-1.52627667826371,9.5283483315617e-06,0.0015674133005419,420
"GSEA","GO_BP","DOWN","GOBP_REGULATION_OF_NUCLEAR_DIVISION","GOBP_REGULATION_OF_NUCLEAR_DIVISION",-1.66559784114146,1.77432096226897e-05,0.00265147012998916,139
"GSEA","GO_BP","DOWN","GOBP_TELOMERE_ORGANIZATION","GOBP_TELOMERE_ORGANIZATION",-1.63799716498055,1.74211173212876e-05,0.00265147012998916,184
"GSEA","GO_BP","DOWN","GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION","GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION",-1.55230471496029,1.81331543844244e-05,0.00265147012998916,317
"GSEA","GO_BP","DOWN","GOBP_MITOTIC_SISTER_CHROMATID_SEPARATION","GOBP_MITOTIC_SISTER_CHROMATID_SEPARATION",-1.69560661107964,2.56034094270053e-05,0.00348559518682127,63
"GSEA","GO_BP","DOWN","GOBP_CELL_SUBSTRATE_ADHESION","GOBP_CELL_SUBSTRATE_ADHESION",-1.55374217587693,2.49703392283153e-05,0.00348559518682127,329
"GSEA","GO_BP","DOWN","GOBP_CHROMOSOME_CONDENSATION","GOBP_CHROMOSOME_CONDENSATION",-1.70650585092308,3.42445388418524e-05,0.00439915162183775,40
"GSEA","GO_BP","DOWN","GOBP_NEGATIVE_REGULATION_OF_DNA_RECOMBINATION","GOBP_NEGATIVE_REGULATION_OF_DNA_RECOMBINATION",-1.69797626264815,3.4542477273802e-05,0.00439915162183775,47
"GSEA","GO_BP","DOWN","GOBP_METAPHASE_CHROMOSOME_ALIGNMENT","GOBP_METAPHASE_CHROMOSOME_ALIGNMENT",-1.67451609149199,3.85560530516473e-05,0.00475685304524699,104
"GSEA","GO_BP","DOWN","GOBP_CELLULAR_RESPONSE_TO_OXYGEN_LEVELS","GOBP_CELLULAR_RESPONSE_TO_OXYGEN_LEVELS",-1.63048904954644,5.37534567420751e-05,0.00643086809750644,164
"GSEA","GO_BP","DOWN","GOBP_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE","GOBP_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE",-1.68981621677145,7.20893395940499e-05,0.00837084449168556,55
"GSEA","GO_BP","DOWN","GOBP_PROTEIN_LOCALIZATION_TO_CHROMATIN","GOBP_PROTEIN_LOCALIZATION_TO_CHROMATIN",-1.66535397654087,7.49364845333113e-05,0.00845283545535751,60
"GSEA","GO_BP","DOWN","GOBP_NEGATIVE_REGULATION_OF_CHROMOSOME_SEGREGATION","GOBP_NEGATIVE_REGULATION_OF_CHROMOSOME_SEGREGATION",-1.67023982469052,8.50275128287708e-05,0.00932468390688853,51
"GSEA","GO_BP","DOWN","GOBP_CONNECTIVE_TISSUE_DEVELOPMENT","GOBP_CONNECTIVE_TISSUE_DEVELOPMENT",-1.54200339153859,9.28263168770695e-05,0.00990481889272082,277
"GSEA","GO_BP","DOWN","GOBP_MITOTIC_METAPHASE_CHROMOSOME_ALIGNMENT","GOBP_MITOTIC_METAPHASE_CHROMOSOME_ALIGNMENT",-1.66153383203791,0.000106123910989602,0.0110257158049197,64
"GSEA","GO_BP","DOWN","GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION","GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION",-1.66208017285549,0.000126737916891675,0.0125090323972083,110
"GSEA","GO_BP","DOWN","GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME","GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME",-1.62592087180196,0.000124057244692067,0.0125090323972083,125
"GSEA","GO_BP","DOWN","GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME_CENTROMERIC_REGION","GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME_CENTROMERIC_REGION",-1.66628294093765,0.000155363021712666,0.0129032252680505,39
"GSEA","GO_BP","DOWN","GOBP_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEGREGATION","GOBP_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEGREGATION",-1.65954262340123,0.000146191560031603,0.0129032252680505,56
"GSEA","GO_BP","DOWN","GOBP_NEGATIVE_REGULATION_OF_NUCLEAR_DIVISION","GOBP_NEGATIVE_REGULATION_OF_NUCLEAR_DIVISION",-1.65183340270359,0.000148071954765699,0.0129032252680505,63
"GSEA","GO_BP","DOWN","GOBP_CHROMOSOME_LOCALIZATION","GOBP_CHROMOSOME_LOCALIZATION",-1.61224801169502,0.000160146412901336,0.0129032252680505,122
"GSEA","GO_BP","DOWN","GOBP_NEURAL_PRECURSOR_CELL_PROLIFERATION","GOBP_NEURAL_PRECURSOR_CELL_PROLIFERATION",-1.61087929284233,0.000153282177923158,0.0129032252680505,153
"GSEA","GO_BP","DOWN","GOBP_CYTOKINESIS","GOBP_CYTOKINESIS",-1.58369244701108,0.000160050085021661,0.0129032252680505,179
"GSEA","GO_BP","DOWN","GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC","GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC",-1.57427088447399,0.000153716221960542,0.0129032252680505,189
"GSEA","GO_BP","DOWN","GOBP_CELL_MATRIX_ADHESION","GOBP_CELL_MATRIX_ADHESION",-1.56561102656415,0.000148526787376751,0.0129032252680505,217
"GSEA","GO_BP","DOWN","GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE","GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE",-1.5108781925592,0.000143360671570255,0.0129032252680505,354
"GSEA","GO_BP","DOWN","GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_SEPARATION","GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_SEPARATION",-1.64962326452132,0.00016612458845939,0.0131171975047535,31
"GSEA","GO_BP","DOWN","GOBP_RESPONSE_TO_OXYGEN_LEVELS","GOBP_RESPONSE_TO_OXYGEN_LEVELS",-1.50481819059894,0.000205296573425011,0.0158923700369008,324
"GSEA","GO_BP","DOWN","GOBP_NEGATIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION","GOBP_NEGATIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION",-1.63399040085885,0.000226123878013288,0.0171680205845473,94
"GSEA","GO_BP","DOWN","GOBP_REGULATION_OF_CYTOKINESIS","GOBP_REGULATION_OF_CYTOKINESIS",-1.63657319852316,0.00023505582432854,0.0171851924897977,84
"GSEA","GO_BP","DOWN","GOBP_POSITIVE_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEPARATION","GOBP_POSITIVE_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEPARATION",-1.62089594922649,0.00023141333690398,0.0171851924897977,20
"GSEA","GO_BP","DOWN","GOBP_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION","GOBP_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION",-1.60821051936315,0.000291827824984274,0.0209479318734166,131
"GSEA","GO_BP","DOWN","GOBP_SPINDLE_ASSEMBLY","GOBP_SPINDLE_ASSEMBLY",-1.59155718789482,0.000372709796322572,0.0262760406407413,134
"GSEA","GO_BP","DOWN","GOBP_MITOTIC_SPINDLE_ASSEMBLY","GOBP_MITOTIC_SPINDLE_ASSEMBLY",-1.61665825911533,0.000410443232474671,0.0280415738783115,75
"GSEA","GO_BP","DOWN","GOBP_HETEROCHROMATIN_FORMATION","GOBP_HETEROCHROMATIN_FORMATION",-1.58101152461407,0.000411958278860706,0.0280415738783115,144
"GSEA","GO_BP","DOWN","GOBP_REGULATION_OF_MICROTUBULE_BASED_PROCESS","GOBP_REGULATION_OF_MICROTUBULE_BASED_PROCESS",-1.5036795734551,0.000432014875938577,0.0289083852577204,261
"GSEA","GO_BP","DOWN","GOBP_CARTILAGE_DEVELOPMENT","GOBP_CARTILAGE_DEVELOPMENT",-1.54453044319544,0.00045438799702644,0.0298987302043397,190
"GSEA","GO_BP","DOWN","GOBP_DNA_RECOMBINATION","GOBP_DNA_RECOMBINATION",-1.48379401929024,0.000491275626164777,0.0317960028212875,322
"GSEA","GO_BP","DOWN","GOBP_REGULATION_OF_NEUROTRANSMITTER_UPTAKE","GOBP_REGULATION_OF_NEUROTRANSMITTER_UPTAKE",-1.611477263791,0.000529020947435372,0.0328917534012053,18
"GSEA","GO_BP","DOWN","GOBP_CELL_CYCLE_CHECKPOINT_SIGNALING","GOBP_CELL_CYCLE_CHECKPOINT_SIGNALING",-1.53562461334117,0.000529927373860202,0.0328917534012053,182
"GSEA","GO_BP","DOWN","GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION","GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION",-1.50142100275341,0.000533199649867563,0.0328917534012053,238
"GSEA","GO_BP","DOWN","GOBP_FORMATION_OF_PRIMARY_GERM_LAYER","GOBP_FORMATION_OF_PRIMARY_GERM_LAYER",-1.58676481090996,0.000628529444364303,0.0375974885810647,117
"GSEA","GO_BP","DOWN","GOBP_REGULATION_OF_MICROTUBULE_CYTOSKELETON_ORGANIZATION","GOBP_REGULATION_OF_MICROTUBULE_CYTOSKELETON_ORGANIZATION",-1.54101642145997,0.000643560089186386,0.0379220183896694,168
"GSEA","GO_BP","DOWN","GOBP_REGULATION_OF_CELL_DIVISION","GOBP_REGULATION_OF_CELL_DIVISION",-1.55849807241556,0.000664525639448028,0.0385815768314826,164
"GSEA","GO_BP","DOWN","GOBP_REGULATION_OF_FIBROBLAST_MIGRATION","GOBP_REGULATION_OF_FIBROBLAST_MIGRATION",-1.62680171493704,0.000705101617107541,0.0403440751353706,39
"GSEA","GO_BP","DOWN","GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION","GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION",-1.57954901838631,0.000744472459026309,0.0408614407893615,113
"GSEA","GO_BP","DOWN","GOBP_MAMMARY_GLAND_DEVELOPMENT","GOBP_MAMMARY_GLAND_DEVELOPMENT",-1.57001236105983,0.000745193449046106,0.0408614407893615,123
"GSEA","GO_BP","DOWN","GOBP_REGULATION_OF_REPRODUCTIVE_PROCESS","GOBP_REGULATION_OF_REPRODUCTIVE_PROCESS",-1.52909861589215,0.000737495701354039,0.0408614407893615,172
"GSEA","GO_BP","DOWN","GOBP_ROOF_OF_MOUTH_DEVELOPMENT","GOBP_ROOF_OF_MOUTH_DEVELOPMENT",-1.60012684735954,0.000763123543465699,0.0412713938301723,84
"GSEA","GO_BP","DOWN","GOBP_REGULATION_OF_DNA_RECOMBINATION","GOBP_REGULATION_OF_DNA_RECOMBINATION",-1.57560690762604,0.000838688034671277,0.0424505174472077,131
"GSEA","GO_BP","DOWN","GOBP_REGULATION_OF_CHROMOSOME_SEGREGATION","GOBP_REGULATION_OF_CHROMOSOME_SEGREGATION",-1.55778068418783,0.000829213663461829,0.0424505174472077,129
"GSEA","GO_BP","DOWN","GOBP_HEART_MORPHOGENESIS","GOBP_HEART_MORPHOGENESIS",-1.49640915410456,0.000813686272285572,0.0424505174472077,245
"GSEA","GO_BP","DOWN","GOBP_REGULATION_OF_DNA_METABOLIC_PROCESS","GOBP_REGULATION_OF_DNA_METABOLIC_PROCESS",-1.39489114407101,0.000822421126627865,0.0424505174472077,470
"GSEA","GO_BP","DOWN","GOBP_POSITIVE_REGULATION_OF_REPRODUCTIVE_PROCESS","GOBP_POSITIVE_REGULATION_OF_REPRODUCTIVE_PROCESS",-1.60499119043676,0.000920253451274996,0.0458682515090769,73
"GSEA","GO_BP","DOWN","GOBP_REGULATION_OF_TROPHOBLAST_CELL_MIGRATION","GOBP_REGULATION_OF_TROPHOBLAST_CELL_MIGRATION",-1.60220994215583,0.000929447852260931,0.0458682515090769,15
"GSEA","GO_BP","DOWN","GOBP_TROPHOBLAST_CELL_MIGRATION","GOBP_TROPHOBLAST_CELL_MIGRATION",-1.60299028798965,0.000987672422326852,0.0478655576775683,22
"GSEA","GO_BP","DOWN","GOBP_FIBROBLAST_PROLIFERATION","GOBP_FIBROBLAST_PROLIFERATION",-1.5498600762418,0.0010006664129332,0.0478655576775683,107
"GSEA","GO_BP","DOWN","GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA","GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA",-1.4696396309319,0.00100629211936124,0.0478655576775683,273
"GSEA","GO_BP","DOWN","GOBP_REGULATION_OF_SPINDLE_CHECKPOINT","GOBP_REGULATION_OF_SPINDLE_CHECKPOINT",-1.60008487341988,0.00102555536438251,0.0482011021259778,23
"GSEA","GO_BP","DOWN","GOBP_MICROTUBULE_DEPOLYMERIZATION","GOBP_MICROTUBULE_DEPOLYMERIZATION",-1.61060005576659,0.0010637881571318,0.0494098311100746,52
"GSEA","GO_BP","DOWN","GOBP_POSITIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION","GOBP_POSITIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",-1.58609863325345,0.00109621689136164,0.0503240033383228,62
"GSEA","GO_BP","DOWN","GOBP_CELL_SUBSTRATE_JUNCTION_ORGANIZATION","GOBP_CELL_SUBSTRATE_JUNCTION_ORGANIZATION",-1.55961331529291,0.00111564894002673,0.0506273794853509,99
"GSEA","GO_BP","DOWN","GOBP_GASTRULATION","GOBP_GASTRULATION",-1.51985290966835,0.00117687618767278,0.0527989453287742,175
