"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"E2F1_UP.V1_UP","E2F1_UP.V1_UP",184,-0.649215104954476,-1.43738607900549,0.00629362627302895,0.0999274781480209,0.0854994465437612,2205,"tags=23%, list=10%, signal=21%","10926/57697/1755/2926/5925/4173/92154/29089/55690/2146/6541/58516/7163/8502/23649/3839/6453/55696/25819/2237/7301/1111/9663/2068/4664/2627/151648/10733/790/55388/7298/3149/79733/699/4001/7083/9787/7422/9212/3833/675/7153"
"PRC2_EED_DN.V1_DN","PRC2_EED_DN.V1_DN",186,-0.648412439299429,-1.43696948571993,0.00641245849078209,0.0999274781480209,0.0854994465437612,2292,"tags=27%, list=10%, signal=24%","5424/3899/11186/9828/55723/7407/23457/80178/29763/6560/55690/55139/8318/2194/79792/6494/23649/79680/3162/11145/8971/7402/4007/8438/80380/2068/9351/790/5144/10460/55388/3619/80174/701/5210/5365/2026/11245/5347/6319/9493/768/8325/3070/4605/5098/2355/5905/9415/55143"
"GLI1_UP.V1_UP","GLI1_UP.V1_UP",24,0.817149753019269,1.651077510202,0.0104681593486479,0.113320846187748,0.0969590127809608,1271,"tags=17%, list=6%, signal=16%","7465/6449/80173/55527"
"KRAS.LUNG_UP.V1_DN","KRAS.LUNG_UP.V1_DN",103,0.580441146139246,1.487071379656,0.011,0.113320846187748,0.0969590127809608,1262,"tags=15%, list=6%, signal=15%","3866/3868/4804/3860/9935/10076/56603/5896/79703/1028/43/22802/1410/8495/867/79725"
"LTE2_UP.V1_DN","LTE2_UP.V1_DN",186,-0.643153161422949,-1.42531421606843,0.0082445894881484,0.113320846187748,0.0969590127809608,1654,"tags=24%, list=7%, signal=23%","1837/4886/7357/64761/22836/347902/8969/64860/8614/6566/51427/9830/9612/11098/5359/2037/306/4147/4071/7594/3956/467/11031/4940/55601/29968/8204/25939/29761/8365/11201/79365/1265/2674/8829/10486/8339/23089/23236/5796/8357/23657/58155/2202/857"
"GCNP_SHH_UP_LATE.V1_UP","GCNP_SHH_UP_LATE.V1_UP",171,-0.64467883656332,-1.41925301398511,0.0106247834622936,0.113320846187748,0.0969590127809608,2392,"tags=25%, list=10%, signal=23%","1654/51203/7155/5116/54468/9924/57697/9782/3192/4173/1164/58516/6426/23649/27332/4175/11004/64921/1111/122786/151648/6422/993/55388/55233/3619/983/6790/79745/79733/10769/55320/995/51260/7083/837/4017/9787/9212/3833/7153/6241/1462"
"P53_DN.V1_UP","P53_DN.V1_UP",180,-0.640133675227134,-1.41357993579737,0.00977685760294456,0.113320846187748,0.0969590127809608,1655,"tags=27%, list=7%, signal=25%","202/3659/6662/323/8099/7045/27063/3913/1012/7025/23057/4507/3673/3628/7464/29899/6337/9805/7368/329/4052/301/847/6385/23213/8871/3606/1525/9353/51308/558/1956/22943/51232/4016/10403/4082/51196/1278/9734/169611/3012/1268/1756/2202/3691/3491/9249/1009"
"ERBB2_UP.V1_DN","ERBB2_UP.V1_DN",192,-0.63670394792994,-1.41331858927919,0.00868869326626272,0.113320846187748,0.0969590127809608,1972,"tags=24%, list=9%, signal=22%","65986/23586/4609/11103/6744/4886/22836/8754/347902/64860/51427/84869/306/22824/4147/60496/4071/79675/7594/23189/10733/11031/10635/9263/55635/51133/55601/1062/8204/3983/23301/11201/1894/26953/51514/2674/7272/7071/23089/64151/8777/58155/3667/857/10150/9411"
"RAF_UP.V1_DN","RAF_UP.V1_DN",181,-0.634963411441301,-1.4032150336511,0.0117106773823192,0.113320846187748,0.0969590127809608,1682,"tags=23%, list=7%, signal=21%","4430/202/6662/323/8502/4886/5507/22836/26154/5165/8614/6566/22882/595/24140/2037/8706/4071/390/7035/23022/7837/2239/3983/10769/54541/8365/22903/205/22943/2674/8942/5376/23236/8777/4254/58155/3667/857/2820/3488"
"STK33_NOMO_UP","STK33_NOMO_UP",266,-0.603198346844101,-1.3632511896988,0.0121198765976201,0.113320846187748,0.0969590127809608,2110,"tags=23%, list=9%, signal=21%","9915/1612/283131/163486/132789/79717/168455/25780/4891/1326/151011/24145/2791/57561/6041/10135/2920/3162/51128/11015/55026/10333/25943/602/3575/5738/390/64651/5806/10123/9975/6781/2673/51133/444/161742/6385/92689/22822/3554/2034/8829/3572/8942/8339/51313/26128/54453/6482/9839/4254/1389/3176/58155/2/3667/817/23362/84159/1601"
"RB_P107_DN.V1_UP","RB_P107_DN.V1_UP",126,-0.654990423112109,-1.40479200511865,0.0201799173352784,0.150980392156863,0.129181084198385,2036,"tags=22%, list=9%, signal=20%","55723/5371/1719/5982/8318/55120/1017/27286/4175/7283/2237/994/8971/11270/6586/94239/1000/3619/79733/11167/4016/1289/51512/80114/1278/2200/6241/1009"
"CSR_LATE_UP.V1_UP","CSR_LATE_UP.V1_UP",154,-0.635262086665388,-1.38722614519995,0.0199296600234467,0.150980392156863,0.129181084198385,2292,"tags=26%, list=10%, signal=24%","5424/84056/55859/29902/55872/10611/6484/285761/8089/2146/84823/10953/7283/2237/26586/4502/4494/3575/83540/990/3835/1000/81610/983/9123/11130/7424/29128/2997/54443/11065/3486/26128/4605/4233/2305/55143/332/79801/6241"
"PGF_UP.V1_UP","PGF_UP.V1_UP",174,-0.625364032203255,-1.37781865370361,0.0201845444059977,0.150980392156863,0.129181084198385,1991,"tags=20%, list=9%, signal=18%","9823/25780/7103/3964/140890/9360/26036/3091/11037/8754/9988/23012/175/34/9169/3673/9236/9857/8767/10142/4052/23376/4750/221830/23213/2677/9655/2743/26278/10973/3572/134728/1295/5915/1462"
"RPS14_DN.V1_DN","RPS14_DN.V1_DN",178,-0.62289592454653,-1.3745969740875,0.0201520036849378,0.150980392156863,0.129181084198385,2356,"tags=31%, list=10%, signal=28%","4628/5424/3397/56967/55240/116987/7407/55872/10874/347733/1400/119/22837/1183/54821/6470/83461/4194/51659/7283/11004/7021/2022/8706/990/2068/9133/8444/790/79901/1317/25959/55388/55635/3619/29968/1062/56992/221830/9824/9156/79733/2013/79094/1894/5347/9700/7083/9493/222658/991/9787/4605/10112/586/4288"
"E2F3_UP.V1_UP","E2F3_UP.V1_UP",179,0.491240769701669,1.34648730430386,0.0198473282442748,0.150980392156863,0.129181084198385,1915,"tags=20%, list=8%, signal=19%","51655/4038/26577/56548/84915/7074/26033/25907/4884/23462/387763/8739/27346/283554/26996/90378/79683/116236/7483/65055/4324/1028/1959/9435/64858/84206/10656/163933/5426/2643/4277/8851/80139/9401/1633/84451"
"JAK2_DN.V1_UP","JAK2_DN.V1_UP",127,-0.65154320510385,-1.39809343722948,0.0220981058766391,0.158936376881982,0.135988343856241,2213,"tags=18%, list=10%, signal=16%","3899/64122/51310/1003/59/79006/2104/259217/26272/595/51268/7473/9472/1545/79776/1288/3018/5905/4254/1756/2042/3007/1009"
"ATM_DN.V1_DN","ATM_DN.V1_DN",101,-0.663345455570874,-1.39618659760513,0.0285821737495299,0.197958018191189,0.169375844441659,1293,"tags=12%, list=6%, signal=11%","215/56981/1183/5962/29899/10371/416/11069/6482/3691/51050/8358"
"GCNP_SHH_UP_EARLY.V1_UP","GCNP_SHH_UP_EARLY.V1_UP",161,-0.615672553234195,-1.35066577664951,0.0333759739504594,0.21155468630158,0.181009357263384,3229,"tags=31%, list=14%, signal=27%","9055/645638/8505/64225/54995/26225/51582/25896/10772/3842/8028/7072/7095/90120/7155/376497/9782/221937/9672/90231/23456/1719/29089/85415/1164/9113/23047/54908/6426/23649/5500/6464/4175/2237/1111/10293/1435/4673/151648/55388/7298/6790/79745/79733/90826/54443/4017/9212/3833/8777/7153"
"MEK_UP.V1_DN","MEK_UP.V1_DN",181,-0.607841436120614,-1.34327777927307,0.0324913892078071,0.21155468630158,0.181009357263384,1646,"tags=25%, list=7%, signal=23%","6744/323/4886/55768/22836/347902/8969/26154/10924/64860/90806/51427/51141/9871/84869/9830/57698/9716/22824/4071/79675/7594/22834/467/54665/7035/4940/51133/55601/8204/3983/79071/25939/8365/11201/2674/8339/8345/8777/8357/8346/3012/58155/8343/3006"
"HOXA9_DN.V1_DN","HOXA9_DN.V1_DN",179,-0.606306306849679,-1.33870096548074,0.0339392544868845,0.21155468630158,0.181009357263384,1682,"tags=23%, list=7%, signal=22%","4430/8318/7545/22836/6470/10953/79718/55120/55215/3998/79022/8971/4853/81620/2037/6747/8323/6510/990/10276/7915/60485/55893/10733/3676/55388/81539/9918/9824/79071/79733/3992/9837/55076/222658/3070/586/9415/3008/5163/675/8358"
"BCAT.100_UP.V1_DN","BCAT.100_UP.V1_DN",33,-0.764397497724995,-1.4242377843335,0.0443241661790521,0.243782913984786,0.208584311430833,659,"tags=15%, list=3%, signal=15%","11067/7071/65250/55603/3488"
"CSR_LATE_UP.V1_DN","CSR_LATE_UP.V1_DN",140,-0.617283542603571,-1.33848908881886,0.044072226181991,0.243782913984786,0.208584311430833,1296,"tags=17%, list=6%, signal=16%","4311/57698/8436/576/6648/6347/54704/9760/10231/79071/3992/134429/2674/55332/91351/256691/6319/10346/4302/59277/9415/169611/94240/3696"
"MEK_UP.V1_UP","MEK_UP.V1_UP",187,-0.595465649413657,-1.31956590640163,0.0422632000916275,0.243782913984786,0.208584311430833,2210,"tags=27%, list=10%, signal=24%","4059/7408/10186/6558/116987/6484/29763/23406/50515/22978/10610/2052/151011/55690/5734/8910/10979/7045/8714/602/10020/4208/51097/9260/22936/10123/1906/1545/6533/444/7077/23034/2026/26064/1525/25825/112399/2034/1969/4016/81031/23089/9415/23657/64759/6653/1290/404093/22998/3691"
"NFE2L2.V2","NFE2L2.V2",366,-0.546712960407854,-1.25685668858348,0.0415955631399317,0.243782913984786,0.208584311430833,2318,"tags=21%, list=10%, signal=19%","7161/9515/29969/4257/65062/10797/157570/10926/23111/81792/1728/219790/84706/4356/165055/1719/7164/2052/64718/7468/6717/26227/8318/6470/23137/3841/3162/4835/122953/8614/284695/22949/84695/57688/169200/200916/84883/147166/221294/2539/83990/10020/23704/4673/284716/5217/80312/347404/7086/55388/6533/55247/23022/29968/10491/353088/23187/80174/55719/4734/3426/2013/79094/231/55364/3486/501/586/23657/8522/9734/55355/4133/1756/120114/5803/6241/3696"
"CAHOY_OLIGODENDROCUTIC","CAHOY_OLIGODENDROCUTIC",94,-0.646889407667756,-1.35378761776696,0.0525183497848646,0.258445563414992,0.221129893831009,790,"tags=16%, list=3%, signal=15%","25819/11270/7368/79621/23187/10290/79071/1397/5365/11167/8974/8829/85440/55137/1490"
"MTOR_UP.N4.V1_UP","MTOR_UP.N4.V1_UP",186,-0.590168859310164,-1.30789385096794,0.049925569678232,0.258445563414992,0.221129893831009,1859,"tags=21%, list=8%, signal=19%","7436/1875/8050/26227/1789/2582/104/7357/8140/8754/4835/51128/9871/355/306/3575/26973/6510/8566/1051/467/1317/2673/6533/55500/2184/3708/27235/79071/54541/79094/116496/11346/7422/23236/5796/586/23657/2632"
"ERBB2_UP.V1_UP","ERBB2_UP.V1_UP",185,-0.590135877973963,-1.30707535532533,0.0501718213058419,0.258445563414992,0.221129893831009,1821,"tags=26%, list=8%, signal=24%","79006/50515/55619/10610/2052/151011/55690/5734/83464/6662/5507/2258/58473/3913/665/8714/602/9351/51097/1906/5144/1545/6533/5142/444/831/6676/3554/64097/2026/1525/25825/8974/112399/5631/55332/2034/4016/80307/116496/81031/55885/9415/658/10397/22998/1601/3691"
"KRAS.600.LUNG.BREAST_UP.V1_UP","KRAS.600.LUNG.BREAST_UP.V1_UP",213,-0.579802155555114,-1.29376764942745,0.0512385476756023,0.258445563414992,0.221129893831009,2190,"tags=18%, list=10%, signal=16%","25960/3976/347240/5801/3237/4066/202018/2791/9971/2920/7128/26272/11174/1496/80380/3673/6781/7035/10371/160518/80263/10402/3037/89795/54954/5365/330/191585/9353/64084/5396/3486/2113/9734/2/131566/8728/2670"
"EIF4E_DN","EIF4E_DN",96,-0.640740049202502,-1.34291465183836,0.0577020202020202,0.275964678843595,0.236119511310028,2565,"tags=24%, list=11%, signal=21%","718/1213/9520/7976/4628/55749/1075/7318/25966/7163/8754/55023/355/2627/1545/6617/5903/90826/4016/10513/79668/11227/1793"
"MEL18_DN.V1_DN","MEL18_DN.V1_DN",129,-0.614220480841081,-1.32049295425289,0.059029877827507,0.275964678843595,0.236119511310028,2040,"tags=27%, list=9%, signal=25%","80303/9077/10611/219654/6492/5264/11037/79870/5287/55228/28985/23057/1917/6337/55601/5142/10481/23321/23213/9122/3554/8365/1806/7373/55816/23236/55603/3400/8522/2070/2/1756/114884/8633/2042"
"CAHOY_NEURONAL","CAHOY_NEURONAL",68,0.575475733921184,1.38396186742989,0.0630630630630631,0.280780780780781,0.24024024024024,1547,"tags=21%, list=7%, signal=19%","4645/9856/793/1780/7857/90523/57586/3208/84502/816/7087/6812/2039/283209"
"LTE2_UP.V1_UP","LTE2_UP.V1_UP",183,-0.582558769320591,-1.28884714676221,0.06189111747851,0.280780780780781,0.24024024024024,2115,"tags=25%, list=9%, signal=23%","6558/7263/51/55872/79712/26298/10484/50515/10455/4155/2052/151011/5734/23433/5507/694/2631/9867/10979/51141/665/8714/316/1906/23303/1545/444/10090/1827/3554/5627/25825/8974/5631/55332/2034/7083/81031/54453/4082/5236/64759/6653/11163/1601/3488"
"KRAS.600_UP.V1_UP","KRAS.600_UP.V1_UP",228,-0.563943814534806,-1.26336612894754,0.0672861621137483,0.292616565471417,0.250367114841854,1117,"tags=15%, list=5%, signal=14%","23057/1496/3673/23268/8605/5806/10123/6781/7035/10371/7368/80263/10402/3037/8348/4916/23321/10231/89795/7424/51308/114897/8829/64084/3018/55885/1501/6653/28951/2/131566/8728/22998/2670"
"CAHOY_ASTROGLIAL","CAHOY_ASTROGLIAL",88,-0.634615267716236,-1.31860415456478,0.0747830525778458,0.310765129601271,0.265895298054563,2013,"tags=33%, list=9%, signal=30%","152007/718/54558/834/79710/2014/7436/9358/59/26509/1183/3162/84623/11098/4015/355/81621/81788/301/1288/55719/84913/114897/83937/4017/3486/1289/1295/1356"
"AKT_UP_MTOR_DN.V1_DN","AKT_UP_MTOR_DN.V1_DN",173,-0.578585058708401,-1.27446251035079,0.0747749826909762,0.310765129601271,0.265895298054563,1848,"tags=18%, list=8%, signal=17%","7106/6252/2077/10954/2791/5507/8140/9637/6470/6453/4175/5425/54494/355/317649/4071/23708/1903/29968/11201/23024/1806/10486/115207/3012/1290/3667/2202/2200/1462/56975"
"KRAS.LUNG.BREAST_UP.V1_UP","KRAS.LUNG.BREAST_UP.V1_UP",107,-0.614631263169548,-1.29990033490643,0.0834682945060421,0.317298369325694,0.27148523578669,1512,"tags=19%, list=7%, signal=18%","3976/5801/3237/9971/2920/7128/11174/1496/80380/3673/6781/10402/3037/89795/330/64084/3486/2113/2/8728"
"PDGF_ERK_DN.V1_UP","PDGF_ERK_DN.V1_UP",130,-0.597355511262373,-1.28520213236614,0.0844594594594595,0.317298369325694,0.27148523578669,1305,"tags=17%, list=6%, signal=16%","7188/5978/5480/84107/9924/6634/23595/1373/3998/22854/2313/22824/7915/8204/64149/9014/10615/22926/5376/4133/1021/4281"
"ATF2_S_UP.V1_DN","ATF2_S_UP.V1_DN",164,-0.578920259299112,-1.27000076204353,0.0811627906976744,0.317298369325694,0.27148523578669,2108,"tags=25%, list=9%, signal=23%","1612/283131/27295/84612/9672/51279/57088/23235/9358/2121/22837/10610/7090/6424/7163/104/55280/11145/6507/6586/8714/6347/1545/10402/10580/3708/3554/1397/2026/205/9180/4054/115207/658/3556/3400/2/7412/2202/4781/1301"
"EGFR_UP.V1_UP","EGFR_UP.V1_UP",184,-0.571229579814549,-1.26472326302261,0.0803295571575695,0.317298369325694,0.27148523578669,1331,"tags=21%, list=6%, signal=20%","10979/3995/4026/8714/602/3673/316/6347/51097/467/9260/22936/1906/7035/1545/3675/5142/444/6617/1827/22822/3554/23034/1525/25825/112399/1956/55332/2034/55076/4017/23657/64759/2/1290/84159/10150/3491/1490"
"STK33_SKM_UP","STK33_SKM_UP",262,-0.545258434015162,-1.2317661951702,0.0848391361833407,0.317298369325694,0.27148523578669,2010,"tags=22%, list=9%, signal=20%","79717/160418/25780/8349/2014/6252/59/143872/64718/3600/3659/2791/84314/57561/10135/8099/8969/3162/10333/54206/6498/137835/602/171392/10842/9586/390/79739/84947/50804/3956/7035/79901/201895/23022/301/23654/444/22822/64332/10769/8365/8350/8339/3018/8354/8332/8357/23657/4254/4133/3012/84159/3696/8968/8358/56975"
"CSR_EARLY_UP.V1_DN","CSR_EARLY_UP.V1_DN",121,-0.594954382052881,-1.27084793348014,0.0965534099242239,0.354029169722154,0.302912658585801,2553,"tags=25%, list=11%, signal=22%","133/27113/84680/168544/56967/9924/55729/120892/55139/6502/57561/55689/89890/8614/10902/160428/79625/55023/8436/10307/3339/84245/23213/1152/81545/2674/9751/10521/121227/9249"
"JNK_DN.V1_DN","JNK_DN.V1_DN",165,-0.567635785123404,-1.24541442286737,0.101905647222868,0.366468385205313,0.313555837608824,1664,"tags=15%, list=7%, signal=14%","11037/8318/4886/200316/6494/23258/3839/5914/27063/6461/7070/8444/3835/23043/11067/10231/2677/367/7424/4131/5347/11065/23236/2113/10150"
"ESC_J1_UP_EARLY.V1_UP","ESC_J1_UP_EARLY.V1_UP",150,-0.574039372185141,-1.25061590249518,0.106415538552089,0.375466145457372,0.321254456006308,2274,"tags=19%, list=10%, signal=18%","56967/4337/58488/5925/7067/6764/9572/5734/3600/53834/23414/55768/79022/5295/10194/6146/7464/6337/84532/6781/5033/4751/5270/8974/4017/28951/10397/1601/143686"
"IL21_UP.V1_UP","IL21_UP.V1_UP",155,0.443661132649569,1.19370881673547,0.109364319890636,0.378724589250905,0.324042429305587,1936,"tags=21%, list=8%, signal=20%","8404/6387/81848/84561/91543/22927/1001/23046/116986/51200/8612/1959/2983/7447/9447/867/6692/11132/55296/57493/3381/6696/8459/4582/4987/2196/3748/400961/28984/22989/2661/8938/25850"
"MTOR_UP.V1_UP","MTOR_UP.V1_UP",152,-0.566144808048272,-1.23534508675287,0.119723264540338,0.407059099437148,0.348285860480982,1518,"tags=18%, list=7%, signal=17%","20/60468/3162/4835/117156/4175/10801/467/5550/84864/55247/29968/983/115701/29128/205/134429/5836/991/11065/8340/3070/5214/5163/3012/6241/5784"
"JNK_DN.V1_UP","JNK_DN.V1_UP",160,-0.555771609494277,-1.21724585932366,0.136829836829837,0.435818900383587,0.372893176798791,2061,"tags=18%, list=9%, signal=16%","3752/200424/215/80303/51208/1400/8330/259217/1183/7292/5165/8614/860/5142/27/55806/8038/8497/416/330/23345/8341/3486/90627/9750/3008/6869/2042"
"IL2_UP.V1_DN","IL2_UP.V1_DN",163,-0.553160408107844,-1.21384268216421,0.139834941299547,0.435818900383587,0.372893176798791,1647,"tags=13%, list=7%, signal=13%","10858/80201/8969/29970/26115/55266/5087/8605/23007/25840/10123/3606/9886/9751/54453/7404/79940/64759/8284/28951/8352/5137"
"KRAS.DF.V1_UP","KRAS.DF.V1_UP",181,-0.547262993237844,-1.20940458242961,0.137657864523536,0.435818900383587,0.372893176798791,1454,"tags=17%, list=6%, signal=16%","9955/79866/9871/84869/602/55347/4071/2539/4507/10020/79980/2627/55500/7837/444/847/6676/79733/7424/1806/22943/8829/4017/9787/4054/81031/501/11127/9212/9415/1462"
"STK33_SKM_DN","STK33_SKM_DN",239,-0.531786481185884,-1.19536013792374,0.130734199711207,0.435818900383587,0.372893176798791,2347,"tags=21%, list=10%, signal=19%","26999/79161/55589/3899/7414/79656/81556/56994/56981/54682/7164/120892/6641/4430/202/7004/7163/323/29904/5507/114928/5271/84327/8614/55314/26115/160428/5425/23007/65975/84978/23363/9744/5074/831/91373/10602/3983/79071/253827/1397/8871/25825/51232/55076/636/6319/4082/9750/6653/800"
"IL15_UP.V1_UP","IL15_UP.V1_UP",168,0.424862006938519,1.15645060358389,0.13728323699422,0.435818900383587,0.372893176798791,1571,"tags=18%, list=7%, signal=17%","10221/6387/3860/27242/2118/7804/25907/1958/2353/10622/1001/23046/7855/4094/51200/9781/8651/1846/1959/9447/6692/11132/51171/57493/10656/80256/6696/8459/10947/28984/79850"
"SRC_UP.V1_UP","SRC_UP.V1_UP",147,0.436566091940137,1.16205171919306,0.144666666666667,0.443486338797814,0.379453551912568,2061,"tags=20%, list=9%, signal=19%","51513/10683/2100/221476/2353/136227/5454/56776/8651/10319/4303/23416/7036/9447/4325/475/54777/7087/54089/84279/4987/2242/970/83697/2199/348013/4758/83860/100506127/80325"
"CTIP_DN.V1_UP","CTIP_DN.V1_UP",93,-0.582965539633354,-1.21894388887177,0.165125997214132,0.490322169871387,0.419526990264288,530,"tags=10%, list=2%, signal=9%","25903/3776/9122/5737/54797/1278/9734/348110/3012"
"EIF4E_UP","EIF4E_UP",89,-0.583404426760922,-1.21388824996867,0.173054883484019,0.490322169871387,0.419526990264288,2320,"tags=17%, list=10%, signal=15%","51263/134492/7263/10651/79717/5998/9551/6641/400931/63875/26272/84661/3606/10397/114884"
"RB_P130_DN.V1_UP","RB_P130_DN.V1_UP",117,-0.565229244717659,-1.20417819103473,0.165991902834008,0.490322169871387,0.419526990264288,1201,"tags=15%, list=5%, signal=14%","29127/5425/54494/9133/6640/3835/8975/983/6790/54478/7083/11065/9212/10112/9415/332/3012/57381"
"SNF5_DN.V1_DN","SNF5_DN.V1_DN",134,-0.554606296811054,-1.19721249597535,0.168424838168305,0.490322169871387,0.419526990264288,2164,"tags=22%, list=9%, signal=20%","3219/5069/29775/7881/5991/10611/1400/7164/288/24145/2258/64283/3995/27063/55243/1829/2487/9351/3675/2184/10290/10231/64332/9123/114897/5796/4837/1356/5803/2202"
"CYCLIN_D1_KE_.V1_UP","CYCLIN_D1_KE_.V1_UP",165,-0.540947087355202,-1.18685840860755,0.17232163606786,0.490322169871387,0.419526990264288,2292,"tags=16%, list=10%, signal=15%","5424/1052/3397/5998/5211/6484/1837/10447/7545/9663/1611/7070/11031/3835/23170/3339/5310/329/3983/7048/10024/10991/1969/2355/3833/1021/1290"
"NRL_DN.V1_UP","NRL_DN.V1_UP",125,-0.551803448168145,-1.18285303597153,0.19063829787234,0.495534801779266,0.423986996174773,1351,"tags=15%, list=6%, signal=14%","2131/6489/23013/678/10954/7128/2683/602/83540/4208/29899/6640/79658/59339/890/6482/8522/9249/3488"
"KRAS.300_UP.V1_UP","KRAS.300_UP.V1_UP",116,-0.555329606417583,-1.18180725264288,0.195694956949569,0.495534801779266,0.423986996174773,1105,"tags=18%, list=5%, signal=17%","9358/6252/202018/288/1496/3673/5806/6781/7035/10371/10402/3037/8348/10231/89795/55885/6653/28951/2/131566/8728"
"CTIP_DN.V1_DN","CTIP_DN.V1_DN",109,-0.55687651397053,-1.17907788315075,0.201542672306544,0.495534801779266,0.423986996174773,2233,"tags=16%, list=10%, signal=14%","23136/4059/29775/22982/5881/57000/26049/54508/6376/1906/79901/51308/26278/169611/5803/51050/25890"
"BRCA1_DN.V1_DN","BRCA1_DN.V1_DN",114,-0.554064317024529,-1.17767497667254,0.203552923760178,0.495534801779266,0.423986996174773,2138,"tags=12%, list=9%, signal=11%","29775/27295/6608/4066/54991/79792/25903/4600/55607/672/1870/658/8366/8367"
