"Collection","ID","Description","NES","pvalue","p.adjust","setSize"
"GO:BP","GOBP_NEGATIVE_REGULATION_OF_CHROMOSOME_SEGREGATION","GOBP_NEGATIVE_REGULATION_OF_CHROMOSOME_SEGREGATION",-1.67023982469052,8.50275128287708e-05,0.00932468390688853,51
"GO:BP","GOBP_CONNECTIVE_TISSUE_DEVELOPMENT","GOBP_CONNECTIVE_TISSUE_DEVELOPMENT",-1.54200339153859,9.28263168770695e-05,0.00990481889272082,277
"GO:BP","GOBP_MITOTIC_METAPHASE_CHROMOSOME_ALIGNMENT","GOBP_MITOTIC_METAPHASE_CHROMOSOME_ALIGNMENT",-1.66153383203791,0.000106123910989602,0.0110257158049197,64
"GO:BP","GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME","GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME",-1.62592087180196,0.000124057244692067,0.0125090323972083,125
"GO:BP","GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION","GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION",-1.66208017285549,0.000126737916891675,0.0125090323972083,110
"GO:BP","GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE","GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE",-1.5108781925592,0.000143360671570255,0.0129032252680505,354
"GO:BP","GOBP_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEGREGATION","GOBP_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEGREGATION",-1.65954262340123,0.000146191560031603,0.0129032252680505,56
"GO:BP","GOBP_NEGATIVE_REGULATION_OF_NUCLEAR_DIVISION","GOBP_NEGATIVE_REGULATION_OF_NUCLEAR_DIVISION",-1.65183340270359,0.000148071954765699,0.0129032252680505,63
"GO:BP","GOBP_CELL_MATRIX_ADHESION","GOBP_CELL_MATRIX_ADHESION",-1.56561102656415,0.000148526787376751,0.0129032252680505,217
"GO:BP","GOBP_NEURAL_PRECURSOR_CELL_PROLIFERATION","GOBP_NEURAL_PRECURSOR_CELL_PROLIFERATION",-1.61087929284233,0.000153282177923158,0.0129032252680505,153
"GO:BP","GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC","GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC",-1.57427088447399,0.000153716221960542,0.0129032252680505,189
"GO:BP","GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME_CENTROMERIC_REGION","GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME_CENTROMERIC_REGION",-1.66628294093765,0.000155363021712666,0.0129032252680505,39
"GO:BP","GOBP_CYTOKINESIS","GOBP_CYTOKINESIS",-1.58369244701108,0.000160050085021661,0.0129032252680505,179
"GO:BP","GOBP_CHROMOSOME_LOCALIZATION","GOBP_CHROMOSOME_LOCALIZATION",-1.61224801169502,0.000160146412901336,0.0129032252680505,122
"GO:BP","GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_SEPARATION","GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_SEPARATION",-1.64962326452132,0.00016612458845939,0.0131171975047535,31
"GO:BP","GOBP_RESPONSE_TO_OXYGEN_LEVELS","GOBP_RESPONSE_TO_OXYGEN_LEVELS",-1.50481819059894,0.000205296573425011,0.0158923700369008,324
"GO:BP","GOBP_NEGATIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION","GOBP_NEGATIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION",-1.63399040085885,0.000226123878013288,0.0171680205845473,94
"GO:BP","GOBP_POSITIVE_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEPARATION","GOBP_POSITIVE_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEPARATION",-1.62089594922649,0.00023141333690398,0.0171851924897977,20
"GO:BP","GOBP_REGULATION_OF_CYTOKINESIS","GOBP_REGULATION_OF_CYTOKINESIS",-1.63657319852316,0.00023505582432854,0.0171851924897977,84
"GO:BP","GOBP_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION","GOBP_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION",-1.60821051936315,0.000291827824984274,0.0209479318734166,131
"GO:BP","GOBP_SPINDLE_ASSEMBLY","GOBP_SPINDLE_ASSEMBLY",-1.59155718789482,0.000372709796322572,0.0262760406407413,134
"GO:BP","GOBP_MITOTIC_SPINDLE_ASSEMBLY","GOBP_MITOTIC_SPINDLE_ASSEMBLY",-1.61665825911533,0.000410443232474671,0.0280415738783115,75
"GO:BP","GOBP_HETEROCHROMATIN_FORMATION","GOBP_HETEROCHROMATIN_FORMATION",-1.58101152461407,0.000411958278860706,0.0280415738783115,144
"GO:BP","GOBP_REGULATION_OF_MICROTUBULE_BASED_PROCESS","GOBP_REGULATION_OF_MICROTUBULE_BASED_PROCESS",-1.5036795734551,0.000432014875938577,0.0289083852577204,261
"GO:BP","GOBP_CARTILAGE_DEVELOPMENT","GOBP_CARTILAGE_DEVELOPMENT",-1.54453044319544,0.00045438799702644,0.0298987302043397,190
"GO:BP","GOBP_DNA_RECOMBINATION","GOBP_DNA_RECOMBINATION",-1.48379401929024,0.000491275626164777,0.0317960028212875,322
"GO:BP","GOBP_REGULATION_OF_NEUROTRANSMITTER_UPTAKE","GOBP_REGULATION_OF_NEUROTRANSMITTER_UPTAKE",-1.611477263791,0.000529020947435372,0.0328917534012053,18
"GO:BP","GOBP_CELL_CYCLE_CHECKPOINT_SIGNALING","GOBP_CELL_CYCLE_CHECKPOINT_SIGNALING",-1.53562461334117,0.000529927373860202,0.0328917534012053,182
"GO:BP","GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION","GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION",-1.50142100275341,0.000533199649867563,0.0328917534012053,238
"GO:BP","GOBP_DIGESTIVE_SYSTEM_PROCESS","GOBP_DIGESTIVE_SYSTEM_PROCESS",1.73593711572592,0.000574125485999268,0.0348714987496171,92
"GO:BP","GOBP_FORMATION_OF_PRIMARY_GERM_LAYER","GOBP_FORMATION_OF_PRIMARY_GERM_LAYER",-1.58676481090996,0.000628529444364303,0.0375974885810647,117
"GO:BP","GOBP_REGULATION_OF_MICROTUBULE_CYTOSKELETON_ORGANIZATION","GOBP_REGULATION_OF_MICROTUBULE_CYTOSKELETON_ORGANIZATION",-1.54101642145997,0.000643560089186386,0.0379220183896694,168
"GO:BP","GOBP_REGULATION_OF_CELL_DIVISION","GOBP_REGULATION_OF_CELL_DIVISION",-1.55849807241556,0.000664525639448028,0.0385815768314826,164
"GO:BP","GOBP_REGULATION_OF_FIBROBLAST_MIGRATION","GOBP_REGULATION_OF_FIBROBLAST_MIGRATION",-1.62680171493704,0.000705101617107541,0.0403440751353706,39
"GO:BP","GOBP_REGULATION_OF_REPRODUCTIVE_PROCESS","GOBP_REGULATION_OF_REPRODUCTIVE_PROCESS",-1.52909861589215,0.000737495701354039,0.0408614407893615,172
"GO:BP","GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION","GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION",-1.57954901838631,0.000744472459026309,0.0408614407893615,113
"GO:BP","GOBP_MAMMARY_GLAND_DEVELOPMENT","GOBP_MAMMARY_GLAND_DEVELOPMENT",-1.57001236105983,0.000745193449046106,0.0408614407893615,123
"GO:BP","GOBP_ROOF_OF_MOUTH_DEVELOPMENT","GOBP_ROOF_OF_MOUTH_DEVELOPMENT",-1.60012684735954,0.000763123543465699,0.0412713938301723,84
"GO:BP","GOBP_DIGESTION","GOBP_DIGESTION",1.73931049204621,0.000798670181814794,0.0424505174472077,108
"GO:BP","GOBP_HEART_MORPHOGENESIS","GOBP_HEART_MORPHOGENESIS",-1.49640915410456,0.000813686272285572,0.0424505174472077,245
"GO:BP","GOBP_REGULATION_OF_DNA_METABOLIC_PROCESS","GOBP_REGULATION_OF_DNA_METABOLIC_PROCESS",-1.39489114407101,0.000822421126627865,0.0424505174472077,470
"GO:BP","GOBP_REGULATION_OF_CHROMOSOME_SEGREGATION","GOBP_REGULATION_OF_CHROMOSOME_SEGREGATION",-1.55778068418783,0.000829213663461829,0.0424505174472077,129
"GO:BP","GOBP_REGULATION_OF_DNA_RECOMBINATION","GOBP_REGULATION_OF_DNA_RECOMBINATION",-1.57560690762604,0.000838688034671277,0.0424505174472077,131
"GO:BP","GOBP_POSITIVE_REGULATION_OF_REPRODUCTIVE_PROCESS","GOBP_POSITIVE_REGULATION_OF_REPRODUCTIVE_PROCESS",-1.60499119043676,0.000920253451274996,0.0458682515090769,73
"GO:BP","GOBP_REGULATION_OF_TROPHOBLAST_CELL_MIGRATION","GOBP_REGULATION_OF_TROPHOBLAST_CELL_MIGRATION",-1.60220994215583,0.000929447852260931,0.0458682515090769,15
"GO:BP","GOBP_TROPHOBLAST_CELL_MIGRATION","GOBP_TROPHOBLAST_CELL_MIGRATION",-1.60299028798965,0.000987672422326852,0.0478655576775683,22
"GO:BP","GOBP_FIBROBLAST_PROLIFERATION","GOBP_FIBROBLAST_PROLIFERATION",-1.5498600762418,0.0010006664129332,0.0478655576775683,107
"GO:BP","GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA","GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA",-1.4696396309319,0.00100629211936124,0.0478655576775683,273
"GO:BP","GOBP_REGULATION_OF_SPINDLE_CHECKPOINT","GOBP_REGULATION_OF_SPINDLE_CHECKPOINT",-1.60008487341988,0.00102555536438251,0.0482011021259778,23
"GO:BP","GOBP_MICROTUBULE_DEPOLYMERIZATION","GOBP_MICROTUBULE_DEPOLYMERIZATION",-1.61060005576659,0.0010637881571318,0.0494098311100746,52
"GO:BP","GOBP_POSITIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION","GOBP_POSITIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",-1.58609863325345,0.00109621689136164,0.0503240033383228,62
"GO:BP","GOBP_CELL_SUBSTRATE_JUNCTION_ORGANIZATION","GOBP_CELL_SUBSTRATE_JUNCTION_ORGANIZATION",-1.55961331529291,0.00111564894002673,0.0506273794853509,99
"GO:BP","GOBP_GASTRULATION","GOBP_GASTRULATION",-1.51985290966835,0.00117687618767278,0.0527989453287742,175
"GO:BP","GOBP_MYELOID_CELL_HOMEOSTASIS","GOBP_MYELOID_CELL_HOMEOSTASIS",-1.4974477095266,0.00121397161510489,0.0538512352408328,181
"GO:BP","GOBP_POSITIVE_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION","GOBP_POSITIVE_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION",-1.57996252696775,0.00126609243049866,0.0553971933037465,68
"GO:BP","GOBP_MITOTIC_CYTOKINESIS","GOBP_MITOTIC_CYTOKINESIS",-1.56467843521515,0.00127688566125657,0.0553971933037465,96
"GO:BP","GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS","GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS",-1.54734028030116,0.00138914854343451,0.0596125918421677,121
"GO:BP","GOBP_REGULATION_OF_FIBROBLAST_PROLIFERATION","GOBP_REGULATION_OF_FIBROBLAST_PROLIFERATION",-1.56145500937477,0.00145575877850051,0.060430552920204,87
"GO:BP","GOBP_REGULATION_OF_NEURAL_PRECURSOR_CELL_PROLIFERATION","GOBP_REGULATION_OF_NEURAL_PRECURSOR_CELL_PROLIFERATION",-1.56071325091966,0.00145575877850051,0.060430552920204,87
"GO:BP","GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION","GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION",-1.48334274428166,0.00145917237209406,0.060430552920204,239
"GO:BP","GOBP_REGULATION_OF_SISTER_CHROMATID_SEGREGATION","GOBP_REGULATION_OF_SISTER_CHROMATID_SEGREGATION",-1.55481422526091,0.0014694359372694,0.060430552920204,105
"GO:BP","GOBP_EMBRYO_IMPLANTATION","GOBP_EMBRYO_IMPLANTATION",-1.57183990321235,0.00154594215382333,0.0629214394154072,62
"GO:BP","GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_PROCESS","GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_PROCESS",-1.4469415045588,0.00156778891346952,0.0630520596302421,285
"GO:BP","GOBP_CELL_CYCLE_G1_S_PHASE_TRANSITION","GOBP_CELL_CYCLE_G1_S_PHASE_TRANSITION",-1.47672973926436,0.00158109268069756,0.0630520596302421,235
"GO:BP","GOBP_ATTACHMENT_OF_MITOTIC_SPINDLE_MICROTUBULES_TO_KINETOCHORE","GOBP_ATTACHMENT_OF_MITOTIC_SPINDLE_MICROTUBULES_TO_KINETOCHORE",-1.60308310835881,0.00172909548398344,0.068264689707666,26
"GO:BP","GOBP_NEGATIVE_REGULATION_OF_DNA_METABOLIC_PROCESS","GOBP_NEGATIVE_REGULATION_OF_DNA_METABOLIC_PROCESS",-1.5349741634098,0.00182529382585877,0.0713491091533707,125
"GO:BP","GOBP_MULTI_MULTICELLULAR_ORGANISM_PROCESS","GOBP_MULTI_MULTICELLULAR_ORGANISM_PROCESS",-1.49573938577572,0.00203989120580236,0.0786956915719813,197
"GO:BP","GOBP_CARDIAC_CHAMBER_MORPHOGENESIS","GOBP_CARDIAC_CHAMBER_MORPHOGENESIS",-1.53772378694421,0.00206185567010309,0.0786956915719813,118
"GO:BP","GOBP_EPITHELIAL_CELL_PROLIFERATION","GOBP_EPITHELIAL_CELL_PROLIFERATION",-1.4075572794332,0.00209577700932621,0.0786956915719813,412
"GO:BP","GOBP_POSITIVE_REGULATION_OF_FIBROBLAST_MIGRATION","GOBP_POSITIVE_REGULATION_OF_FIBROBLAST_MIGRATION",-1.58530760529196,0.00210341865910203,0.0786956915719813,15
"GO:BP","GOBP_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION","GOBP_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION",-1.50258687828744,0.00212911822027799,0.0786956915719813,176
"GO:BP","GOBP_MEIOTIC_CELL_CYCLE_PHASE_TRANSITION","GOBP_MEIOTIC_CELL_CYCLE_PHASE_TRANSITION",-1.58521069273064,0.0021328366256844,0.0786956915719813,15
"GO:BP","GOBP_DNA_BIOSYNTHETIC_PROCESS","GOBP_DNA_BIOSYNTHETIC_PROCESS",-1.49194632614746,0.00235128144838937,0.0856965712422674,153
"GO:BP","GOBP_FOCAL_ADHESION_ASSEMBLY","GOBP_FOCAL_ADHESION_ASSEMBLY",-1.56363505350183,0.00236598942892785,0.0856965712422674,81
"GO:BP","GOBP_NEGATIVE_REGULATION_OF_MEGAKARYOCYTE_DIFFERENTIATION","GOBP_NEGATIVE_REGULATION_OF_MEGAKARYOCYTE_DIFFERENTIATION",-1.58097310353605,0.00240854264588818,0.0864447851451503,16
"GO:BP","GOBP_PROTEIN_LOCALIZATION_TO_CENP_A_CONTAINING_CHROMATIN","GOBP_PROTEIN_LOCALIZATION_TO_CENP_A_CONTAINING_CHROMATIN",-1.57515338047394,0.00264209556334529,0.0939729124692541,16
"GO:BP","GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION","GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION",-1.48463032690493,0.00267472961972322,0.0942842190952436,170
"GO:BP","GOBP_SKELETAL_SYSTEM_MORPHOGENESIS","GOBP_SKELETAL_SYSTEM_MORPHOGENESIS",-1.46661523081787,0.00270118176702307,0.0943740320018327,209
"GO:BP","GOBP_REGULATION_OF_MITOTIC_CYTOKINESIS","GOBP_REGULATION_OF_MITOTIC_CYTOKINESIS",-1.57248006451287,0.00278806624763347,0.0965551363654118,16
"GO:BP","GOBP_FIBROBLAST_MIGRATION","GOBP_FIBROBLAST_MIGRATION",-1.56295610536836,0.00282409897794513,0.0967825587827644,55
"GO:BP","GOBP_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_MIGRATION","GOBP_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_MIGRATION",-1.5740282473764,0.00285388127853881,0.0967825587827644,35
"GO:BP","GOBP_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_MIGRATION","GOBP_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_MIGRATION",-1.58039765425978,0.00286817613413968,0.0967825587827644,28
"GO:BP","GOBP_MEMBRANE_INVAGINATION","GOBP_MEMBRANE_INVAGINATION",-1.55948946378043,0.00293137908061292,0.0975648112473167,58
"GO:BP","GOBP_ENDODERM_FORMATION","GOBP_ENDODERM_FORMATION",-1.55353037327939,0.00294078331773827,0.0975648112473167,57
"GO:BP","GOBP_DNA_TEMPLATED_DNA_REPLICATION","GOBP_DNA_TEMPLATED_DNA_REPLICATION",-1.48568692189272,0.00303986905179469,0.100011691804045,156
"GO:BP","GOBP_DNA_REPLICATION","GOBP_DNA_REPLICATION",-1.43826088304926,0.00306916584456867,0.10014104755667,267
"GO:BP","GOBP_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES","GOBP_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES",-1.47573272025528,0.00312789620018536,0.101220772117474,172
"GO:BP","GOBP_RESPONSE_TO_ANGIOTENSIN","GOBP_RESPONSE_TO_ANGIOTENSIN",-1.56535399719317,0.00322309417040359,0.102937955633428,40
"GO:BP","GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION","GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION",-1.41773966787077,0.00323310701584222,0.102937955633428,304
"GO:BP","GOBP_CELLULAR_RESPONSE_TO_ANGIOTENSIN","GOBP_CELLULAR_RESPONSE_TO_ANGIOTENSIN",-1.5663733648841,0.00330127745083967,0.10426754700732,34
"GO:BP","GOBP_INTEGRIN_MEDIATED_SIGNALING_PATHWAY","GOBP_INTEGRIN_MEDIATED_SIGNALING_PATHWAY",-1.51429332520398,0.00354349951124145,0.109119754416061,114
"GO:BP","GOBP_NEGATIVE_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION","GOBP_NEGATIVE_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION",-1.55836431772593,0.00356066831005204,0.109119754416061,45
