"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GOBP_SKELETAL_SYSTEM_DEVELOPMENT","GOBP_SKELETAL_SYSTEM_DEVELOPMENT",487,-0.658347627297084,-1.53089238950116,4.47352202261882e-06,0.00110384155908119,0.00101507746421134,2033,"tags=21%, list=9%, signal=20%","81792/5925/7067/3200/3223/3237/8575/5027/10743/4609/51208/50515/2121/5916/3226/202018/5734/3091/415/9061/871/7468/79065/7004/6424/25886/3213/53834/6662/80207/84314/649/92/1739/4088/860/7045/5914/51141/3233/3232/54206/960/4853/5308/4015/22856/7291/5087/27086/5744/2487/3911/4208/64651/55553/85301/4664/2247/26160/1906/6781/6422/5310/4323/80263/3037/171023/56243/23213/53/56034/3236/10370/59338/54903/2677/7048/54796/1969/80856/5396/4017/4054/81031/7422/2355/658/1278/1290/2202/2200/4781/5915/84159/3696/3491/9249/1009/1462/1490/56975/4921/1301"
"GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_PROCESS","GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_PROCESS",244,-0.720320830042604,-1.62278624863831,5.38212078493167e-06,0.00124991840346531,0.00114940771437953,1716,"tags=26%, list=8%, signal=25%","153241/83695/2146/25886/7027/8502/23137/29127/5962/2237/595/994/55023/5359/5087/990/6421/29899/9928/1813/8444/10733/1906/9585/10635/993/1778/55835/9918/81610/301/3619/221150/80174/983/55719/6790/79733/699/995/85459/1894/10615/113130/54892/51514/1956/9700/10403/9493/991/144455/891/11065/9787/23236/64151/9212/57082/55143/332/6241/7039/4921"
"GOBP_REGULATION_OF_MITOTIC_NUCLEAR_DIVISION","GOBP_REGULATION_OF_MITOTIC_NUCLEAR_DIVISION",116,-0.799930602824283,-1.69867641728883,5.77111875826738e-06,0.00126579871431331,0.00116401102907978,1648,"tags=33%, list=7%, signal=31%","324/54908/79866/55023/9088/1111/83540/1063/57405/83903/10040/1906/9585/4751/23363/3619/221150/157313/11130/6790/701/699/995/5347/9700/10403/7272/991/891/11065/9787/9212/147841/57082/55143/332/7039/4288"
"GOBP_ORGANELLE_FISSION","GOBP_ORGANELLE_FISSION",473,-0.650686732519947,-1.51197996967365,6.49173768462397e-06,0.00134891475678397,0.00124044339469629,1727,"tags=18%, list=8%, signal=17%","120892/144165/440145/324/1164/54908/29127/84930/79866/27030/7283/11004/994/55023/2491/9088/81620/1111/90417/8438/83990/83540/1063/57405/9133/83903/80346/9928/151648/727957/10040/3835/1906/9585/10635/5901/4751/63979/23363/9918/3619/81930/1062/221150/56992/983/157313/11130/6790/701/699/348235/995/29128/10615/113130/5347/54892/9700/54443/2177/10403/9493/7272/991/891/11065/9787/4605/23236/64151/9212/9750/3833/22974/147841/57082/55143/332/675/259266/7153/4781/146909/7039/4288"
"GOBP_OSSIFICATION","GOBP_OSSIFICATION",398,-0.672971761870103,-1.55459704458761,7.0812885016126e-06,0.00139784635021833,0.0012854402127401,2284,"tags=23%, list=10%, signal=21%","1052/3397/84059/3376/55589/2131/9902/6256/3192/23020/27044/81792/7067/6608/5530/5027/1655/202018/144165/3091/10766/6662/2194/5594/51564/406911/649/92/25819/79879/4088/860/3371/10979/169200/4015/22856/7291/27316/5087/5744/1435/81621/2068/7473/4208/10140/4664/1051/2247/25840/9260/6781/6422/4323/63979/3570/10492/1660/23376/847/285313/8321/5787/54880/7424/3569/1956/22943/51232/1969/3572/196527/7071/3486/4054/7422/2355/658/55603/3400/1278/1021/5587/6869/3491/9249/1009/1462/1490/56975/4921/3488"
"GOBP_POSITIVE_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION","GOBP_POSITIVE_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION",89,-0.823065267508032,-1.70536451457919,8.67677554682347e-06,0.00155799041055937,0.00143270648056824,1293,"tags=27%, list=6%, signal=26%","5962/595/994/5087/990/993/55835/301/221150/80174/983/995/113130/51514/1956/9700/991/891/11065/9787/23236/332/6241/4921"
"GOBP_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION","GOBP_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION",282,-0.711300613032635,-1.61502106495278,8.68181079845644e-06,0.00155799041055937,0.00143270648056824,2431,"tags=22%, list=11%, signal=20%","2876/5253/7874/91746/200424/92815/4000/8353/55729/3192/23013/165918/5925/9077/11177/4609/8330/2146/23318/84823/3014/22955/200316/51564/5927/8969/1017/27350/84661/94239/1111/10432/28996/57683/317772/80312/56916/85235/672/8338/29128/4001/8350/8354/6045/8329/3070/23468/83989/26147/8335/8332/8357/9734/3012/3006/8355/8968/8358/3005/8352"
"GOBP_POSITIVE_REGULATION_OF_MITOTIC_CELL_CYCLE","GOBP_POSITIVE_REGULATION_OF_MITOTIC_CELL_CYCLE",121,-0.794147827124241,-1.69552875354227,9.31059890078109e-06,0.0015674133005419,0.00144137164015598,1293,"tags=23%, list=6%, signal=22%","5962/595/994/6461/5087/990/993/55835/301/1845/221150/80174/983/6790/995/113130/51514/1956/9700/991/891/11065/9787/23236/332/675/6241/4921"
"GOBP_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION","GOBP_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION",420,-0.659476672401127,-1.52627667826371,9.5283483315617e-06,0.0015674133005419,0.00144137164015598,1892,"tags=23%, list=8%, signal=21%","55781/55159/10111/678/9577/83695/2146/324/3014/323/7027/8318/54908/7114/5218/1739/1017/5977/26272/5962/7023/595/994/91607/440275/79968/9088/81620/1111/902/83990/83540/5087/990/2068/1063/57405/6347/10783/65975/83903/79960/3275/9928/60/8444/5310/25959/993/55835/81610/301/23376/3619/90381/1062/221150/580/79621/80174/983/11130/6790/701/672/699/995/113130/5347/51514/1956/5311/4683/9700/54443/2177/10403/7272/991/144455/891/11065/9787/23236/9212/5591/51339/147841/57082/55143/332/675/1021/6241/4921"
"GOBP_REGULATION_OF_NUCLEAR_DIVISION","GOBP_REGULATION_OF_NUCLEAR_DIVISION",139,-0.771307874674661,-1.66559784114146,1.77432096226897e-05,0.00265147012998916,0.00243825534003429,1233,"tags=29%, list=5%, signal=27%","324/54908/79866/55023/9088/1111/83540/1063/57405/83903/10040/1906/9585/10635/4751/23363/3619/221150/157313/11130/6790/701/699/995/5347/9700/10403/7272/991/891/11065/9787/23236/9212/147841/57082/55143/332/7039/4288"
"GOBP_TELOMERE_ORGANIZATION","GOBP_TELOMERE_ORGANIZATION",184,-0.741143275416033,-1.63799716498055,1.74211173212876e-05,0.00265147012998916,0.00243825534003429,2480,"tags=25%, list=11%, signal=22%","472/908/3184/79991/7874/1499/7520/4000/8353/3192/5371/10111/4609/3320/54552/5594/23137/1017/26272/2237/7515/85456/80119/92345/8294/4751/121504/55719/9156/8365/8359/8350/4683/8354/9212/5591/8357/8366/675/8360/8364/8355/8367/8968/8358/8352"
"GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION","GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION",317,-0.679316267162859,-1.55230471496029,1.81331543844244e-05,0.00265147012998916,0.00243825534003429,1892,"tags=25%, list=8%, signal=23%","55781/55159/10111/678/9577/2146/324/7027/54908/1739/1017/5977/5962/7023/595/994/91607/9088/1111/902/83540/5087/990/2068/1063/57405/6347/10783/83903/79960/3275/9928/60/5310/25959/993/55835/301/3619/90381/1062/221150/580/79621/80174/983/11130/6790/701/672/699/995/113130/5347/51514/1956/5311/4683/9700/54443/10403/7272/991/144455/891/11065/9787/23236/9212/5591/51339/147841/57082/55143/332/1021/6241/4921"
"GOBP_MITOTIC_SISTER_CHROMATID_SEPARATION","GOBP_MITOTIC_SISTER_CHROMATID_SEPARATION",63,-0.846593261628318,-1.69560661107964,2.56034094270053e-05,0.00348559518682127,0.00320530523098879,1057,"tags=38%, list=5%, signal=36%","324/54908/83540/1063/57405/83903/3619/221150/11130/701/699/5347/9700/10403/7272/991/891/11065/9787/9212/147841/57082/55143/332"
"GOBP_CELL_SUBSTRATE_ADHESION","GOBP_CELL_SUBSTRATE_ADHESION",329,-0.679046406678537,-1.55374217587693,2.49703392283153e-05,0.00348559518682127,0.00320530523098879,1397,"tags=20%, list=6%, signal=19%","8910/80005/4088/10979/27329/1942/90102/79625/4771/5295/3232/7301/1012/6376/7402/960/2192/3673/284/7205/1435/3911/7070/9928/23189/6422/3676/5310/4323/11078/81/3675/3037/87/1845/6385/10580/59339/91663/2013/558/8829/151887/54453/7422/5796/59277/1793/1295/2335/1021/11149/7412/84962/2042/22998/1601/3691/3696/3491/55742/1009/25890/3690/1490/7057"
"GOBP_CHROMOSOME_CONDENSATION","GOBP_CHROMOSOME_CONDENSATION",40,-0.896287325079876,-1.70650585092308,3.42445388418524e-05,0.00439915162183775,0.00404539912113219,711,"tags=35%, list=3%, signal=34%","23137/8971/9918/983/5347/54892/891/64151/3008/7153/3006/3009/3007/3005"
"GOBP_NEGATIVE_REGULATION_OF_DNA_RECOMBINATION","GOBP_NEGATIVE_REGULATION_OF_DNA_RECOMBINATION",47,-0.874504085214783,-1.69797626264815,3.4542477273802e-05,0.00439915162183775,0.00404539912113219,401,"tags=17%, list=2%, signal=17%","8971/5347/10721/3008/3006/3009/3007/3005"
"GOBP_METAPHASE_CHROMOSOME_ALIGNMENT","GOBP_METAPHASE_CHROMOSOME_ALIGNMENT",104,-0.795316189853036,-1.67451609149199,3.85560530516473e-05,0.00475685304524699,0.00437433641365564,1648,"tags=34%, list=7%, signal=31%","324/54908/29127/11004/81620/90417/83540/1063/57405/9928/79980/151648/3835/4751/1778/81610/3619/81930/1062/221150/983/11130/348235/1894/10615/113130/10403/7272/891/9212/3833/147841/57082/55143/332"
"GOBP_CELLULAR_RESPONSE_TO_OXYGEN_LEVELS","GOBP_CELLULAR_RESPONSE_TO_OXYGEN_LEVELS",164,-0.744307524397679,-1.63048904954644,5.37534567420751e-05,0.00643086809750644,0.00591373755353803,1712,"tags=24%, list=7%, signal=22%","4824/3091/29904/2308/57142/4194/5165/8614/3776/27063/79625/665/7291/355/8837/28996/1813/2627/23576/1906/6781/6422/4693/26355/10370/2023/890/205/112399/55332/2034/891/7422/5230/5163/10397/84962/857/4921"
"GOBP_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE","GOBP_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE",55,-0.85763944835117,-1.68981621677145,7.20893395940499e-05,0.00837084449168556,0.00769771307306124,1648,"tags=47%, list=7%, signal=44%","3192/5925/324/29127/11004/81620/90417/83540/57405/79980/151648/4751/3619/1062/221150/983/348235/1894/10615/10403/891/9212/147841/57082/55143/332"
"GOBP_PROTEIN_LOCALIZATION_TO_CHROMATIN","GOBP_PROTEIN_LOCALIZATION_TO_CHROMATIN",60,-0.83562063937438,-1.66535397654087,7.49364845333113e-05,0.00845283545535751,0.00777311083174107,1674,"tags=27%, list=7%, signal=25%","2146/1058/200558/253714/8294/121504/8365/5347/8359/8335/8366/3012/8360/8364/8367/3009"
"GOBP_NEGATIVE_REGULATION_OF_CHROMOSOME_SEGREGATION","GOBP_NEGATIVE_REGULATION_OF_CHROMOSOME_SEGREGATION",51,-0.85366711272135,-1.67023982469052,8.50275128287708e-05,0.00932468390688853,0.00857485063586054,1057,"tags=41%, list=5%, signal=39%","324/54908/83540/1063/57405/83903/3619/221150/11130/701/699/5347/10403/7272/991/891/9212/147841/57082/55143/332"
"GOBP_CONNECTIVE_TISSUE_DEVELOPMENT","GOBP_CONNECTIVE_TISSUE_DEVELOPMENT",277,-0.679670563395191,-1.54200339153859,9.28263168770695e-05,0.00990481889272082,0.00910833476270306,2562,"tags=28%, list=11%, signal=25%","51320/5467/6660/2625/1116/947/57045/1499/7042/5562/139285/2131/7227/23111/81792/5925/7067/3200/59/50515/2121/5916/202018/3091/871/25886/3213/6662/57561/9971/649/79718/10135/4088/860/7045/5914/11145/3232/54206/960/4015/22856/8837/5744/1435/2487/4208/55553/85301/2247/1906/6781/5310/3570/8609/23213/7048/80856/5396/4017/1289/4054/2355/9462/658/3400/6653/2202/4781/5915/84159/3696/3491/3690/1490/1301"
"GOBP_MITOTIC_METAPHASE_CHROMOSOME_ALIGNMENT","GOBP_MITOTIC_METAPHASE_CHROMOSOME_ALIGNMENT",64,-0.828580598605715,-1.66153383203791,0.000106123910989602,0.0110257158049197,0.0101390960942697,1541,"tags=31%, list=7%, signal=29%","54908/11004/81620/83540/9928/3835/3619/81930/1062/221150/983/348235/113130/10403/7272/891/9212/3833/55143/332"
"GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION","GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION",110,-0.785465389626971,-1.66208017285549,0.000126737916891675,0.0125090323972083,0.0115031335620891,1293,"tags=25%, list=6%, signal=24%","2146/7027/5962/595/994/5087/990/8444/993/55835/81610/301/221150/80174/983/995/113130/51514/1956/9700/991/891/11065/9787/23236/332/6241/4921"
"GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME","GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME",125,-0.758943970293418,-1.62592087180196,0.000124057244692067,0.0125090323972083,0.0115031335620891,2367,"tags=30%, list=10%, signal=27%","7874/7443/157570/7520/9656/5925/5371/83695/2146/3014/54552/54908/23137/1058/200558/253714/8294/83903/983/121504/55719/701/8365/5347/8359/4683/7272/9212/8335/57082/8366/675/3012/8360/8364/8367/3009"
"GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME_CENTROMERIC_REGION","GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME_CENTROMERIC_REGION",39,-0.878856459259853,-1.66628294093765,0.000155363021712666,0.0129032252680505,0.0118656278860732,1541,"tags=49%, list=7%, signal=46%","54908/23137/1058/8294/83903/983/121504/701/8365/8359/7272/9212/8335/57082/8366/3012/8360/8364/8367"
"GOBP_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEGREGATION","GOBP_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEGREGATION",56,-0.840482068512276,-1.65954262340123,0.000146191560031603,0.0129032252680505,0.0118656278860732,1057,"tags=39%, list=5%, signal=38%","324/54908/83540/1063/57405/83903/3619/221150/983/11130/701/699/5347/10403/7272/991/891/9212/147841/57082/55143/332"
"GOBP_NEGATIVE_REGULATION_OF_NUCLEAR_DIVISION","GOBP_NEGATIVE_REGULATION_OF_NUCLEAR_DIVISION",63,-0.824737895525788,-1.65183340270359,0.000148071954765699,0.0129032252680505,0.0118656278860732,1648,"tags=49%, list=7%, signal=46%","7517/4085/9735/9319/472/26271/146691/3976/324/54908/1111/83540/1063/57405/83903/10040/3619/221150/11130/701/699/5347/10403/7272/991/891/9212/147841/57082/55143/332"
"GOBP_CHROMOSOME_LOCALIZATION","GOBP_CHROMOSOME_LOCALIZATION",122,-0.754744622348696,-1.61224801169502,0.000160146412901336,0.0129032252680505,0.0118656278860732,1648,"tags=30%, list=7%, signal=28%","324/54908/29127/11004/81620/90417/83540/1063/57405/9928/79980/151648/3835/4751/1778/81610/3619/81930/1062/221150/983/11130/348235/1894/10615/113130/10403/7272/891/9787/9212/3833/147841/57082/55143/332"
"GOBP_NEURAL_PRECURSOR_CELL_PROLIFERATION","GOBP_NEURAL_PRECURSOR_CELL_PROLIFERATION",153,-0.740835896746293,-1.61087929284233,0.000153282177923158,0.0129032252680505,0.0118656278860732,1727,"tags=23%, list=8%, signal=21%","120892/153241/3091/2308/473/2258/29127/4771/6376/147040/9833/8323/4673/9928/2247/1813/1000/9760/23654/4916/50937/7424/284403/4683/85440/7422/84858/9839/79801/3400/58155/259266/5803/4781/5915"
"GOBP_CYTOKINESIS","GOBP_CYTOKINESIS",179,-0.717933068374166,-1.58369244701108,0.000160050085021661,0.0129032252680505,0.0118656278860732,2357,"tags=24%, list=10%, signal=22%","51203/4628/6651/5339/9820/23111/5921/151011/288/324/8502/10640/1058/29127/51429/994/26586/10801/990/4627/112574/9928/1813/55958/9585/257364/3619/63971/6790/79733/1894/5347/9700/54443/9493/144455/9212/6711/10112/55143/332/675/128239"
"GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC","GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC",189,-0.710435525010961,-1.57427088447399,0.000153716221960542,0.0129032252680505,0.0118656278860732,2804,"tags=26%, list=12%, signal=23%","55506/10155/54456/4343/57169/51366/8467/5253/7874/91746/92815/4000/55729/3192/23013/5925/11177/4609/8330/2146/23318/84823/3014/22955/200316/5927/8969/1017/27350/94239/1111/317772/56916/85235/672/8338/29128/4001/8329/3070/23468/83989/26147/8335/8332/9734/3012/3006/3005"
"GOBP_CELL_MATRIX_ADHESION","GOBP_CELL_MATRIX_ADHESION",217,-0.699387111047151,-1.56561102656415,0.000148526787376751,0.0129032252680505,0.0118656278860732,1397,"tags=20%, list=6%, signal=19%","8910/4088/10979/27329/90102/4771/5295/3232/1012/6376/7402/960/3673/7205/1435/7070/6422/3676/5310/4323/3675/87/1845/6385/10580/59339/2013/8829/54453/7422/5796/2335/1021/7412/84962/2042/22998/3691/3696/1009/3690/1490/7057"
"GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE","GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE",354,-0.657691811926773,-1.5108781925592,0.000143360671570255,0.0129032252680505,0.0118656278860732,2860,"tags=31%, list=13%, signal=27%","1032/5888/25896/7517/4085/11162/51065/79577/9031/9735/899/9319/1407/8467/2625/116224/472/26271/7508/7976/54465/1499/146691/134359/3976/9656/5925/5371/55159/10111/678/9577/83695/2146/324/9113/3014/323/8318/6494/54908/7114/56890/1739/1017/26272/338657/90806/7023/595/91607/440275/79968/9088/81620/1111/83990/10432/83540/990/1063/57405/6347/65975/83903/79960/3275/10040/9819/25959/4751/23376/3619/90381/221150/580/79621/983/3236/11130/701/672/79733/699/5347/51514/5311/4683/9700/2177/10403/7272/991/144455/891/9212/5591/5796/51339/147841/57082/55143/2113/332/675/1021/26524/64848"
