"Group","N","Mean_diff","Median_diff","Pct_hypermethylated","Pct_hypomethylated"
"TES_bound_DEGs_DOWN",5019,-1.68829808909003,-0.392025142857143,45.706315999203,53.6561067941821
"TEAD1_only_DEGs_DOWN",4593,-0.334137629798969,0.208213761904762,52.2316568691487,47.0716307424341
"Unbound_DEGs_DOWN",141518,-1.65045335497891,-0.39547373809524,47.2236747268899,52.4654107604686
"Control",5019,-0.749018819258247,0.287632238095237,52.062163777645,47.3201833034469
